,paragraph,length
0,中国货币政策执行报告二○○五年第二季度中国人民银行货币政策分析小组2005年8月4日内容摘要2005年上半年，宏观调控的成效进一步显现，国民经济保持了平稳较快增长。投资过快增长的势头继续得到抑制，消费需求较快增长，各种价格指数平稳回落，城乡居民收入和财政收入较大幅度增加。2005年上半年，国内生产总值增长9.5%，居民消费价格同比上涨2.3%。中国人民银行按照党中央、国务院加强和改善宏观调控的统一部署，继续执行稳健的货币政策，主要通过市场化手段加强总量控制和结构调整。,236.0
1,一是灵活开展公开市场操作，调节银行体系流动性，为商业银行贷款的合理增长和金融市场的产品创新提供了有利的流动性环境。,57.0
2,二是充分发挥利率杠杆的调节作用，下调了金融机构在中国人民银行的超额存款准备金利率，适时上调境内商业银行美元、港币小额外币存款利率上限，修改和完善人民币存贷款计结息规则。,84.0
3,三是完善人民币汇率形成机制，自2005年7月21日起，我国开始实行以市场供求为基础、参考一篮子货币进行调节、有管理的浮动汇率制度。,65.0
4,四是认真贯彻中央确定的“区别对待、有保有压”的宏观调控方针，及时向金融机构传达宏观调控意图，引导商业银行前瞻性地应对经济周期和产业变化，优化信贷结构；调整商业银行自营性个人住房贷款政策，以促进房地产业健康、持续发展。,108.0
5,五是推动金融市场快速健康发展，推动企业发行短期融资券，推出债券远期交易等。同时，稳步推进金融企业改革，继续改进外汇管理。2005年上半年，货币信贷增长基本适度，金融运行平稳。6月末，广义货币供应量M2余额27.6万亿元，同比增长15.7%；基础货币余额5.7万亿元，同比增长11.8%。上半年，金融机构人民币贷款余额18.6万亿元，同比增长13.3%。货币市场利率平稳下行。6月末，外汇储备余额7109.7亿美元，比上年末增加1010.4亿美元。总体看，下半年经济平稳较快发展的基本面不会改变，拉动经济增长的内在动力仍然较强。但当前制约经济持续、快速、协调、健康发展的一些深层次矛盾和问题还没有得到有效解决，需要进一步加强观察和研究。下半年，中国人民银行将按照党中央、国务院统一部署，继续执行稳健的货币政策，总量上保持连续性和稳定性，加强预调和微调，保持货币信贷稳定增长，注重发挥市场本身的调节作用，巩固宏观调控成果。,409.0
6,一是综合运用各种货币政策工具，保持货币信贷合理增长；二是继续贯彻落实利率市场化的政策；三是坚持“区别对待，有保有压”，发挥信贷政策引导结构调整的作用；四是大力培育和发展金融市场；五是加快推进金融企业改革；六是进一步完善人民币汇率形成机制，促进国际收支平衡，保持人民币汇率在合理、均衡水平上的基本稳定。第一部分货币信贷概况2005年上半年，我国国民经济继续平稳较快发展，货币信贷增长基本适度，金融运行平稳。一、货币总量增长适度6月末，广义货币供应量M2余额27.6万亿元，同比增长15.7%，增速比上年同期低0.5个百分点，比上年末高1个百分点，延续了自3月以来稳中回升的态势，与保持经济平稳增长的要求基本相适应。6月末，狭义货币供应量M1余额9.9万亿元，同比增长11.3%，比上年同期低4.9个百分点，比上年末低2.3个百分点。流通中现金M0余额2.1万亿元，同比增长9.6%。,390.0
7,上半年现金累计净回笼620亿元，同比少回笼108亿元。二、金融机构存款稳定增长6月末，全部金融机构（含外资金融机构，下同）本外币各项存款余额28.3万亿元，同比增长16.8%，比年初增加2.68万亿元，同比多增4948亿元。其中，人民币各项存款余额26.9万亿元，同比增长17.2%，比年初增加2.59万亿元，同比多增4237亿元；外汇存款余额1653亿美元，同比增长9.4%，比年初增加105.1亿美元，同比多增85.9亿美元。6月末，人民币企业存款余额9万亿元，同比增长13.8%，比年初增加5489亿元，同比少增846亿元。人民币储蓄存款余额13.2万亿元，同比增长16.3%，比年初增加1.28万亿元，同比多增2618亿元，其中主要是定期存款多增。,328.0
8,上半年财政存款增加3817亿元，同比多增1297亿元。三、金融机构贷款稳定增加6月末，金融机构本外币贷款余额19.9万亿元，同比增长13.2%，比年初增加1.59万亿元，同比多增272亿元。其中，人民币贷款余额18.6万亿元，同比增长13.3%，比年初增加1.45万亿元，同比多增240亿元，贷款新增额为历史第二高水平，仅低于2003年同期；外汇贷款余额1497亿美元，同比增长12.1%，比年初增加162.2亿美元，同比多增4亿美元。从投向看，中长期贷款过快增长的势头得到有效控制，流动资金贷款比例有所提高，贷款结构进一步改善。上半年，人民币中长期贷款增加6455亿元，同比少增855亿元，中长期贷款增量占比同比下降6.7个百分点。,317.0
9,企业用于流动资金的短期贷款和票据融资合计增加7962亿元，同比多增1286亿元，占全部新增贷款的比例为55%，比去年同期提高了8个百分点。分机构看，人民币贷款除国有独资商业银行同比少增外，其他金融机构均同比多增。上半年，国有独资商业银行人民币贷款增加5103亿元，同比少增1584亿元；政策性银行、股份制商业银行、城市商业银行、农村合作机构分别增加1718亿元、3194亿元、896亿元和2917亿元，同比分别多增831亿元、529亿元、47亿元、324亿元；外资金融机构贷款增加195亿元，同比多增140亿元。专栏1：如何看待当前货币信贷形势2005年以来，中央银行灵活开展公开市场操作，为商业银行贷款的合理增长提供了较为宽松的流动性环境。6月末，M2同比增长15.7%，与经济增长基本相适应。,348.0
