,paragraph,length
0,"中国货币政策执行报告二○○五年第一季度中国人民银行货币政策分析小组2005年5月26日内容摘要2005年一季度，我国国民经济继续平稳较快发展。加强和改善宏观调控的成效逐步显现，固定资产投资增幅继续回落，消费增长加快，进出口贸易持续扩大，城乡居民收入进一步增加。一季度，国内生产总值增长9.4%,居民消费价格同比上涨2.8%。中国人民银行按照党中央、国务院加强和改善宏观调控的统一部署，继续执行稳健的货币政策，突出金融调控的前瞻性、科学性和有效性，综合运用多种货币政策工具，适时适度调控货币信贷总量，同时进一步深化外汇管理体制改革，稳步推进金融企业改革，加快金融市场建设,疏通货币政策传导机制。",296.0
1,一是加强流动性管理，灵活开展公开市场操作。,21.0
2,二是下调金融机构超额存款准备金利率，进一步推进利率市场化。,29.0
3,三是调整个人住房贷款政策，促进房地产业健康持续发展。,26.0
4,四是加强对商业银行的“窗口指导”和信贷政策引导。,24.0
5,五是稳步推进国有商业银行股份制改革和农村信用社改革。,26.0
6,六是加快金融市场制度性建设，推动直接融资的发展，包括启动信贷资产证券化试点、允许符合条件的国际开发机构在国内发行人民币债券，进行商业银行设立基金管理公司试点等。,80.0
7,七是保持人民币汇率在合理、均衡水平上的基本稳定，促进国际收支平衡。2005年一季度，货币信贷增长基本适度，金融运行平稳。3月末，M2余额26.5万亿元，同比增长14.0%。基础货币余额5.8万亿元，同比增长14.1%。一季度，金融机构新增人民币贷款7375亿元，同比少增976亿元。货币市场利率平稳走低。3月末，外汇储备余额6591.4亿美元，比上年末增加492.1亿美元，人民币对美元汇率为8.2765元人民币/美元，与上年末持平。当前我国经济金融形势总体是好的，但经济运行中仍然存在着固定资产投资规模偏大、煤电油运供应偏紧、经济增长质量偏低与浪费并存等问题。此外，由于一季度我国贸易顺差和外汇储备快速增长，货币政策有效性面临严峻挑战。中国人民银行将根据中央经济工作会议精神和十届全国人大三次会议要求，继续执行稳健的货币政策，合理调控货币信贷总量，既要支持经济发展，又要防止通货膨胀和防范金融风险。,400.0
8,一是进一步完善间接调控机制，保持货币信贷合理增长；二是继续深化利率市场化改革，充分发挥价格杠杆的调控作用；三是坚持区别对待、有保有压，发挥好信贷政策在加快结构调整中的作用；四是适当控制中长期贷款，促进信贷期限结构优化；五是大力培育和发展金融市场，以金融产品创新为突破口，扩大直接融资渠道；六是加快推进金融企业改革；七是促进国际收支平衡，保持人民币汇率在合理均衡水平上的基本稳定。第一部分货币信贷概况2005年一季度，我国国民经济平稳较快发展，货币信贷增长基本适度，金融运行平稳。一、货币总量增长保持平稳加强和改善宏观调控以来，广义货币供应量M2增速逐步回落，目前已经连续8个月保持在13-15%的区间内，与经济增长基本相适应。3月末，M2余额26.5万亿元，同比增长14.0%，增速比上年同期低5.1个百分点，比上年末低0.6个百分点，运行态势较为平稳。与广义货币相比，狭义货币M1增长相对减缓。3月末，M1余额9.5万亿元，同比增长9.9%，比上年末低3.7个百分点。狭义货币增速较低主要受以下因素影响：一是上年同期狭义货币增长较快，同比基数较高。,475.0
9,二是随着信用卡等结算工具的大量使用，居民在日常消费中对现金的需求下降。,35.0
10,三是企业对利率的敏感度不断增强、财务管理水平有所提高，2004年10月29日基准利率调整后，中长期存款利率上调幅度大于短期存款利率，活期存款利率保持不变，企业将部分活期存款转为定期存款。3月末，流通中现金M0余额2.1万亿元，同比增长10.1%。一季度现金累计净回笼229亿元，同比少回笼219亿元。水平的变动，从这个意义上说，监测和控制货币供应量的变动十分重要。1980-2003年，我国经历了四次通货膨胀和一次通货紧缩，在此过程中货币供应量与经济增长基本呈同方向变动，即经济扩张阶段，货币供应量增长也快速上升，当货币供应量积累到一定程度后，通货膨胀上升，经济出现失衡，不得不压缩货币信贷进行被动性调整。,303.0
11,80年代，我国货币供应量年均增长24.5%，GDP增长9.8%，CPI上涨7.5%；90年代，货币供应量年均增长24.9%，GDP增长9.7%，CPI上涨保持了一种高增长、低通胀的良好态势。实践证明，过量的货币供应不会导致经济增长无限加快，只会导致物价上涨，而高通胀后惯常发生的萧条及通货紧缩会二、金融机构存款稳定增长3月末，全部金融机构（含外资金融机构，下同）本外币各项存款余额26.9万亿元，同比增长15.6%，比年初增加1.3万亿元，同比多增634亿元。其中，人民币各项存款余额25.6万亿元，同比增长15.9%，比年初增加1.23万亿元，同比少增223亿元；外汇存款余额1628亿美元，同比增长10.9%，比年初增加79.8亿美元，同比多增103.7亿美元。3月末，人民币企业存款余额8.5万亿元，同比增长13.4%，比年初增加260亿元，同比少增1743亿元。人民币储蓄存款余额12.9万亿元，同比增长15.5%，比年初增加9705亿元，同比多增1459亿元，其中主要是定期存款多增。,447.0
12,一季度财政存款增加1938亿元，同比多增766亿元。三、金融机构贷款增长基本平稳3月末，金融机构本外币贷款余额19.8万亿元，同比增长13.0%，比上年末回落1.4个百分点；余额比年初增加8268亿元，同比少增863亿元。其中，人民币贷款余额18.5万亿元，同比增长13.0%，比上年末低1.5个百分点；余额比年初增加7375亿元，同比少增976亿元。外汇贷款余额1469亿美元，同比增长13.3%，比上年末高0.8个百分点；余额比年初增加107.9亿美元，同比多增13.7亿美元。从投向看，一季度，企业用于流动资金的人民币短期贷款和票据融资合计增加4080亿元，同比少增404亿元。,292.0
13,中长期贷款增加3109亿元，同比少增477亿元，其中基建贷款增加1738亿元，同比多增38亿元。新增中长期贷款占各项贷款的比例为42.2%，比上年同期占比低0.8个百分点，比上年全年占比低18.3个百分点；其中，新增基建贷款占各项贷款的比例为23.6%，比上年同期占比高3.2个百分点，比上年全年占比低4.1个百分点。用于消费的贷款增加637亿元，同比少增537亿元。分机构看，除政策性银行人民币贷款同比多增外，商业银行和农村信用社均同比少增。一季度，政策性银行人民币贷款增加566亿元，同比多增270亿元；国有独资商业银行、股份制商业银行、城市商业银行、农村信用社贷款分别增加3253亿元、1126亿元、320亿元和1600亿元，同比分别少增746亿元、476亿元、130亿元和139亿元。,346.0
14,四、金融机构超额存款准备金率略低于往年3月末，基础货币余额5.8万亿元，比年初减少1265亿元，同比增长14.1%。3月末，金融机构超额存款准备金率平均为4.17%，比上年同期低0.11个百分点，比上年末低1.08个百分点。其中，国有独资商业银行超额存款准备金率为3.99%，股份制商业银行为5.25%，农村信用社为5.55%。五、金融机构贷款利率稳步上升，货币市场利率平稳走低金融机构贷款利率上升。一季度，金融机构人民币1年期固定利率贷款加权平均利率为6.98%，为基准利率的1.25倍，比2004年四季度提高0.23个百分点。,265.0
15,实行上浮利率的贷款占全部贷款的半数以上。人民银行对全国金融机构2005年一季度贷款利率浮动情况的统计显示，2005年一季度金融机构发放的全部贷款中，实行下浮利率的贷款占比为21.9%，比年初下降1.3个百分点；实行基准利率的贷款占比为26.9%，比年初上升2.3个百分点；实行上浮利率的贷款占比为51.2%，比年初下降1个百分点。其中，贷款利率为基准利率2倍以上的金融机构的贷款占比为3.6%，比年初上升0.9个百分点，贷款利率更好地覆盖了贷款的风险溢价。单笔金额在3000万元以上的人民币协议存款利率略有降低，其中61个月期协议存款加权平均利率为4.3%，比2004年四季度下降0.17个百分点；37个月期协议存款加权平均利率为4.21%，比2004年四季度下降0.11个百分点。受美联储连续加息、国际金融市场利率上升影响，境内外币贷款、大额存款利率水平继续上升。,383.0
16,3月，商业银行1年期美元大额存款（300万美元以上）加权平均利率为3.3%，比年初上升0.6个百分点；1年期固定利率美元贷款加权平均利率为4.24%，浮动利率贷款加权平均利率为3.75%，分别比年初上升0.81和0.37个百分点。,115.0
17,一季度，金融机构资金充裕，货币市场利率平稳走低。受3月17日下调超额存款准备金利率影响，3月，7天同业拆借和质押式债券回购加权平均利率分别为1.98%和1.7%，比上月分别回落了0.28和0.25个百分点，比上年同期分别降低了0.1和0.22个百分点。六、外汇储备继续较快增加，人民币汇率稳定3月末，外汇储备余额6591.4亿美元，比上年末增加492.1亿美元，比上年同期多增126.4亿美元。3月末，人民币对美元汇率为8.2765元人民币/美元，与上年末持平。第二部分货币政策操作2004年一季度，中国人民银行按照党中央、国务院加强和改善宏观调控的统一部署，继续执行稳健的货币政策，突出金融调控的前瞻性、科学性和有效性，综合运用多种货币政策工具，适时适度调控货币信贷总量，同时进一步深化外汇管理体制改革，稳步推进金融企业改革，疏通货币政策传导机制。,375.0
18,一、加强流动性管理，灵活开展公开市场操作一季度，中国人民银行密切关注元旦、春节期间及春节前后银行体系流动性的变化情况，认真监测分析外汇占款、财政库款及现金等影响流动性的因素，继续加强流动性管理，灵活安排央行票据发行方式、期限结构和发行规模，以1年期和3年期央行票据为主力品种，适时适度调控银行体系流动性。,152.0
19,春节前，通过合理安排央行票据到期、预发行央行票据及开展少量逆回购操作，及时熨平银行体系流动性的波动；春节后，针对银行体系流动性总体宽松的情况，灵活把握央行票据发行力度，并配合3月17日下调超额存款准备金利率政策，拓宽货币市场利率的运行空间，进一步推动利率市场化改革，促进商业银行完善资产负债管理。,148.0
20,一季度，中国人民银行通过外汇公开市场操作投放基础货币4223亿元，通过人民币公开市场操作回笼基础货币3659亿元，投放、回笼相抵，全部公开市场业务净投放基础货币564亿元。一季度共发行36期央行票据，发行总量为7130亿元，其中1年期3010亿元，3年期1800亿元；截至3月底，央行票据余额为13452.5亿元。二、下调金融机构超额存款准备金利率，进一步推进利率市场化中国人民银行决定，从2005年3月17日起，金融机构在中国人民银行的超额存款准备金利率由现行年利率1.62％下调到0.99％，法定存款准备金利率维持1.89％不变。下调超额存款准备金利率，有利于促进商业银行进一步提高资金使用效率和流动性管理水平，稳步推进利率市场化；有利于理顺中央银行的利率关系，优化存款准备金利率结构，增强货币政策操作的科学性和有效性。三、调整个人住房贷款政策，促进房地产业健康持续发展为促进房地产业健康持续发展，中国人民银行决定，从2005年3月17日起，调整个人住房贷款政策。,434.0
21,一是将现行商业银行自营性个人住房贷款的优惠利率回归到同期贷款利率水平，实行下限管理，下限利率水平为相应期限档次贷款基准利率的0.9倍，商业银行法人可根据具体情况自主确定利率水平和内部定价规则；同时，个人住房公积金贷款利率也相应微幅上调0.18个百分点，其中5年期（含）以下贷款年利率调整为3.96%，5年期以上贷款年利率调整为4.41%。,169.0
22,二是对房地产价格上涨过快城市或地区，个人住房贷款最低首付款比例可由现行的20%提高到30%；具体调整的城市或地区，可由商业银行法人根据国家有关部门公布的各地房地产价格涨幅自行确定，不搞一刀切。此次调整商业银行自营性个人住房贷款政策从调控需求入手，有利于引导社会对未来房地产价格形成较合理的预期；将商业银行个人住房贷款利率纳入正常贷款利率管理，有利于商业银行加强风险管理，完善定价机制。四、加强对商业银行的“窗口指导”和信贷政策引导2005年以来，中国人民银行认真贯彻国务院确定的“区别对待、有保有压”的宏观调控方针，继续加强和改进对商业银行的“窗口指导”和信贷政策引导。在加强信贷政策与产业政策的协调配合，引导金融机构优化信贷投向的同时，进一步改进信贷政策实施方式，不断完善信贷政策指导制度，并加快金融产品创新步伐。,358.0
23,"一是定期召开经济金融形势分析会,提示商业银行关注工业生产状况、固定资产投资增速，房地产市场变化以及通货膨胀压力等经济金融情况。引导商业银行前瞻性地应对经济周期和产业变化，健全风险控制机制和风险管理制度，树立市场风险、期限匹配风险、信用风险等各类风险意识，提高风险识别和评估能力；按照市场化原则改革贷款审批制度，加强和提高自主审贷的能力，不断增强优化调整信贷结构的自觉性。",185.0
24,"二是认真落实《中共中央、国务院关于进一步加强农村工作,提高农业综合生产能力若干政策的意见》和《国务院关于鼓励支持和引导非公有制经济发展的若干意见》精神，引导金融机构进一步改进金融服务，加强产品创新，加大对“三农”、非公有制经济和中小企业的信贷投入，优化信贷结构。",131.0
25,三是加快落实国家助学贷款新政策。2月28日，中国人民银行、中国银行业监督管理委员会在京联合召开了“加快落实国家助学贷款新政策电视电话会议”，推动银行系统落实新政策，尽快完成所有省属高校的国家助学贷款经办行招投标工作，保证中标银行与学校签订协议的国家助学贷款及时发放到位，积极为贫困家庭学生求学创造条件。,151.0
26,四是进一步改进信贷政策实施方式，对商业银行资产负债结构比例情况加强了跟踪监测，研究建立存贷期限错配预警监测体系，以控制商业银行中长期贷款比例过高问题，预防可能出现的流动性风险和利率风险。五、稳步推进国有商业银行股份制改革和农村信用社改革国有商业银行股份制改革试点工作稳步进行。一季度，工商银行开始了股份制改革的前期准备工作，包括选聘、安排中介机构进场工作，聘请国外咨询公司进行咨询管理、不良贷款的清收处置与尽职调查等。2005年4月份，在总结中国银行和中国建设银行股份制改革试点经验的基础上，国务院批准了中国工商银行实施股份制改革的方案和中国银行、中国建设银行股份制改革的下一步工作计划。农村信用社改革试点稳步推进。,308.0
27,2005年，国务院关于深化农村信用社改革试点资金支持方案及各项扶持政策逐步落实，8个先行试点省改革试点取得了阶段性成果，改革正在向纵深推进；纳入扩大试点范围的21省改革试点工作开局良好，进展顺利。截至3月末，中国人民银行会同银监会按照规定的条件和程序经严格审查考核，完成了五期对改革试点农村信用社的专项票据发行工作，对916个县市共计发行专项票据595亿元。资金支持方案的实施对改革试点发挥了有效的正向激励作用，农村信用社增资扩股工作进展较快，资本充足率有所提高，不良贷款比例逐步下降，经营状况和盈利水平显著改善，支农服务实力明显增强，省级管理体制及产权制度改革稳步推进，部分信用社在加强内部管理、强化信息披露方面进行了有益的探索。六、保持人民币汇率在合理、均衡水平上的基本稳定，促进国际收支平衡进一步理顺外汇供求关系，促进国际收支平衡，同时完善人民币汇率形成机制。,383.0
28,一是推进贸易便利化。,10.0
29,二是规范资金流入和结汇管理。继续落实境外合格机构投资者制度，新批2家合格境外机构投资者投资额度3.25亿美元。截至3月末，累计批准26家合格的境外机构投资者，总投资额度37.5亿美元。组织落实国际开发机构发行人民币债券政策。,112.0
30,三是拓宽资金流出渠道，积极支持企业“走出去”。,23.0
