,paragraph,length
0,中国货币政策执行报告二○一六年第三季度中国人民银行货币政策分析小组2016年11月8日内容摘要2016年第三季度以来，中国经济运行平稳，积极变化增多。消费稳定增长，投资缓中趋稳，进出口降幅收窄，企业效益改善，城镇新增就业好于预期，消费价格温和上涨，工业生产者价格回升较快。第三季度国内生产总值同比增长6.7，居民消费价格（CPI）同比上涨1.7。第三季度以来，中国人民银行继续实施稳健的货币政策，保持政策灵活适度，注重稳定市场预期，为稳增长和供给侧结构性改革营造适宜的货币金融环境。丰富公开市场操作期限品种；实施“双平均”考核存款准备金；继续运用好常备借贷便利、抵押补充贷款工具，开展每月中期借贷便利常态化操作。,306.0
1,加强窗口指导和信贷政策的信号和结构引导作用，支持经济结构调整和转型升级，加大对重点领域和薄弱环节的支持。同时，组织实施宏观审慎评估，从资本和杠杆等七大方面对金融机构的行为进行多维度引导；按照“因城施策”的原则对房地产信贷市场实施调控，强化住房金融宏观审慎管理。继续推进利率市场化和汇率形成机制改革，“收盘汇率+一篮子货币汇率变化”的人民币兑美元汇率中间价形成机制有序运行，人民币汇率预期总体稳定。圆满完成人民币加入SDR篮子的各项技术性准备，2016年10月1日，人民币加入SDR货币篮子正式生效。稳健货币政策取得了较好效果。,263.0
2,银行体系流动性合理充裕，货币信贷和社会融资规模平稳较快增长，利率水平低位稳定运行，人民币汇率弹性增强。2016年9月末，广义货币供应量M2余额同比增长11.5；人民币贷款余额同比增长13.0，比年初增加10.16万亿元，同比多增2558亿元；社会融资规模存量同比增长12.5。9月份非金融企业及其他部门贷款加权平均利率为5.22，比上年12月下降0.05个百分点。9月末，CFETS人民币汇率指数为94.07，人民币对美元汇率中间价为6.6778元。当前全球经济仍处在深度调整期，经济增长总体乏力，贸易保护主义抬头，地缘政治冲突风险因素累积。,271.0
3,从国内情况看，随着供给侧结构性改革、简政放权和创新驱动战略不断深化实施，去产能、去库存取得一定进展，企业杠杆率有所趋稳，效益改善，新经济、新产业、新的商业模式快速发展。但经济运行对房地产和基建投资的依赖仍然较大，民间投资活力不足，部分领域瓶颈仍未打破，制约增长潜力发挥，稳增长与防泡沫之间的平衡更富有挑战性。要继续坚持适度扩大总需求，以推进供给侧结构性改革为主线，全面落实“去产能、去库存、去杠杆、降成本、补短板”五大任务，推进新型城镇化发展，深化国有企业改革，促进非公有制经济健康发展，完善金融机构的激励约束机制，通过有效的市场竞争，提高资源配置效率。下一阶段，要按照党中央、国务院统一部署，坚持改革开放，坚持稳中求进工作总基调，保持政策的连续性和稳定性。坚持实施稳健的货币政策，保持灵活适度，适时预调微调，增强针对性和有效性，做好与供给侧结构性改革相适应的总需求管理，为结构性改革营造中性适度的货币金融环境，在保持流动性合理充裕的同时，注重抑制资产泡沫和防范经济金融风险。,438.0
4,"更加注重改革创新，寓改革于调控之中，把货币政策调控与深化改革紧密结合起来，更充分地发挥市场在资源配置中的决定性作用。针对金融深化和创新发展，进一步完善调控模式，强化价格型调节和传导机制，疏通货币政策向实体经济的传导渠道，着力解决经济金融运行中的突出问题，提高金融运行效率和服务实体经济的能力，完善宏观审慎政策框架，守住不发生系统性金融风险的底线。一、货币总量平稳增长9月末，广义货币供应量M2余额为151.6万亿元，同比增长11.5，增速比6月末低0.3个百分点。第三季度M2增速略有回落，较大程度缘于上年7-8月份应对股市波动推高M2基数的影响,排除基期效应后增长并不慢。9月末，狭义货币供应量M1余额为45.4万亿元，同比增长24.7，增速比6月末高0.1个百分点。",335.0
5,M1增速较高受多种因素综合影响。,16.0
6,一是中长期利率降低，企业持有活期存款的机会成本下降。,26.0
7,二是房地产等资产市场活跃，交易性货币需求上升。,23.0
8,三是地方政府债务置换过程中会暂时沉淀一部分资金。第三季度以来M1增速逐月回落，较年内7月份最高点已回落0.7个百分点，M1-M2剪刀差也相应收窄。9月末，流通中现金M0余额为6.5万亿元，同比增长6.6，增速比6月末低0.6个百分点。前三季度现金净投放1852亿元，同比多投放1089亿元。9月末，基础货币余额为29.1万亿元，同比增长2.4，增速较6月末高3.7个百分点，比年初增加1万亿元，同比多增2.7万亿元。,208.0
9,基础货币变化与中央银行流动性供给方式变化有关，2015年前三季度主要通过降低法定存款准备金率供给流动性，2016年前三季度则主要通过公开市场逆回购、中期借贷便利以及抵押补充贷款等政策工具供给流动性。9月末货币乘数为5.22，比6月末高0.06。金融机构超额准备金率为1.7。其中，农村信用社为7.9。二、金融机构存款增长总体平稳9月末，金融机构本外币各项存款余额为153万亿元，同比增长10.9，增速比6月末高0.2个百分点，比年初增加13.2万亿元，同比少增2341亿元。,237.0
