,paragraph,length
0,中国货币政策执行报告二○一五年第三季度中国人民银行货币政策分析小组2015年11月6日内容摘要2015年第三季度以来，中国经济运行总体平稳，结构调整积极推进，新产业、新业态、新动力加快孕育。就业基本稳定，消费对经济增长的贡献继续提升，第三产业比重进一步提高，出口降幅收窄，消费价格温和上涨。但总体看经济结构性矛盾仍较为突出，内生增长动力尚待增强。第三季度国内生产总值（GDP）同比增长6.9%，居民消费价格（CPI）同比上涨1.7%。第三季度以来，中国人民银行按照党中央、国务院统一部署，继续实施稳健的货币政策，坚定推进金融市场化改革，着力疏通货币政策传导机制，提高金融资源配置效率。,292.0
1,一是综合运用公开市场操作、中期借贷便利、普降金融机构存款准备金率等多种工具合理调节银行体系流动性，保持了银行体系流动性总体充裕。,64.0
2,二是下调人民币存贷款基准利率和公开市场逆回购操作利率，引导市场利率平稳适度下行，促进实际利率维持基本稳定。从量价两个方面保持了货币环境的稳健和中性适度。,76.0
3,三是改进合意贷款管理，实施定向降准，扩大信贷资产质押再贷款试点，运用信贷政策支持再贷款、再贴现和抵押补充贷款等工具引导金融机构加大对小微企业、“三农”和棚户区改造等国民经济重点领域和薄弱环节的信贷支持。与此同时，坚定推进金融市场化改革，以改革促发展，更好地发挥市场在资源配置中的决定性作用，进一步完善货币政策调控框架。放开存款利率上限，完善人民币兑美元汇率中间价报价机制，将存款准备金由时点法考核改为平均法考核，开展政策性、开发性金融机构改革的资本金补充工作，有序推进资本项目可兑换并完善相应的宏观审慎管理框架。人民币跨境支付系统（CIPS）（一期）成功上线运行，为境内外金融机构人民币跨境和离岸业务提供资金清算和结算服务。稳健货币政策效果继续显现。,325.0
4,银行体系流动性充裕，货币信贷平稳较快增长，利率水平明显下降，人民币汇率弹性增强。2015年9月末，广义货币供应量M2余额同比增长13.1%，比6月末高1.3个百分点。人民币贷款余额同比增长15.4%，比6月末高2.0个百分点；比年初增加9.9万亿元，同比多增2.3万亿元。社会融资规模存量同比增长12.5%，比6月末高0.6个百分点。9月份非金融企业及其他部门贷款加权平均利率为5.7%，比6月下降0.35个百分点，比上年12月下降1.08个百分点。,225.0
5,9月末，人民币对美元汇率中间价为6.3613元。当前世界经济总体仍较为疲弱且呈分化态势，不确定因素较多，贸易增速较低，金融市场震荡加剧。在全球性调整的大背景下，中国经济步入新常态，经济周期性和结构性问题相互叠加，但主要是结构性矛盾和转变发展方式的问题，短期内经济仍有下行压力，但结构调整和改革将为中长期经济增长注入新的动力，国民经济有望实现更高质量和更可持续的发展。要在结构调整、经济转型和改革上进一步取得突破，把顶层设计和基层创新结合起来，加快培育和强化新的经济增长点，拓展金融资源有效配置的领域和空间。下一阶段，中国人民银行将按照党中央、国务院的战略部署，坚持稳中求进工作总基调，主动适应经济发展新常态，继续实施稳健的货币政策，保持政策的连续性和稳定性，保持松紧适度，适时预调微调，既要防止结构调整过程中出现总需求的惯性下滑，同时又不能过度放水、妨碍市场的有效出清，为经济结构调整与转型升级营造中性适度的货币金融环境。,411.0
6,综合运用数量、价格等多种货币政策工具，加强和改善宏观审慎管理，优化政策组合，保持适度流动性，实现货币信贷及社会融资规模合理增长。坚持金融服务实体经济的本质要求，盘活存量，优化增量，改善融资结构和信贷结构。多措并举，标本兼治，着力降低社会融资成本。同时，更加注重改革创新，寓改革于调控之中，把货币政策调控与深化改革紧密结合起来，更充分地发挥市场在资源配置中的决定性作用。针对金融深化和创新发展，进一步完善调控模式，加强预期引导，强化价格型调节和传导机制，疏通货币政策向实体经济的传导渠道，提高金融运行效率和服务实体经济的能力。,262.0
7,采取综合措施维护金融稳定，守住不发生系统性、区域性金融风险的底线。第一部分货币信贷概况2015年第三季度，银行体系流动性充裕，货币信贷平稳较快增长，贷款结构继续改善，利率水平明显下降，人民币汇率弹性增强。一、货币总量快速增长9月末，广义货币M2余额为136.0万亿元，同比增长13.1%，分别比6月末和上年末高1.3个和0.9个百分点。狭义货币供应量M1余额为36.4万亿元，同比增长11.4%，连续3个月显著回升，比6月末高7.1个百分点。流通中货币M0余额为6.1万亿元，同比增长3.7%，比6月末高0.8个百分点。,260.0
8,前三季度现金净投放763亿元，同比多投放489亿元。2015年以来M2增速总体有所回升，前三季度M2新增13.1万亿元，同比多增3.6万亿元。商业银行通过购买地方政府债券等证券投资供给了大量货币。目前M2增速高于名义GDP增速较多，货币供应总体较为充裕。9月末，基础货币余额为28.0万亿元，比年初减少1.4万亿元，主要是因为2015年以来通过下调法定准备金率提供了大量流动性，而下调准备金率并不会增加基础货币，这也是基础货币余额下降，同时货币乘数提高的重要原因。,232.0
9,9月末货币乘数为4.86，比6月末和上年末分别高0.24和0.69。金融机构超额准备金率为1.9%，其中农村信用社为6.7%。二、金融机构存款增长总体平稳9月末，金融机构本外币各项存款余额为137.9万亿元，同比增长12.4%，增速比6月末高1.8个百分点，比年初增加13.4万亿元，同比多增1.5万亿元。人民币各项存款余额为133.7万亿元，同比增长12.6%，增速比6月末高1.9个百分点，比年初增加13.0万亿元，同比多增1.9万亿元。外币存款余额为6522亿美元，同比增长2.4%，比年初增加417亿美元，同比少增946亿美元，与人民币汇率及其预期变化有关，但仍比2013年同期多增32亿美元。,301.0
