,paragraph,length
0,中国货币政策执行报告二○○四年第一季度中国人民银行货币政策分析小组2004年5月11日内容摘要2004年一季度全球经济增长开局良好，越来越多的国家和地区加入经济恢复和增长行列。我国经济继续快速增长，一季度国内生产总值增长9.7%，城乡居民收入、企业利润和财政收入均有较大幅度提高，农业生产向好的方向发展，对外贸易增势强劲。3月末，广义货币M2余额23.2万亿元，同比增长19.1%。一季度金融机构实际增加贷款8351亿元，占全年预期目标2.6万亿的32%，同比多增247亿元；金融机构“短存长贷”现象隐含的系统性风险也应给予关注。3月末，金融机构本外币各项存款余额为23.3万亿元，增长19.6%。,299.0
1,"人民银行基础货币余额为5.05万亿元，比年初减少1788亿元。金融机构超额准备金率平均为4.28%，比上年同期低0.84个百分点。3月末，国家外汇储备达4398亿美元，比去年底增加365亿美元；人民币汇率为1美元兑换8.2771元人民币,继续保持稳定。2004年一季度，按照中央经济工作会议的部署，人民银行不断加强和改进金融调控，综合运用多种货币政策手段，对货币信贷总量及结构进行调控，高度重视防止通货膨胀，同时抓紧金融调控制度性建设：一是加大公开市场操作力度，基本全额对冲外汇占款放出的流动性。",248.0
2,二是普遍提高存款准备金率0.5个百分点。,20.0
3,三是建立正向激励机制，实行差别存款准备金率制度。,24.0
4,四是建立再贷款浮息制度，理顺中央银行和借款人之间的资金利率关系，将各档次再贷款利率上浮0.63个百分点，再贴现利率上浮0.27个百分点。,68.0
5,五是加强对商业银行贷款的窗口指导，促进优化贷款结构。,26.0
6,六是支持“三农”经济发展，加快推进农村信用社改革。,25.0
7,七是积极推动货币市场发展，加强货币市场的管理和服务工作。,28.0
8,八是保持人民币汇率在合理、均衡水平上的基本稳定，促进国际收支平衡。总体看，2003年以来采取的调控措施取得了成效，并正在发挥作用。在充分看到经济社会发展取得新成就的同时，还必须清醒地看到目前经济运行中出现的一些新的矛盾和问题，突出表现在固定资产投资规模过大，导致信贷投放增长偏快。2004年我国宏观调控预期目标为经济增长率7%左右，居民消费价格总水平涨幅3%左右。值得注意的是，GDP增长和CPI涨幅在二季度会保持比较高的水平，下半年将有所回落。主要有两点原因：一是受基期因素的影响，2003年二季度受“非典”影响GDP增长仅6.7%，因此，2004年二季度GDP同比增长会比较高。考虑翘尾因素、季节因素，预计同比CPI在4月以后会有所爬升，第三季度开始回落。,330.0
9,二是宏观调控政策发挥作用有一个传导过程，2003年以来采取的政策措施，其效应会在2004年下半年更明显地显现出来。人民银行将按照中央经济工作会议精神和《政府工作报告》的要求，牢固树立并坚决落实科学的发展观，把中央各项部署落到实处。根据经济金融形势变化采取有针对性的调控措施，适度控制货币信贷增长，完善货币政策传导机制，预计年初确定的货币信贷调控目标是可以实现的，即广义货币M2和狭义货币M1增长17%左右，全部金融机构新增人民币贷款在2.6万亿元左右。下一阶段稳健货币政策的取向是适度从紧，要防止急刹车，避免大起大落，促进经济平稳发展。,268.0
