,paragraph,length
0,中国货币政策执行报告二○一八年第一季度中国人民银行货币政策分析小组2018年5月11日内容摘要2018年第一季度，国民经济保持平稳增长，转型升级稳步推进，内需拉动作用增强，服务业对经济增长的贡献继续提高，质量效益保持较好水平。,113.0
1,第一季度国内生产总值（GDP）同比增长6.8，居民消费价格（CPI）同比上涨2.1。2018年以来，中国人民银行继续实施稳健中性的货币政策，适时调整和完善宏观审慎政策，注重根据形势变化把握好调控的节奏、力度和工具组合，加强预调微调和预期管理。,121.0
2,一是把握好流动性的总量和结构，并发挥价格杠杆作用。灵活运用逆回购、中期借贷便利、常备借贷便利等工具提供不同期限流动性；通过临时准备金动用安排，熨平春节前现金大量投放对流动性的短期扰动；下调部分金融机构存款准备金率以置换中期借贷便利，增加银行体系资金的稳定性，优化流动性结构；公开市场操作利率随行就市小幅上行。,154.0
3,二是落实普惠金融定向降准，运用信贷政策支持再贷款、再贴现和抵押补充贷款等工具引导金融机构加大对国民经济重点领域和薄弱环节的支持力度。,66.0
4,三是进一步完善宏观审慎评估，自2018年第一季度起把同业存单纳入MPA同业负债占比指标；在跨境资本流动和外汇供求基本平衡的背景下，前期出台的逆周期宏观审慎资本流动管理政策全部回归中性。总体看，稳健中性的货币政策取得了较好成效，银行体系流动性合理稳定，货币信贷和社会融资规模适度增长，市场利率基本平稳，金融体系控制内部杠杆取得阶段性进展，为服务实体经济、防控金融风险发挥了重要作用。2018年3月末，广义货币供应量M2余额同比增长8.2；人民币贷款余额同比增长12.8，比年初增加4.9万亿元，同比多增6339亿元；社会融资规模存量同比增长10.5。3月份非金融企业及其他部门贷款加权平均利率为5.96。3月末，CFETS人民币汇率指数为96.73，人民币对美元汇率中间价为6.2881元。,344.0
5,当前世界政治经济环境更加错综复杂，一方面全球经济保持回暖上行态势，另一方面贸易摩擦、地缘政治等也给全球经济发展带来较大的不确定性。我国经济金融领域的结构调整出现积极变化，但仍存在一些深层次问题。要把握中国经济已由高速增长阶段转向高质量发展阶段的本质特征，通过供给侧结构性改革，着力提高供给体系的质量和效益，大力推进改革开放，推动质量变革、效率变革、动力变革。下一阶段，中国人民银行将继续按照党中央和国务院的决策部署，以习近平新时代中国特色社会主义思想为指导，紧紧围绕服务实体经济、防控金融风险、深化金融改革三项任务，创新金融调控思路和方式，保持政策的连续性和稳定性，实施好稳健中性的货币政策，注重引导预期，保持流动性合理稳定，为供给侧结构性改革和高质量发展营造中性适度的货币金融环境。健全货币政策和宏观审慎政策双支柱调控框架，深化利率和汇率市场化改革，增强利率调控能力，加大市场决定汇率的力度，保持人民币汇率在合理均衡水平上的基本稳定。,418.0
6,扎实推进金融改革开放，大力发展普惠金融，在服务实体经济、支持创业创新和新动能培育上发挥更大作用。打好防范化解重大金融风险攻坚战，加强宏观审慎管理和金融监管协调，守住不发生系统性金融风险的底线。一、货币总量平稳增长M2增速总体平稳。3月末，广义货币供应量M2余额为174.0万亿元，同比增长8.2，增速比上年末高0.1个百分点。狭义货币供应量M1余额为52.4万亿元，同比增长7.1%，增速比上年末低4.7个百分点。,207.0
7,流通中货币M0余额为7.3万亿元，同比增长6.0%。第一季度现金净投放2047亿元，同比多投放1746亿元。M2增速趋稳是稳健中性货币政策和金融监管政策协调有效推进的结果，有利于金融体系控制内部杠杆和减少资金内部嵌套循环，也有利于宏观上稳杠杆，助力打好防范化解重大风险攻坚战。随着市场深化和金融创新发展，影响货币供给的因素愈加复杂，M2的可测性、可控性以及与实体经济的相关性都在下降。修订M2统计口径亦难以从根本上解决数量型指标有效性下降这一问题。,224.0
8,为体现高质量发展要求，宜顺应经济金融发展规律，转变调控方式，逐步淡化数量型指标，更多关注利率等价格型指标。3月末，基础货币余额为32.1万亿元，比年初减少521亿元，同比少减6071亿元。货币乘数为5.41。金融机构超额准备金率为1.3。其中，农村信用社为9.4%。,133.0
9,"二、金融机构人民币定期存款比重提高存款增速小幅放缓。3月末，金融机构本外币各项存款余额为174.4万亿元，同比增长8.4%，增速比上年末低0.4个百分点,比年初增加5.2万亿元，同比少增2799亿元。人民币各项存款余额为169.2万亿元，同比增长8.7%，增速比上年末低0.3个百分点，比年初增加5.1万亿元，同比多增77亿元。外币存款余额为8368亿美元，比年初增加459亿美元，同比少增133亿美元。定期存款比重较高。",211.0
