,paragraph,length
0,中国货币政策执行报告二○一七年第一季度中国人民银行货币政策分析小组2017年5月12日内容摘要2017年第一季度，中国经济运行稳中向好、效益回升、实现良好开局，第三产业比重继续提高，工业生产明显加快，制造业投资和民间投资增速回升。,115.0
1,第一季度国内生产总值（GDP）同比增长6.9%，居民消费价格（CPI）同比上涨1.4%。2017年以来，中国人民银行实施稳健中性的货币政策，调节好货币闸门，加强与市场沟通和预期引导，为供给侧结构性改革营造适宜的货币金融环境。合理搭配货币政策工具组合，综合运用公开市场操作、中期借贷便利、抵押补充贷款、临时流动性便利等工具灵活提供不同期限流动性，保持流动性基本稳定，逆回购操作和中期借贷便利中标利率随行就市有所上行。继续加强窗口指导和信贷政策的信号和结构引导作用，支持经济结构调整和转型升级，加大对重点领域和薄弱环节的支持。同时，进一步完善宏观审慎政策框架，将表外理财纳入广义信贷指标范围；积极完善和推广全口径跨境融资宏观审慎管理;按照“因城施策”的原则对房地产信贷市场实施调控，强化住房金融宏观审慎管理。,352.0
2,稳健中性的货币政策取得了较好效果。与宏观经济基本面变化以及去杠杆、抑泡沫、防风险的要求相匹配，银行体系流动性中性适度，货币信贷和社会融资规模合理增长，利率水平总体适度，人民币汇率平稳运行。2017年3月末，广义货币供应量M2余额同比增长10.6%；人民币贷款余额同比增长12.4%，比年初增加4.2万亿元，同比少增3856亿元；社会融资规模存量同比增长12.5%。3月份非金融企业及其他部门贷款加权平均利率为5.53%。3月末，CFETS人民币汇率指数为92.93，人民币对美元汇率中间价为6.8993元。,253.0
3,当前全球经济复苏态势有所加强，但其可持续性仍待观察，地缘政治冲突风险还在积累。从国内情况看，随着供给侧结构性改革、简政放权和创新驱动战略深化实施，经济增长和效益回升，产业优化升级不断推进，增长的稳定性增强。但经济内生增长动力仍待强化，经济结构调整任重道远。要适应经济潜在增速和发展阶段的变化，继续深化供给侧结构性改革，坚定不移推进“三去一降一补”，改造提升传统动能，大力培育发展新动能，振兴实体经济，实现转型升级。营造良好市场环境，加强制度建设，扩大开放领域，扎实推进“一带一路”建设，改善投资者预期。,251.0
4,加快形成促进房地产市场稳定发展的长效机制。下一阶段，要按照党中央、国务院统一部署，坚持稳中求进工作总基调，贯彻落实创新、协调、绿色、开放、共享的发展理念，坚持以提高发展质量和效益为中心，保持政策的连续性和稳定性，继续实施稳健中性的货币政策，着力增强金融支持供给侧结构性改革力度。更加注重改革创新，寓改革于调控之中，把货币政策调控与深化改革紧密结合起来，更充分地发挥市场在资源配置中的决定性作用。进一步完善调控模式，强化价格型调节和传导，完善宏观审慎政策框架，畅通政策传导渠道和机制，促进金融服务实体经济，高度重视防控金融风险，加强金融监管协调，有机衔接监管政策出台的时机和节奏，稳定市场预期，把握好去杠杆和维护流动性基本稳定的平衡，有序化解处置突出风险点，切实维护国家金融安全。第一部分货币信贷概况2017年第一季度，银行体系流动性基本稳定，货币信贷和社会融资规模平稳较快增长，贷款结构继续改善，利率水平低位有所回升，人民币汇率运行平稳。,419.0
5,一、货币总量平稳增长3月末，广义货币供应量M2余额为160.0万亿元，同比增长10.6%，增速比上年末低0.7个百分点。狭义货币供应量M1余额为48.9万亿元，同比增长18.8%，增速比上年末低2.6个百分点。流通中货币M0余额为6.9万亿元，同比增长6.1%。第一季度现金净投放301亿元，同比少投放1134亿元。从货币派生渠道看，在贷款增长总体较为强劲的背景下，M2增速有所回落，主要与商业银行债券投资、股权及其他投资以及同业业务增长放缓有关，一定程度上是金融机构调整资产负债结构、逐步去杠杆的反映。,252.0
6,M1与M2剪刀差则缩窄至8.2个百分点，延续上年8月份以来差幅缩小的趋势。3月末，基础货币余额为30.2万亿元，比年初减少6592亿元，同比多减9498亿元。货币乘数为5.29，比上年末高0.27。金融机构超额准备金率为1.3%。其中，农村信用社为6.4%。,129.0
7,专栏1如何理解所谓央行“缩表”近期社会上对所谓央行“缩表”关注和议论较多。近年来全球范围内对央行资产负债表的关注度上升，与国际金融危机后主要发达经济体央行较多运用资产负债表等非常规货币政策工具有关，尤其是在近期全球经济形势有所好转的大环境下，部分经济体逐步退出“量化宽松”政策，美联储也开始考虑“缩表”问题，各方面对央行资产负债表的关注度进一步上升。但较之发达经济体央行，影响我国央行资产负债表变化的因素更加复杂，不宜简单类比。由于外汇储备很少、加之基本不使用准备金工具，发达经济体央行的资产负债表相对较为简单，其资产方主要是央行购买的政府债券等各类资产，负债方则主要是基础货币（法定准备金很少，多为超额准备金）。我国央行资产负债表则更为复杂，资产方不仅包括对其他存款性公司债权等，更大块头的是外汇占款；负债方除了基础货币（现金、法定准备金和超额准备金等），还有大量的政府存款等。,390.0
8,由于资产负债表结构存在差异，发达经济体央行资产负债表的收缩和扩张，能够相对准确地反映银行体系流动性的变化，而我国央行资产负债表的变化则还受到外汇占款、不同货币政策工具选择、财政收支乃至春节等季节性因素的影响，且作为发展中经济体，金融改革和金融调控模式变化也会对央行资产负债表产生影响，不能简单与国外央行进行类比。,156.0
9,长期以来，人民银行资产负债表变化受外汇占款影响很大。2014年之前的较长一段时间，我国面临国际收支大额双顺差，央行外汇储备持续增加，并对应准备金以及央票的相应增长，人民银行资产负债表相应扩张较快。2014年下半年以来，随着国际收支更趋平衡，外汇占款总体呈现下降态势，央行“缩表”的情况也开始增多。2015年人民银行资产负债表曾收缩约2万亿元，2016年3月末较1月末也收缩了约1.1万亿元。这两次“缩表”，都是在外汇占款下降的大背景下发生的，同时也与降低准备金率有关。,234.0
