,paragraph,length
0,中国人民银行货币政策分析小组2011年8月10日内容摘要2011年上半年，中国经济增长由政策刺激向自主增长有序转变，继续朝宏观调控的预期方向发展。消费需求保持稳定，固定资产投资增长较快，进出口总体平稳较快增长，农业生产形势良好，工业企业效益较好，居民收入稳定增长，但国内通胀预期依然较强，稳定物价的基础还不牢固。2011年上半年，实现国内生产总值（GDP）20.4万亿元，同比增长9.6，居民消费价格同比上涨5.4。2011年以来，中国人民银行按照国务院统一部署，围绕保持物价总水平基本稳定这一宏观调控的首要任务，实施稳健的货币政策，综合、交替使用数量和价格型工具以及宏观审慎政策工具，6次上调存款类金融机构人民币存款准备金率共计3个百分点，3次上调金融机构人民币存贷款基准利率，灵活开展公开市场操作，实施差别准备金动态调整机制，加强流动性管理，引导货币信贷增长平稳回调，保持合理的社会融资规模，引导金融机构着力优化信贷结构。在多项调控措施的综合作用下，货币信贷增长进一步向常态回归。,442.0
1,2011年6月末，广义货币供应量M2余额为78.1万亿元，同比增长15.9，增速比3月末低0.7个百分点。人民币贷款余额同比增长16.9，增速比3月末低1.0个百分点，比年初增加4.17万亿元，同比少增4497亿元。上半年社会融资规模增加7.76万亿元，直接融资占比显著上升。金融机构贷款利率继续上升，6月份非金融企业及其他部门贷款加权平均利率为7.29，比3月份上升0.38个百分点。6月末，人民币对美元汇率中间价为6.4716元，比上年末升值2.33。,228.0
2,下一阶段，中国人民银行将按照国务院统一部署，以科学发展为主题，以加快转变经济发展方式为主线，实施好稳健的货币政策，继续把稳定物价总水平作为宏观调控的首要任务，坚持调控的基本取向不变，加强对国内外经济形势的观察和分析，把握好政策的力度和节奏，提高政策的针对性、灵活性和前瞻性，巩固前期调控成果，科学评估判断政策的当期和预期效果，处理好保持经济平稳较快增长、调整经济结构和管理通胀预期之间的关系。,196.0
3,根据经济金融形势和外汇流动的变化情况，合理运用利率、汇率、公开市场操作、存款准备金率和宏观审慎管理等多种政策工具组合，保持合理的社会融资规模。着力优化信贷结构，引导金融机构提高金融服务水平，加大对结构调整特别是农业、小企业的信贷支持。进一步执行好差别化住房信贷政策，督促金融机构对符合条件的保障性住房建设项目及时发放贷款，促进房地产市场健康平稳发展。加强系统性风险防范。继续加强地方融资平台公司贷款、表外资产和房地产金融的风险管理，加强对跨境资本的有效监控。,229.0
4,进一步推进利率市场化改革和人民币汇率形成机制改革，继续深化金融企业改革。充分发挥金融市场在资源配置中的基础性作用，进一步扩大直接融资渠道，支持金融产品创新，推动金融市场服务实体经济发展。一、货币供应量增速总体回落2011年6月末，广义货币供应量M2余额为78.1万亿元，同比增长15.9，增速比3月末和上年末分别低0.7个和3.8个百分点。狭义货币供应量M1余额为27.5万亿元，同比增长13.1，增速比3月末和上年末分别低1.9个和8.1个百分点。流通中货币M0余额为4.4万亿元，同比增长14.4，增速比3月末和上年末分别低0.4个和2.3个百分点。,277.0
5,上半年现金净回笼110亿元，同比多回笼766亿元。总体看，在公开市场操作、存款准备金率、利率等多项货币政策以及宏观审慎工具的综合作用下，货币总量增长平稳回调，符合调控预期。截至5月末，M2增速和M1增速比上年末分别下降4.6个和8.5个百分点。6月份，货币供应量增速有所反弹，M2增速和M1增速分别比上月回升0.8个和0.4个百分点，货币总量调控仍存压力。6月末，基础货币余额为20.3万亿元，同比增长32.7，比年初增加2.1万亿元。,218.0
6,"6月末，货币乘数为3.84，比3月末和上年末分别低0.10和0.08。6月末，金融机构超额准备金率为0.8。其中，农村信用社为2.9。二、金融机构存款增长有所放缓6月末，全部金融机构（含外资金融机构，下同）本外币各项存款余额为80.3万亿元，同比增长17.5，增速比3月末和上年末分别低1.2个和2.3个百分点,比年初增加7.5万亿元，同比少增533亿元。人民币各项存款余额为78.6万亿元，同比增长17.6，增速比3月末和上年末分别低1.4个和2.6个百分点，比年初增加7.3万亿元，同比少增1846亿元。",254.0
7,外币存款余额为2564亿美元，同比增长17.9，比年初增加307亿美元，同比多增246亿美元。从人民币存款部门分布看，住户存款增长较快，非金融企业存款增速趋稳。6月末，金融机构住户存款余额为33.4万亿元，同比增长17.0，增速比3月末低0.9个百分点，比上年末则高0.5个百分点，比年初增加3.3万亿元，同比多增5547亿元。非金融企业人民币存款余额为29.4万亿元，同比增长14.8，增速比3月末和上年末分别低1.8个和6.7个百分点，比年初增加1.6万亿元，同比少增1.3万亿元。其中，非金融企业人民币存款增速比5月份和4月份分别回升0.5个和0.3个百分点，增速趋稳；加之企业产销较好，银行承兑汇票增长很快，企业支付能力总体良好，资金状况正常。,326.0
8,上半年企业签发的银行承兑汇票累计发生额为7.2万亿元，同比多增1.9万亿元。中国人民银行5000户企业监测数据显示，第二季度企业销货款回笼指数为70，比上年同期上升1.1个百分点；企业支付能力指数和流动比率分别比上年同期高0.7个和2.0个百分点，均处于2000年以来的较高水平。6月末，财政性存款余额为3.6万亿元，同比增长12.8，比年初增加9748亿元，同比多增103亿元。三、金融机构贷款增长向常态回归6月末，全部金融机构本外币贷款余额为54.7万亿元，同比增长16.8，增速比3月末和上年末分别低0.8个和2.9个百分点，比年初增加4.4万亿元，同比少增3888亿元。人民币贷款增速继续放缓。,301.0
9,6月末，人民币贷款余额为51.4万亿元，同比增长16.9，增速比3月末和上年末分别低1.0个和3.0个百分点，比年初增加4.17万亿元，同比少增4497亿元。其中，6月份贷款增加6339亿元，同比多增207亿元。当前信贷需求仍然旺盛，尤其是各地投资冲动较强，信贷投放压力依然较大。从部门分布看，住户贷款逐步走低，非金融企业贷款增速相对平稳。6月末，住户贷款同比增长24.8，比3月末和上年末分别低3.5个和12.8个百分点，比年初增加1.5万亿元，同比少增2883亿元。,235.0
