,paragraph,length
0,中国货币政策执行报告2020年第三季度中国人民银行货币政策分析小组2020年11月26日内容摘要2020年以来，新冠肺炎疫情给我国经济社会发展带来严重冲击。在党中央坚强领导下，全国上下齐心协力，统筹疫情防控和经济社会发展工作取得重大战略成果。我国经济增长好于预期，供需关系逐步改善，市场活力动力增强。前三季度经济增长由负转正，第三季度国内生产总值（GDP）同比增长4.9%，前三季度居民消费价格指数（CPI）同比上涨3.3%，就业形势总体稳定，进出口贸易稳中向好。中国人民银行坚持以习近平新时代中国特色社会主义思想为指导，坚决贯彻党中央、国务院的决策部署，响应及时有力，加大宏观政策应对力度。,296.0
1,稳健的货币政策更加灵活适度、精准导向。坚持以总量政策适度、融资成本明显下降、支持实体经济三大确定性应对高度不确定的形势，根据疫情防控和经济社会发展的阶段性特征，灵活把握货币政策调控的力度、节奏和重点，为保市场主体稳就业营造了适宜的货币金融环境，为疫情防控、经济恢复增长提供了有力支持。今年以来已推出涉及9万亿元货币资金的货币政策应对措施，前10个月金融部门向实体经济让利约1.25万亿元。,194.0
2,一是保持流动性合理充裕。合理把握中期借贷便利、公开市场操作等货币政策工具的力度和节奏，保持短、中、长期流动性供给和需求均衡，有效稳定市场预期，引导市场利率围绕政策利率平稳运行。,88.0
3,二是持续深化贷款市场报价利率改革。按期完成存量浮动利率贷款的定价基准集中转换工作，贷款利率隐性下限被完全打破。,55.0
4,三是完善结构性货币政策工具体系，突出分层次、有梯度的内在逻辑，增强直达性、精准性。,41.0
5,四是以我为主，兼顾对外均衡。人民币汇率以市场供求为基础双向浮动，弹性增强，市场预期平稳，跨境资本流动有序，市场供求平衡。,60.0
6,五是牢牢守住不发生系统性风险的底线，有效防控金融风险。总体来看，稳健的货币政策体现了前瞻性、主动性、精准性和有效性，成效显著，传导效率进一步提升，金融支持实体经济力度稳固。9月末，广义货币供应量（M2）同比增长10.9%，社会融资规模存量同比增长13.5%，增速均明显高于2019年。9月企业贷款加权平均利率为4.63%，较上年12月下降0.49个百分点。货币信贷结构持续优化，9月末普惠小微贷款同比增长29.6%，制造业中长期贷款同比增长30.5%。,226.0
7,人民币汇率双向浮动，在合理均衡水平上保持基本稳定。9月末，中国外汇交易中心（CFETS）人民币汇率指数报94.40，较上年末升值3.29%。我国已转向高质量发展阶段，继续发展具有多方面优势和条件。也要看到，国际环境日趋复杂，不稳定性不确定性明显增加，国内经济面临不少挑战，经济运行还存在一些结构性、体制性、周期性问题，发展不平衡不充分问题仍然突出。对此要深刻认识和辩证看待，增强机遇意识和风险意识，将改革和调控、短期和长期、内部均衡和外部均衡结合起来，集中精力办好自己的事，努力实现高质量发展。,247.0
8,下一阶段，中国人民银行将坚持以习近平新时代中国特色社会主义思想为指导，坚决贯彻落实党中央、国务院决策部署，统筹常态化疫情防控和经济社会发展工作，全力做好“六稳”“六保”和“十三五”规划收官工作，确保实现全面建成小康社会奋斗目标。,114.0
9,同时，将力量更加集中到深入贯彻落实党的十九届五中全会精神上来，认识新发展阶段，贯彻新发展理念，构建新发展格局，完善宏观经济治理，搞好跨周期政策设计，促进经济总量平衡、结构优化、内外均衡。建设现代中央银行制度，完善货币供应调控机制，健全市场化利率形成和传导机制，构建金融有效支持实体经济的体制机制。稳健的货币政策要更加灵活适度、精准导向，更好适应经济高质量发展需要，更加注重金融服务实体经济的质量和效益。完善货币供应调控机制，把好货币供应总闸门，根据宏观形势和市场需要，科学把握货币政策操作的力度、节奏和重点，保持流动性合理充裕，保持广义货币供应量和社会融资规模增速同反映潜在产出的名义国内生产总值增速基本匹配。健全市场化利率形成和传导机制，深化贷款市场报价利率改革，继续释放改革促进降低贷款利率的潜力，综合施策推动社会融资成本明显下降，发挥市场在人民币汇率形成中的决定性作用。,388.0
10,增强结构性货币政策工具的精准滴灌作用，提高政策直达性。重视预期管理，保持物价水平稳定。处理好内外部均衡和长短期关系，尽可能长时间实施正常货币政策，保持宏观杠杆率基本稳定。打好防范化解重大金融风险攻坚战，健全金融风险预防、预警、处置、问责制度体系，维护金融安全，牢牢守住不发生系统性金融风险的底线。以创新驱动、高质量供给引领和创造新需求，加快形成以国内大循环为主体、国内国际双循环相互促进的新发展格局。,200.0
11,一、银行体系流动性合理充裕2020年第三季度以来，中国人民银行根据经济金融形势变化，合理把握中期借贷便利（MLF）、公开市场操作等货币政策工具的力度和节奏，及时满足金融机构合理的流动性需求，始终将银行体系流动性总量保持在合理充裕水平，保持短、中、长期流动性供给和需求均衡，调节银行体系流动性的能力进一步增强。,154.0
