,paragraph,length
0,中国货币政策执行报告二○○九年第四季度中国人民银行货币政策分析小组2010年2月11日内容摘要2009年中国经济经受了国际金融危机的严峻考验。面对极其复杂的国内外形势，我国坚持积极的财政政策和适度宽松的货币政策，全面实施并不断完善应对国际金融危机的一揽子计划，2009年率先实现经济形势总体回升向好。2009年，实现国内生产总值（GDP）33.5万亿元，同比增长8.7，经济增速逐季加快。居民消费价格（CPI）下降0.7，年底出现上升。中国人民银行按照党中央、国务院统一部署，认真贯彻适度宽松的货币政策，保持银行体系流动性充裕，引导金融机构扩大信贷投放，优化信贷结构，加大金融支持经济发展的力度。,298.0
1,总体上，适度宽松的货币政策得到了有效传导，对扩张总需求、支持经济回升、遏制年初的通货紧缩预期发挥了关键性作用。同时，中国人民银行十分重视信贷平稳可持续增长和防范金融风险，前瞻、灵活地调整政策重点、力度和节奏。经过努力，三、四季度信贷增长比上半年有所放缓，节奏更趋平稳，有利于防范和化解可能影响经济长期稳定发展的风险。2009年年末，广义货币供应量M2余额为60.6万亿元，同比增长27.7，增速比上年高10.0个百分点。狭义货币供应量M1余额为22.0万亿元，同比增长32.4，增速比上年高23.3个百分点，货币流动性不断增强。,264.0
2,存款增长较快，活期化态势明显。贷款快速增长，中长期贷款增加较多。人民币贷款年末余额为40.0万亿元，同比增长31.7，增速比上年高13.0个百分点，比年初增加9.6万亿元，同比多增4.7万亿元。金融机构贷款利率先降后升，12月份，非金融性公司及其他部门贷款加权平均利率为5.25，比年初下降0.31个百分点。人民币汇率保持在合理均衡水平上的基本稳定。,175.0
3,2009年年末，人民币对美元汇率中间价为6.8282元。2010年我国经济面临的有利因素较多，国民经济有望继续保持平稳较快增长的基本态势，但也面临国内外复杂局面的挑战。一方面，尽管世界经济运行中的积极变化增多，但全球经济新的增长点尚不明朗，主要经济体继续加大刺激政策的空间有限，贸易摩擦加剧及刺激政策退出等不确定因素也会对国际经济和我国外部发展环境产生重要影响。另一方面，目前内需回升的基础还不平衡，民间投资和内生增长动力尚待强化，持续扩大居民消费、促进经济结构优化的任务还很艰巨。同时，要关注价格走势，加强金融风险防范。,261.0
4,必须把保持我国经济当前平稳较快发展和为长远发展营造良好条件有机结合起来，毫不动摇地加快经济发展方式转变。下一阶段，中国人民银行将按照中央经济工作会议和国务院统一部署，坚持市场机制和宏观调控有机结合，处理好保持经济平稳较快发展、调整经济结构和管理通胀预期的关系，巩固和增强经济回升向好势头。继续实施适度宽松的货币政策，把握好政策实施的力度、节奏和重点，保持政策的连续性和稳定性，根据新形势新情况着力提高政策的针对性和灵活性，提高金融支持经济发展的可持续性，维护金融体系健康稳定运行。加强流动性管理，综合运用多种货币政策工具，引导货币信贷总量合理增长，加大金融支持经济发展方式转变和经济结构调整的力度。同时，继续推进利率市场化改革，完善人民币汇率形成机制，加快金融市场产品创新，推动金融市场健康发展，继续深化金融企业改革。,359.0
5,一、货币供应量增长较快2009年年末，广义货币供应量M2余额为60.6万亿元，同比增长27.7，增速比上年高10.0个百分点。狭义货币供应量M1余额为22.0万亿元，同比增长32.4，增速比上年高23.3个百分点。流通中现金M0余额为3.8万亿元，同比增长11.8，增速比上年低0.9个百分点。全年现金净投放4027亿元，同比少投放71亿元。货币总量增长较快，货币流动性不断增强。,190.0
6,"前11个月，M2和M1增速总体呈上升势头，其中上半年加速态势更为明显。12月末，两者增速均有所回落，但仍保持较高水平，这与上年同期基数较高也有一定关系。年初，M1增速相对较低，1月末仅为6.7，比同期M2增速低12.1个百分点。此后M1增速明显加快，年中已恢复至危机前水平，9月份后，M1增速开始高于M2，第四季度持续维持30以上。二、金融机构存款增长较快，活期化态势明显2009年年末，全部金融机构（含外资金融机构，下同）本外币各项存款余额为61.2万亿元，同比增长27.7，增速比上年高8.4个百分点,比年初增加13.2万亿元，同比多增5.4万亿元。",277.0
7,其中，人民币各项存款余额为59.8万亿元，同比增长28.2，增速比上年高8.5个百分点，比年初增加13.1万亿元，同比多增5.4万亿元；外汇存款余额为2089亿美元，同比增长8.4，增速比上年低3.6个百分点，比年初增加162亿美元，同比少增157亿美元。,128.0
8,从人民币存款的部门分布和期限看，非金融性公司存款增长明显快于居民户存款，存款呈活期化态势。受经济逐步回升、资本市场活跃等因素影响，居民个人用于生产经营投资的资金增多，居民户存款增长明显放缓。年末金融机构居民户人民币存款余额为26.5万亿元，同比增长19.3，增速比上年低7.0个百分点，比年初增加4.3万亿元，同比少增3290亿元。非金融性公司存款全年加速增长态势较为明显，5月份后增速持续高于居民户存款。年末，非金融性公司人民币存款余额为29.8万亿元，同比增长37.2，增速比上年提高22.0个百分点，比年初增加8.1万亿元，同比多增5.2万亿元。,276.0
9,其中，企业存款增长较快，企业总体支付能力显著增强。年末，企业存款比年初增加6.6万亿元，同比多增4.2万亿元。活期存款多增较多，企业活期存款同比多增3.1万亿元，居民户活期存款同比多增1.1万亿元。年末，财政存款余额为2.2万亿元，同比增长24.2，比年初增加4368亿元，同比多增4098亿元。三、金融机构贷款快速增长，中长期贷款增加较多2009年年末，全部金融机构本外币贷款余额为42.6万亿元，同比增长33.0，增速比上年同期高15.1个百分点，比年初增加10.5万亿元，同比多增5.5万亿元。,250.0
