,paragraph,length
0,中国货币政策执行报告二○○七年第四季度中国人民银行货币政策分析小组2008年2月22日内容摘要2007年，我国国民经济平稳快速发展。工业生产增长加快，消费需求较旺，居民收入、企业利润与财政收入均有较大幅度增长。2007年，实现国内生产总值（GDP）24.7万亿元，增长11.4，居民消费价格指数（CPI）上涨4.8??。2007年，针对银行体系流动性偏多、货币信贷扩张压力较大、价格涨幅上升的形势，货币政策逐步从“稳健”转为“从紧”。中国人民银行按照党中央、国务院的统一部署，采取综合措施，维护总量平衡。,252.0
1,加强银行体系流动性管理，在灵活开展公开市场操作的同时，十次上调存款准备金率共5.5个百分点，六次上调金融机构人民币存贷款基准利率。引导信贷结构优化，稳步推进金融企业改革，增强人民币汇率弹性，加快外汇管理政策调整，促进经济、金融协调发展。在各项宏观调控措施综合作用下，货币信贷增长加快的势头有所减缓，金融运行平稳，但信贷扩张压力依然较大。2007年末，广义货币供应量M2同比增长16.7，增速比上年低0.2个百分点。人民币贷款余额同比增长16.1，增速比上年高1个百分点，比年初增加3.6万亿元。,247.0
2,2007年末，人民币对美元汇率中间价为7.3046元，比上年末升值6.90。2008年，在工业化、城市化、国际化以及产业和消费结构升级等因素的共同推动下，国民经济仍可望保持较快增长，但随着国际经济运行不确定性增大和国内宏观调控政策效应逐步显现，经济增长可能高位趋稳并适度放缓。从价格走势看，由于结构性供给约束、外部输入等因素对价格形成的冲击短期内难以改变，CPI涨幅在上半年仍会维持在较高水平。中国人民银行将按照党中央、国务院的统一部署，把防止经济增长由偏快转向过热、防止价格由结构性上涨演变为明显通货膨胀作为宏观调控的首要任务，实行从紧的货币政策，抑制总需求过度膨胀，同时根据国内外经济形势的最新变化，科学把握调控的节奏和力度，适时适度微调，努力为经济增长和结构调整创造平稳的货币金融环境。继续加强银行体系流动性管理，搭配使用公开市场操作和存款准备金率等对冲手段。,383.0
3,继续增大汇率弹性，进一步发挥汇率在调节国际收支、引导结构调整和抑制价格上涨中的作用，增强货币政策的自主性和有效性。合理运用利率杠杆，稳步推进利率市场化改革。加强对公众通胀预期的引导。同时，加强对金融机构的窗口指导和信贷政策指引，提示金融机构加强信贷政策管理和风险防范，优化信贷结构。大力培育和发展金融市场，深化金融企业改革，进一步改进外汇管理。,172.0
4,在各项宏观调控措施作用下，货币信贷增长加快的势头有所减缓，但扩张压力仍然较大。一、广义货币供应量增速较快，年末高位回落2007年末，广义货币供应量M2余额40.3万亿元，同比增长16.7，增速比上年低0.2个百分点。狭义货币供应量M1余额15.3万亿元，同比增长21，增速比上年高3.5个百分点。流通中现金MO余额3万亿元，同比增长12.1，增速比上年低0.6个百分点。全年累计现金净投放3303亿元，比上年多投放262亿元。,213.0
5,"2007年上半年，在银行体系流动性总体偏多的背景下，M2增速呈现较快上升势头，7月末达到年内最高点后持续高位运行，年末受新股发行出现空档、同业存款下降等多种因素影响明显回落。2007年企业活期存款增加较多，M1增速比上年明显加快，全年维持高位运行态势，年末M1增速比M2增速高4.3个百分点,反映出银行体系资金的流动性不断增强。二、金融机构存款平稳增长，活期化趋势明显2007年末，全部金融机构（含外资金融机构，下同）本外币各项存款余额40.1万亿元，同比增长15.2，增速比上年低0.7个百分点,比年初增加5.3万亿元，同比多增3356亿元。其中，人民币各项存款余额38.9万亿元，同比增长16.1，比年初增加5.4万亿元，同比多增4599亿元；外汇存款余额1599亿美元，同比下降0.9。从人民币存款的部门分布看，居民户存款增加明显放缓，非金融性公司存款增加较多。",384.0
6,居民户存款增加明显放缓主要是因为居民户金融资产选择趋于多元化，存款意愿下降；非金融性公司存款增加较多主要是因为企业利润上升及市场筹资较多，资金较为充裕。与资本市场活跃、通胀预期上升相适应，居民和企业存款继续呈现活期化态势。2007年末，金融机构居民户人民币存款余额17.6万亿元，同比增长6.8，增速比上年低7.8个百分点，比年初增加1.1万亿元，同比少增9598亿元，其中定期存款同比少增8974亿元；非金融性公司人民币存款余额18.9万亿元，同比增长22.4，增速比上年高5.1个百分点，比年初增加3.5万亿元，同比多增9637亿元，其中，企业活期存款同比多增6035亿元。2007年末，财政存款余额1.8万亿元，比年初增加6633亿元，同比多增3714亿元。三、金融机构贷款增长偏快，居民户贷款增加较多2007年末，全部金融机构本外币贷款余额27.8万亿元，同比增长16.4，增速比上年高1.9个百分点，比年初增加3.9万亿元。,417.0
7,其中，人民币贷款余额26.2万亿元，同比增长16.1，增速比上年高1个百分点，比年初增加3.6万亿元，按可比口径同比多增4482亿元。全年人民币贷款投放继续呈现前多后少、逐季减少的格局，一至四季度分别新增贷款1.4万亿元、1.1万亿元、8178亿元和2721亿元。外汇贷款余额2198亿美元，同比增长30.2，比年初增加511亿美元，同比多增327亿美元。从人民币贷款的部门投向上看，居民户贷款增速明显快于非金融性公司及其他部门贷款。2007年居民户贷款增加1.2万亿元，余额同比增长30.4，增速比上年高9.3个百分点，同比多增5466亿元。,272.0
8,"居民户贷款中，消费性贷款比年初增加8686亿元，其中80以上是住房消费贷款，经营性贷款比年初增加3111亿元。非金融性公司及其他部门贷款增加2.5万亿元，余额同比增长13.1，增速比上年低0.8个百分点，同比少增983亿元，其中，短期贷款增加1.3万亿元，票据融资减少4414亿元，中长期贷款增加1.7万亿元。分机构看，2007年各类金融机构贷款普遍多增。人民币中长期贷款主要投向基础设施行业。2007年，主要金融机构（包括国有商业银行、政策性银行、股份制商业银行和城市商业银行）人民币中长期贷款比年初增加2.4万亿元，同比增长22％，其中投向基础设施行业（交通运输、仓储和邮政业，电力、燃气及水的生产和供应业，水利、环境和公共设施管理业）7983.6亿元,投向房地产业3337.5亿元，投向制造业1794.9亿元，分别占新增中长期贷款的33.2、13.9和7.5。",383.0
9,四、扣除存款准备金率调整因素后，基础货币增长平稳2007年末，基础货币余额10.2万亿元，同比增长30.5。比年初增加2.37万亿元，同比多增1.03万亿元。基础货币同比增长较多，主要是由于全年10次上调存款准备金率共计5.5个百分点，因为按照现行统计口径，法定存款准备金计入基础货币，而中央银行票据不计入基础货币。如果2007年由法定存款准备金率上调所冻结的流动性改由发行央行票据进行对冲，基础货币增速将低于5。2007年末货币乘数（广义货币供应量/基础货币）为3.97，是2003年以来的最低点。,250.0
10,2007年末，金融机构超额存款准备金率为3.5，比上年末低1.3个百分点。其中，四大国有商业银行为2.0，股份制商业银行为3.7，农村信用社为8.9。五、金融机构贷款利率趋于上行2007年，金融机构人民币贷款利率持续走高。第四季度1年（含）以内、1—3年（含）、3—5年（含）和5年以上金融机构贷款加权平均利率分别为7.93、8.07、7.62和7.35，比上季度分别提高0.43、0.27、0.19和0.19个百分点，比第一季度分别提高1.07、1.03、0.83和0.7个百分点。商业银行1年期贷款加权平均利率为7.25，比第三季度上升0.1个百分点，比第一季度上升0.74个百分点。,294.0
