,paragraph,length
0,中国人民银行货币政策分析小组2012年2月15日内容摘要2011年，面对复杂多变的国内外经济环境，国家宏观政策注意把握好力度和节奏，取得了明显成效。经济增长和价格总水平涨幅逐步趋稳，国际收支继续改善，就业形势较好，国民经济朝着宏观调控的预期方向发展。2011年，实现国内生产总值（GDP）47.1万亿元，同比增长9.2%，居民消费价格指数（CPI）同比上涨5.4%。实施稳健货币政策，适时适度进行预调微调。2011年前三季度，面对通货膨胀压力不断加大的形势，中国人民银行按照国务院统一部署，围绕保持物价总水平基本稳定这一宏观调控的首要任务，综合运用多种货币政策工具，加强宏观审慎管理，先后6次上调存款准备金率共3个百分点，3次上调存贷款基准利率共0.75个百分点，灵活开展公开市场操作，实施差别准备金动态调整，引导货币信贷增长平稳回调，保持合理的社会融资规模。,380.0
1,进入10月份以后，针对欧洲主权债务危机继续蔓延、国内经济增速放缓、价格涨幅逐步回落等形势变化，着力提高政策的针对性、灵活性和有效性，适时适度进行预调微调，暂停发行三年期央票，下调存款准备金率0.5个百分点，调整优化差别准备金动态调整机制有关参数，引导金融机构加大对小型微型企业、“三农”和国家重点在建续建项目的信贷支持。,160.0
2,总体看，稳健货币政策实施成效逐步显现。货币信贷增速平稳回调，人民币汇率弹性增强。2011年年末，广义货币供应量M2余额为85.2万亿元，同比增长13.6%，增速比上年低6.1个百分点。人民币贷款余额同比增长15.8%，增速比上年低4.1个百分点，比年初增加7.47万亿元。2011年社会融资规模为12.83万亿元，其中债券融资明显增多。,168.0
3,金融机构贷款利率总体稳步上行，12月份非金融企业及其他部门贷款加权平均利率为8.01%，比年初上升1.82个百分点。2011年年末，人民币对美元汇率中间价为6.3009元，比上年末升值5.11%。当前，中国经济与社会发展仍处于重要战略机遇期，经济保持平稳较快发展具备不少有利条件。但也要看到，国际国内经济形势仍然极为复杂和严峻。欧洲主权债务危机短期内难以有效解决，世界经济的不稳定性、不确定性上升。,199.0
4,中国经济发展中不平衡、不协调、不可持续的矛盾和问题仍很突出，经济增长下行压力和物价上涨压力并存。中国人民银行将按照中央经济工作会议和全国金融工作会议部署，牢牢把握科学发展的主题和加快转变经济发展方式的主线，处理好保持经济平稳较快发展、调整经济结构和管理通胀预期的关系，继续实施稳健的货币政策，保持政策的连续性和稳定性，密切监测国内外经济金融形势发展变化，增强调控的针对性、灵活性和前瞻性，适时适度进行预调微调，保持物价总水平基本稳定，促进经济平稳较快发展。综合运用多种货币政策工具组合，健全宏观审慎政策框架，协同发挥好逆周期调节功能，在总量适度的基础上进一步优化信贷结构，调节好货币信贷供给，保持合理的社会融资规模，更好地服务实体经济发展。稳步推进利率市场化改革，进一步完善人民币汇率形成机制。推动金融市场规范发展，深化金融机构改革。,367.0
5,有效防范系统性金融风险，保持金融体系稳定。第一部分货币信贷概况2011年，国民经济保持平稳较快增长，货币信贷增长向常态水平回归，金融运行总体平稳。一、货币供应量增长总体回落2011年年末，广义货币供应量M2余额为85.2万亿元，同比增长13.6%，增速比上年末回落6.1个百分点。狭义货币供应量M1余额为29.0万亿元，同比增长7.9%，增速比上年末低13.3个百分点。流通中货币M0余额为5.1万亿元，同比增长13.8%，增速比上年末低2.9个百分点。,227.0
6,2011年现金净投放6161亿元，同比少投放214亿元。总体看，2011年前11个月M2和M1增长呈放缓态势，12月货币总量增速有所回升，其中，M1增速比上月提高0.1个百分点，主要受节前现金需求增加影响；M2增速比上月提高0.9个百分点，与部分表外理财产品于年末回归表内存款以满足考核要求、财政支出较多、信贷投放增加等因素有关。金融创新不断增多等因素加快了传统存款分流，M2统计较实际货币条件可能有所低估。2011年年末，基础货币余额为22.5万亿元，同比增长23.2%，比年初增加4.2万亿元。货币乘数为3.79，比上年末低0.13。,269.0
7,"金融机构超额准备金率为2.3%。其中，农村信用社为7.3%。二、金融机构存款增长放缓2011年年末，全部金融机构（含外资金融机构，下同）本外币各项存款余额为82.7万亿元，同比增长13.5%，增速比上年末低6.3个百分点,比年初增加9.9万亿元，同比少增2.1万亿元。人民币各项存款余额为80.9万亿元，同比增长13.5%，增速比上年末低6.7个百分点，比年初增加9.6万亿元，同比少增2.3万亿元。外币存款余额为2751亿美元，同比增长19.0%，比年初增加494亿美元，同比多增295亿美元。",248.0
8,从人民币存款的部门分布看，住户存款增速相对走稳，非金融企业存款增速总体放缓。2011年年末，金融机构住户存款余额为34.8万亿元，同比增长15.7%，增速比上年末低0.8个百分点，比年初增加4.7万亿元，同比多增4297亿元。非金融企业人民币存款余额为30.4万亿元，同比增长9.2%，增速比上年末低12.3个百分点，比年初增加2.6万亿元，同比少增2.7万亿元。2011年年末，财政性存款余额为2.6万亿元，同比增长2.6%，比年初减少300亿元。三、金融机构贷款增长向常态回归2011年年末，全部金融机构本外币贷款余额为58.2万亿元，同比增长15.7%，增速比上年末低4.0个百分点，比年初增加7.9万亿元，同比少增3779亿元。,318.0
9,人民币贷款增速总体回落。2011年年末，人民币贷款余额为54.8万亿元，同比增长15.8%，增速比上年末低4.1个百分点，比年初增加7.47万亿元，同比少增3901亿元。第四季度以来，贷款投放增多，当季贷款增加1.8万亿元，同比多增2077亿元，信贷扩张压力依然存在。从人民币贷款的部门分布看，住户贷款增速有所放缓，非金融企业贷款增速相对趋稳。2011年年末，住户贷款同比增长20.9%，比上年末低16.7个百分点，比年初增加2.4万亿元，同比少增4546亿元。,231.0
