,paragraph,length
0,"中国货币政策执行报告二○○六年第二季度中国人民银行货币政策分析小组2006年8月9日内容摘要2006年以来，我国国民经济平稳快速发展。投资、消费和净出口需求旺盛；夏粮喜获丰收，工业结构调整步伐加快，煤电运支撑条件改善；居民、企业和财政收入继续提高，人民生活进一步改善；各类价格基本稳定。上半年，国内生产总值（GDP）增长10.9，居民消费价格指数(CPI)同比上涨1.3。中国人民银行按照党中央、国务院加强和改善宏观调控的统一部署，全面落实科学发展观，继续执行稳健的货币政策，加强银行体系流动性管理和本外币政策协调，综合运用多种货币政策工具，抑制货币信贷过快增长,着力优化信贷结构。",291.0
1,一是灵活开展公开市场操作，加大对冲操作力度，合理安排操作工具组合与期限结构。,38.0
2,二是充分发挥利率杠杆的调控作用，上调金融机构贷款基准利率。,29.0
3,三是两次上调金融机构存款准备金率，通过加强流动性管理促使商业银行有序调整贷款行为，抑制货币信贷过快扩张。,52.0
4,四是稳步推进人民币汇率形成机制改革，正式推出人民币外汇掉期交易，建立人民币远期市场定价机制。,46.0
5,五是进一步加大“窗口指导”和信贷政策引导力度，及时向金融机构传达宏观调控意图，引导金融机构强化资本约束，优化信贷结构；调整商业银行住房信贷政策，有区别地提高住房贷款最低首付款比例。同时，大力促进金融市场发展，稳步推进金融企业改革，加快外汇管理体制改革。2006年上半年，货币供应量增长较快，信贷总量增加较多，但金融运行总体平稳。6月末，广义货币供应量M2余额32.3万亿元，同比增长18.4％；基础货币余额6.3万亿元，同比增长10.0。上半年，人民币贷款余额21.5万亿元，同比增长15.2。,247.0
6,货币市场利率逐渐回升。6月末，外汇储备余额为9411亿美元，比上年末增加1222亿美元。总体看，国民经济将保持平稳较快增长，但要高度关注固定资产投资增长过快、货币信贷投放过多、国际收支不平衡、能源消耗过多、环境压力加大以及潜在通胀压力上升可能对我国经济带来的风险。2006年下半年，中国人民银行将继续按照党中央、国务院的统一部署，协调运用多种货币政策工具，合理控制货币信贷增长，防止经济增长由偏快转为过热。同时，采取着眼于中长期的综合性措施，加快落实扩大内需等各项政策，加快经济结构性调整，促进国际收支趋于基本平衡。,258.0
7,"一、货币供应量增长较快2006年6月末，广义货币供应量M2余额32.3万亿元，同比增长18.4％，增速比上年同期高2.8个百分点,比上年末高0.9个百分点。狭义货币供应量M1余额11.2万亿元，同比增长13.9％，增速比上年同期高2.7个百分点，比上年末高2.2个百分点。流通中现金MO余额2.3万亿元，同比增长12.6％。上半年累计现金净回笼563亿元，同比少回笼57亿元。今年以来广义货币供应量高位运行、狭义货币供应量增速加快，使2005年出现的广义货币供应量与狭义货币供应量增速之间差距加大的趋势有所改观。",256.0
8,狭义货币供应量增速加快的主要原因是受工业生产、固定资产投资扩张的影响，企业对活期存款的需求有所上升。二、金融机构存款稳定增长6月末，全部金融机构（含外资金融机构，下同）本外币各项存款余额33.1万亿元，同比增长17.2％，比年初增加3.3万亿元，同比多增6041亿元。其中，人民币各项存款余额31.8万亿元，同比增长18.4，比年初增加3.2万亿元，同比多增6324亿元；外汇存款余额1610亿美元，同比下降2.6％，比年初增加88亿美元，同比少增17亿美元。2006年以来，存款期限结构出现了活期存款增加较多、余额占比上升的特点，在一定程度上改变了2005年出现的存款定期化趋势。6月末，人民币企业存款余额10.4万亿元，同比增长15％，比年初增加8052亿元，同比多增2564亿元；其中，企业活期存款同比多增2820亿元，定期存款同比少增256亿元。,377.0
9,人民币储蓄存款余额15.5万亿元，同比增长17.1，比年初增加1.4万亿元，同比多增1169亿元；其中，活期储蓄存款同比多增1502亿元，定期储蓄存款同比少增333亿元。6月末，财政存款余额1.24万亿元，同比增长23.1％，比年初增加4375亿元，同比多增558亿元。三、金融机构贷款增加较多6月末，全部金融机构本外币贷款余额22.8万亿元，同比增长14.3％，比年初增加2.2万亿元，同比多增6068.1亿元。其中，人民币贷款余额21.5万亿元，同比增长15.2，比年初增加2.2万亿元，同比多增7233亿元。外汇贷款余额1577亿美元，同比增长5％，比年初增加75亿美元，同比少增87亿美元。,299.0
10,2006年以来贷款增加较多的主要原因，一是经济增长较快，投资项目较多，对贷款的需求较为旺盛；二是国际收支不平衡矛盾持续积累、外汇大量流入导致流动性充裕，给银行扩张信贷提供了资金条件；三是商业银行在资本补充后更加注重提升资产收益和股东回报，通过扩张贷款增加盈利的动机增强。,135.0
11,从投向上看，上半年企业用于流动资金的人民币短期贷款和票据融资合计增加1.14万亿元，同比多增3403亿元。票据融资增加3421亿元，同比多增913.2亿元，其中二季度票据融资增加316.1亿元。中长期贷款增加1.02万亿元，同比多增3835亿元，其中，基建贷款同比多增1553.7亿元。上半年主要金融机构（包括国有商业银行、政策性银行、股份制商业银行和城市商业银行）人民币中长期贷款比年初增加9372.1亿元，占全部金融机构新增中长期贷款的93.1％。新增中长期贷款主要投向房地产业，交通运输、仓储和邮政业，水利、环境和公共设施管理业，制造业，电力、燃气及水的生产和供应业等行业，投向上述行业的中长期贷款比年初增加了6562亿元。,315.0
12,分机构看，2006年上半年，除政策性银行外，各类金融机构人民币贷款均同比多增。四大国有商业银行人民币贷款增加9185.3亿元，同比多增4082.5亿元；股份制商业银行、城市商业银行、农村金融机构（包括农村合作银行、农村商业银行、农村信用社）分别增加4918亿元、1641亿元和3504亿元，同比分别多增1724亿元、745亿元和587亿元；政策性银行人民币贷款增加1444亿元，同比少增274亿元。四、基础货币平稳增长6月末，基础货币余额6.3万亿元，同比增长10.0，比年初下降1247亿元，同比少下降246.3亿元。6月末，金融机构超额存款准备金率平均为3.1，比上年同期低0.62个百分点。其中，四大国有商业银行为2.5，股份制商业银行为4.2，农村信用社为5.7。,336.0
