,paragraph,length
0,中国货币政策执行报告二○一八年第四季度中国人民银行货币政策分析小组2019年2月21日内容摘要2018年以来，全球经济总体延续复苏态势，但外部环境发生明显变化，不确定因素增多。中国经济保持较强韧性，但在新旧动能转换阶段，长期积累的风险隐患暴露增多，小微企业、民营企业融资难问题较为突出，经济面临下行压力。面对稳中有变、变中有忧的内外部形势，按照党中央、国务院部署，中国人民银行坚持稳中求进工作总基调，实施稳健的货币政策，坚持金融服务实体经济的根本要求，主动作为、创新操作、精准发力，前瞻性地采取了一系列逆周期调节措施，激励引导金融机构加大对实体经济尤其是对小微企业和民营企业的支持力度，着力缓解资本、流动性和利率等方面的约束，疏通货币政策传导，并把握好内部均衡与外部均衡之间的平衡，为供给侧结构性改革和高质量发展营造适宜的货币金融环境。,368.0
1,一是通过定向降准、中期借贷便利（MLF）等操作，增加中长期流动性供应，保持流动性合理充裕，货币市场利率整体下行，并逐步传导至实体经济。,67.0
2,二是在保持总量适度的同时，运用和创新结构性货币政策工具，加大对小微、民营企业的支持。扩大MLF等工具担保品范围，三次增加再贷款和再贴现额度共4000亿元、下调支小再贷款利率0.5个百分点、扩大支小再贷款对象和支持企业范围，创设定向中期借贷便利（TMLF），根据金融机构对小微企业、民营企业支持情况，以优惠利率向其提供长期稳定资金。推动以永续债为突破口，多渠道补充商业银行资本，创设央行票据互换（CBS）工具，为银行发行永续债提供流动性支持。,220.0
3,三是适时调整和完善宏观审慎政策。充分发挥宏观审慎评估（MPA）的逆周期调节和结构引导作用，在宏观审慎评估中增设小微企业和民营企业融资、债转股情况等专项指标，鼓励金融机构加大对实体经济的支持力度。出台资管新规，并推动其平稳实施。,113.0
4,四是继续深入推进利率市场化改革和人民币汇率形成机制改革。进一步健全市场利率定价自律机制，推动同业存单和大额存单有序发展，引导金融机构自主合理定价，完善市场化的利率形成、调控和传导机制。在保持汇率弹性的同时，果断采取一系列有针对性、创新性的措施，适时调整外汇风险准备金率，重启人民币汇率中间价报价“逆周期因子”，有效稳定市场预期，保持了人民币汇率在合理均衡水平上的基本稳定。在香港发行中央银行票据，完善香港人民币收益率曲线。总体来看，货币政策调控较好把握了支持实体经济和兼顾内外部均衡之间的平衡，在不搞“大水漫灌”的同时更好地服务实体经济，促进了国民经济的平稳健康发展。,284.0
5,银行体系流动性合理充裕，贷款同比大幅多增，广义货币（M2）和社会融资规模存量增速与名义GDP增速基本匹配，宏观杠杆率保持稳定。2018年以来，M2增速保持在8%以上；人民币贷款全年新增16.2万亿元，同比多增2.6万亿元；年末社会融资规模存量同比增长9.8。截至2018年12月，企业贷款加权平均利率已连续四个月下降，累计下降0.25个百分点，其中，微型企业贷款利率已连续五个月下降，累计下降0.39个百分点。年末，CFETS人民币汇率指数为93.28，人民币汇率预期总体稳定。国民经济继续运行在合理区间，2018年GDP同比增长6.6，消费对经济增长的拉动作用增强，CPI同比上涨2.1。,295.0
6,当前中国经济保持平稳发展的有利因素较多，中国仍处于并将长期处于重要战略机遇期，三大攻坚战开局良好，供给侧结构性改革深入推进，改革开放力度加大，经济发展潜力较大，宏观政策的效果正在逐步显现。但世界经济形势更加错综复杂，我国发展长短期、内外部等因素变化带来的风险挑战明显增多，内生增长动力有待进一步增强。下一阶段，中国人民银行将按照党中央、国务院部署，以习近平新时代中国特色社会主义思想为指导，坚持稳中求进工作总基调，坚持新发展理念，坚持推动高质量发展，坚持以供给侧结构性改革为主线，紧紧围绕服务实体经济、防控金融风险、深化金融改革三项任务，创新和完善金融宏观调控。稳健的货币政策松紧适度，保持银行体系流动性合理充裕和市场利率水平合理稳定，促进货币信贷和社会融资规模合理增长。平衡好总量和结构之间的关系，创新货币政策工具，发挥“几家抬”的政策合力，从供需两端共同夯实疏通货币政策传导的微观基础。,395.0
7,协调好本外币政策，处理好内部均衡和外部均衡之间的平衡，保持人民币汇率弹性，保持人民币汇率在合理均衡水平上的基本稳定。切实防范化解重点领域金融风险，平衡好促发展与防风险之间的关系。提高金融结构的适应性，在服务经济结构转型升级的同时增强金融体系的韧性。在实施稳健货币政策、增强微观主体活力和发挥好资本市场功能三者之间，形成三角形支撑框架，促进国民经济整体良性循环。银行体系流动性合理充裕，货币市场利率整体下行，金融机构贷款增长较快，信贷结构继续改善，货币供应量、社会融资规模总体平稳增长，人民币汇率弹性增强。,252.0
8,一、流动性合理充裕，货币市场利率整体下行2018年，中国人民银行通过四次降准和开展中期借贷便利（MLF）操作等措施加大中长期流动性投放力度，同时灵活开展公开市场逆回购操作，保持银行体系流动性合理充裕。2018年末，金融机构超额准备金率为2.4%，较上年同期高0.3个百分点。货币市场利率总体平稳，利率中枢有所下行，12月银行间市场存款类机构以利率债为质押的7天期回购利率（DR007）中枢在2.6左右，较上年同期下行约30个基点数据来源：中国货币网。图1货币市场利率走势二、金融机构贷款增长较快，贷款利率稳中有降贷款保持较快增长，金融支持实体经济的力度稳固。2018年末，金融机构本外币贷款余额为141.8万亿元，同比增长12.9，比年初增加16.2万亿元，同比多增2.6万亿元。,340.0
9,人民币贷款余额为136.3万亿元，同比增长13.5，比年初增加16.2万亿元，同比多增2.6万亿元，多增量是上年的3倍，一定程度上弥补了表外融资的减少。2018年第四季度以来，中国人民银行进一步强化逆周期调节，着力缓解资本、流动性、利率等信贷供给的制约因素，引导商业银行加大对实体经济的信贷支持力度，取得了较好的政策效果。信贷结构继续优化，小微企业贷款增长较快。2018年以来，中国人民银行引导金融机构加大对普惠口径小微企业的贷款支持力度，效果逐步显现。2018年末单户授信1000万元以下的普惠小微贷款全年新增1.23万亿元，是上年2.3倍，年末余额增速为15.2，同比提高8.2个百分点。,296.0
