,paragraph,length
0,2003年二季度货币政策执行报告内容摘要2003年上半年，受伊拉克战争和“非典”疫情影响，世界经济增速放慢，低于预期。主要经济体增长缓慢，国际金融市场动荡加剧。我国坚持一手抓防治“非典”，一手抓经济建设，国民经济保持了良好发展势头。上半年GDP超过5万亿元，增长8.2%。居民消费价格继续低位增长。,149.0
1,"中国人民银行继续执行稳健的货币政策，积极采取防治“非典”的各项金融服务措施，运用多种货币政策工具，努力保持货币信贷的稳定增长。上半年，金融运行总体平稳。货币供应量增长较快，广义货币M2余额20.5万亿元，同比增长20.8%，M2增长率比GDP加CPI涨幅之和高12个百分点，是1998年以来的最高水平；金融机构贷款大幅度增加，金融机构本外币贷款余额15.9万亿元，比年初增加1.9万亿元；金融机构备付金率平均为3.88%，比上年末下降2.59个百分点；国家外汇储备余额3465亿美元，比上年末增加601亿美元，人民币汇率兑美元汇率为1美元兑8.2774元人民币,继续保持稳定。",288.0
2,综合分析，“非典”对全年经济增长的负面影响是有限的，预计下半年国民经济仍将保持良好的发展势头，但越是形势比预料的好，越是要保持清醒的头脑，必须高度重视研究和解决经济社会发展中存在的突出问题：一是深入分析和高度重视目前贷款快速增长的原因以及可能引发的风险；二是警惕因部分地区、部分行业盲目投资、低水平重复建设可能加剧经济结构的失衡；三是高度重视促进就业和提高农民收入问题；四是继续研究中小企业融资问题、支持中小企业健康发展；五是密切监测国际经济变化及其它重大突发事件对我国经济的影响，及时提出应对措施。,250.0
3,下半年货币政策取向：一是坚持执行稳健的货币政策，保持货币信贷稳定增长；二是继续改善金融服务，支持增加就业和增加农民收入；三是防止重复建设，防范金融风险；四是保持人民币存贷款利率的基本稳定，稳步推进利率市场化改革；五是保持人民币汇率基本稳定，进一步完善人民币汇率形成机制，促进国际收支平衡；六是大力加强社会信用制度建设，加快建立全国企业和个人征信体系。,175.0
4,第一部分货币信贷概况2003年上半年，我国坚持一手抓防治“非典”，一手抓经济建设，国民经济保持了良好发展势头。中国人民银行继续执行稳健的货币政策，积极采取防治“非典”的各项金融服务措施，金融运行总体平稳。一、货币供应量增长较快6月末，广义货币M2余额20.5万亿元，同比增长20.8%；狭义货币M1余额7.6万亿元，同比增长20.2%；流通中现金M0余额1.7万亿元，同比增长12.3%，上半年现金累计净回笼321亿元，同比少回笼270亿元。广义货币M2和狭义货币M1增速比去年同期高6.1和7.4个百分点，比经济（GDP）增长加消费物价(CPI)涨幅之和高12个百分点。货币供应量M2增长已处于1998年以来的最高水平。,311.0
5,二、金融机构贷款大幅度增加6月末，金融机构（含外资，下同）本外币贷款余额15.9万亿元，比年初增加1.9万亿元，同比多增加1万亿元，增长22.9%。其中，人民币贷款比年初增加1.8万亿元，同比多增加9510亿元，增长23.1%，增幅比上年同期提高10.9个百分点；外汇贷款比年初增加148亿美元，同比多增加101亿美元，增长19.5%。从贷款的银行结构看，1-6月份，国有独资商业银行本外币贷款合计增加1.1万亿元，同比多增6500亿元，占同期全部金融机构贷款多增额的62.8%；股份制商业银行本外币贷款增加4107亿元，同比多增1655亿元；政策性银行贷款增加741亿元，同比多增313亿元；农村信用社贷款增加2219亿元，同比多增630亿元。国有独资商业银行仍然是贷款多增的主体。从贷款的投向结构看，上半年新增人民币贷款集中在五个方面：一是票据贴现贷款增加3393亿元，同比多增2579亿元；二是基建和技改贷款增加2986亿元，同比多增1680亿元；三是消费贷款增加2459亿元，同比多增1070亿元。,453.0
6,其中：个人住房贷款增加1521亿元，同比多增478亿元；汽车贷款增加483亿元，同比多增203亿元；四是农业贷款增加1431亿元，同比多增285亿元；五是三资企业、私营和个体企业贷款、乡镇企业增加1017亿元，同比多增819亿元。,115.0
7,以上五方面合计增加贷款11286亿元，同比多增加6433亿元，分别占同期全部金融机构人民币贷款增加额和多增额的63%和68%。专栏1货币信贷增长加快分析去年下半年以来，我国货币信贷增速加快。1998年到2002年，金融机构每年新增人民币贷款分别为1.15万亿元、1.08万亿元、1.33万亿元、1.29万亿元、1.85万亿元，2003年上半年新增贷款1.8万亿元，已接近上年全年贷款水平。货币供应总量M2增长速度分别为15.3%、14.7%、12.3%、14.4%、16.8%，2003年上半年达20.8%；M2增长与同期GDP和消费物价增长之和的差率［（M2增长率-（GDP增长率+CPI）］分别为8.3、9.0、3.9、6.2、9.6个百分点，2003年上半年达到12个百分点；M2/GDP分别为：1.33、1.46、1.51、1.65、1.81，预计2003年将达到2.0。我国货币信贷增长加快的主要原因：一是我国经济增长势头良好，工业生产提速，企业利润大幅增加，对贷款的有效需求增强。,446.0
8,2002年规模以上工业增加值增长12.6%，增速比上年加快2.7个百分点；2003年1-6月增长16.2%。2002年工业企业盈亏相抵后实现利润总额5620.4亿元，增长20.6%，增幅比上年提高12.5个百分点；2003年1-6月利润总额3638亿元，同比增长高达56.7%。而同时企业直接融资比重不断下降，依靠银行贷款融资比重增大，相应拉动贷款快速上升。,179.0
9,二是固定资产投资，特别是房地产开发投资持续高增长。2003年上半年，固定资产投资1.9万亿元，同比增长31%；房地产开发投资3817亿元，同比增长34%。与此同时，在房地产、汽车等消费热点带动下，消费信贷快速增长。2002年全年消费贷款增加3694亿元，同比多增938亿元，增长34%；2003年上半年，消费贷款增加2459亿元，同比多增1070亿元，增长77%。,182.0
10,三是商业银行经营机制发生变化。国有独资商业银行加强内部机制改革，推动贷款营销，扩大基层行授权授信额度，下调系统内资金上存利率，有力推动了贷款投放；同时，各商业银行纷纷加强利润指标考核，由于规定按年底贷款余额的1%提呆账准备金（拨备），目前存贷款毛利差约2个百分点，上半年放贷款，有1个百分点的利润，如果下半年放款，不仅不赚钱，反而还赔钱，商业银行贷款力争“早投放、早见效”。此外，部分商业银行面临降低不良贷款率的压力，存在用新增贷款稀释不良贷款的动机。,226.0
11,四是尽管人民银行采取了“对冲”措施，但通过外汇占款投放的基础货币仍在增加，货币供应相应扩大。我国货币信贷的大幅度增长，是国民经济增势良好和几年来扩大内需政策共同作用的结果，有利于支持和促进经济持续稳定增长，总体上看是正常的。但由于我国目前社会信用制度还不完善、银行内控机制还不够健全，货币信贷供应的持续高增长容易助长重复建设和产品积压，并由此导致不良贷款，引发新的金融风险。因此，对货币信贷的高速增长可能带来的潜在风险要高度重视，应及时采取有效措施，保持货币信贷的稳定增长，防范和化解经济金融运行中的风险。三、各项存款增加较多6月末，金融机构本外币存款余额20.7万亿元，比年初增加2.3万亿元，同比多增加8584亿元，增长21.9%。,318.0
12,其中，人民币各项存款比年初增加2.34亿元，同比多增加8939亿元，增长23.3%。外汇存款比年初增加3.3亿美元，同比少增加42.8亿美元，增长4.4%。6月末，金融机构人民币企业存款余额6.7万亿元，比上年末增加6744亿元，同比多增加3728亿元；居民储蓄存款余额9.8万亿元，比上年末增加1万亿元，同比多增加2655亿元。四、金融机构备付金率下降6月末，人民银行基础货币余额为4.3万亿元，同比增长6.7%，增幅比上年末下降5.2个百分点。6月末，金融机构备付金率平均为3.88%，比上年末下降2.59个百分点。,260.0
13,其中，国有独资商业银行为3.65%，股份制商业银行为4.06%，农村信用社为4.08%。金融机构流动性总体正常。五、利率总水平保持稳定上半年，人民银行存贷款法定利率继续保持稳定，商业银行贷款利率在人民银行规定的浮动范围内合理分布，人民银行对14家全国性商业银行的调查显示，银行贷款余额中利率下浮和不上浮的占57%，利率上浮的占43%。上半年，大额协议存款利率继续保持下降趋势，61个月期协议存款利率一季度集中在3.1??3.3%的区间内，二季度集中在2.9??3.2%的区间内，分别比去年同期下降0.25和0.7个百分点。境内大额外币存款利率和外币贷款利率均呈下降趋势。,285.0
14,6月份，商业银行大额外币存款中1年期美元存款加权平均利率为0.8341%，比1月份下降0.2191个百分点；1年期美元贷款，固定利率加权平均水平为2.5959%，比1月份下降0.4956个百分点；浮动利率加权平均水平为1.9538%，比1月份下降0.2823个百分点。,134.0
15,"六、人民币汇率继续保持稳定上半年，我国国际收支状况良好。6月末，国家外汇储备余额3465亿美元，比上年末增加601亿美元。人民币汇率兑美元汇率为1美元兑8.2774元人民币,继续保持稳定。第二部分货币政策操作一、灵活进行公开市场操作，保持基础货币的稳定增长上半年，人民银行通过人民币公开市场业务回笼基础货币2778亿元，通过外汇公开市场业务投放基础货币3876亿元，投放、回笼相抵，净投放基础货币1098亿元。人民银行通过公开市场操作保持了基础货币的平稳增长和货币市场利率的相对稳定。",242.0
16,基础货币增长速度由1月末的15.04%下降到6月末的6.7%；货币市场具有代表性的7天期回购利率6月末维持在2.25%左右的水平。人民银行于2003年第二季度开始发行中央银行票据，调控基础货币，调节商业银行的流动性，引导货币市场利率。人民银行在4月22日至6月30日的10个发行日中，以价格招标方式贴现发行17期央行票据，发行总量为1950亿元，其中3个月期900亿元，6个月期750亿元，1年期300亿元。中央银行票据的发行是人民银行公开市场业务交易方式的创新和货币政策操作的现实选择，专栏2中央银行票据中央银行票据是指人民银行面向全国银行间债券市场成员发行的、期限一般在一年以内的短期债券。人民银行分别于1993年、1995年、1997年发行过中央银行债券(当时称为融资券)。,340.0
17,2002年9月，人民银行将当时公开市场操作未到期正回购转换为中央银行票据，共19只，总量为1937.5亿元。今年4月22日，人民银行开始直接发行央行票据，截止6月末，共在10个发行日发行17期、总计1950亿元央行票据。2003年6月末央行票据发行余额为2400亿元。发行央行票据作为中央银行调节基础货币的一种新形式，是当前人民银行货币政策操作的现实选择。近年来，公开市场业务已成为人民银行货币政策日常操作的重要工具，正回购和现券卖断都是公开市场业务回笼基础货币的交易方式，但它们均受央行持有债券资产的限制。,254.0
18,发行央行票据是在保持央行资产总额不变的情况下，通过对央行负债结构的调整以减少商业银行的可贷资金量，从而间接控制商业银行贷款规模。由于中央银行票据在发行规模、发行频率与操作等方面较为灵活，因此发行央行票据是当前中央银行实施稳健货币政策、灵活调控货币供应量的一种有效方式。发行央行票据对于货币市场发展以及利率市场化改革也具有重要意义。央行票据具有无风险、期限短、流动性高等特点，其发行改变了目前我国货币市场、债券市场缺乏短期工具的现状，有利于促进货币市场发展。连续发行央行票据将形成稳定的短期市场利率水平，为货币市场提供基准利率，从而为中央银行推进利率市场化改革创造条件。,284.0
19,人民银行发行央行票据的主要目的是收回由于购买外汇储备而增加的流动性，对冲操作的结果是人民银行外汇储备资产和央行票据负债同时增加。由于外汇储备是有收益的，央行票据采用市场化方式拍卖发行，有很强的流动性优势，一般来说，央行票据利率低于正回购利率。尤其在大量对冲的情况下，央行票据的低利率优势更加明显。因此从对冲操作的成本??收益角度分析，发行央行票据也是较好的选择。,181.0
20,二、做好“非典”时期的货币信贷和金融服务工作面对突如其来的“非典”疫情，人民银行全面贯彻落实党中央、国务院关于防治“非典”工作的方针政策，先后在4月28日和5月19日，发布了《中国人民银行关于加强非典型肺炎防治工作中金融服务的紧急通知》和《中国人民银行关于应对非典型肺炎影响全力做好当前货币信贷工作的意见》，主要内容：一是人民银行各分支机构和各金融机构及时了解各方面对金融服务的要求，保证金融机构业务正常开展和金融平稳运行；二是做好发行基金调拨工作，保障支付清算系统稳定运行和正常的市场交易秩序；三是保持货币信贷总量适度增长，充分发挥金融对经济发展的支持和促进作用，切实保障防治非典型肺炎所需的信贷资金供应；四是对受非典型肺炎疫情影响较大的行业和地区实施适当信贷倾斜，配合财政对民航、旅游、商贸等行业实施的阶段性贷款贴息政策，对部分经营暂时萎缩、资金临时周转困难的企业提供短期流动资金贷款；五是积极培育新的消费热点和经济增长点，有针对性地积极支持企业开发、生产和销售有市场发展前景的保健卫生产品；六是管好用好支农再贷款，做好夏收秋种支农资金供应准备工作。,477.0
21,以上措施对于“非典”时期保持各项金融业务的平稳运行发挥了积极作用。三、协调本外币利率政策，稳步推进利率市场化改革2003年上半年，在保持人民币存贷款利率稳定的同时，根据我国利率市场化改革的总体目标和步骤，人民银行认真细致地研究了进一步扩大人民币贷款利率浮动幅度的方案，稳步推进利率市场化改革。7月2日，在下调境内小额外币存款利率的同时，人民银行放开了境内英镑、瑞士法郎、加拿大元的小额存款利率管理，由各商业银行自行确定并公布。至此，由人民银行制定并公布小额存款利率的外币币种由7种减少为4种，即：美元、欧元、港币和日元。四、进一步完善房地产信贷政策，促进房地产市场健康发展目前，我国房地产市场60%以上的资金来源于信贷资金，房地产贷款余额占商业银行各项贷款余额的比重高达17.8%。,341.0
22,为防范房地产贷款快速增长中隐含的风险，在广泛征求各方面意见的基础上，人民银行于6月5日下发了《关于进一步加强房地产信贷业务管理的通知》，要求商业银行从土地、开发、施工、销售等各个环节加强贷款管理。在规范房地产信贷的同时，人民银行将配合有关部门为开发商开辟多种融资方式，特别是股权融资方式。五、支持农村金融体制改革，进一步改进农村金融服务根据国务院原则批准的《关于深化农村信用社改革试点方案》，人民银行研究拟定了对试点地区信用社给予适当资金支持的方案，在防范道德风险的前提下，帮助消化信用社历史包袱，促进农村信用社改革试点的顺利开展。同时，继续推广农户小额信贷，支持农村经济发展，努力增加农民收入。,298.0
23,六、密切监测国际主要货币汇率变化，努力保持人民币汇率稳定面对今年以来国际主要货币汇率变化较大的情况，人民银行加强了对国际金融市场的监测，及时分析国际外汇市场变动情况及其对人民币汇率的影响；针对外汇占款和基础货币增加较多的情况，通过发行中央银行票据和加大公开市场对冲操作的方法，回笼基础货币，保持了人民币汇率稳定；同时制定并实施了一系列方便企业和居民个人用汇、提高外汇使用效率、鼓励企业向境外投资的政策，加强市场在汇率形成中的基础性作用。,218.0
24,专栏3美元贬值及其影响今年以来，美元持续下跌。5月23日，欧元兑美元汇率达到1.18，突破了欧元问世时1.179的开盘价。日元兑美元的汇率水平也直线上升到115，创2年来新高。由于美元持续贬值，今年以来欧元和日元汇率已经分别上升15%和4.2%。美元持续贬值的原因。,133.0
25,一是美国经济复苏缓慢；二是美国经常项目赤字大幅增加。2002年，美国经常项目逆差达到5000亿美元，占GDP的5%；三是美国国内财政赤字与国外负债呈“双高”态势。2002年联邦政府的财政赤字为1578亿美元，据美国国会预算办公室预计，2003年美国财政赤字将高达2870亿美元。同时，美国对外净债务也迅速增加；四是美国经济出现了通货紧缩现象。受到经济增长回落以及石油价格下降等因素的影响，2003年3月，美国“核心”通货膨胀率由上月的2%以上下降到1.5%；五是美国经常项目的巨额赤字影响了欧洲投资者的信心，出现了欧洲投资者抛售美国股票和债券的风潮。,275.0
26,美元贬值提高了美国出口产品的价格竞争力，有利于其扩大出口。欧元兑美元的持续升值，一方面使欧洲公司出口成本增加，减少了其出口收益乃至投资能力；另一方面增强了欧元在国际金融界的地位，欧元升值还可以帮助欧元区国家抑制物价上涨，降低通货膨胀率，使欧洲中央银行得以放松银根来刺激经济复苏。总体来讲，美元贬值增加了全球经济的不确定性，在日本和欧元区等发达经济体同时陷入衰退之际，不利于世界经济整体复苏。第三部分一、银行间市场交易活跃金融市场分析2003年上半年，银行间市场人民币交易活跃，累计成交7.15万亿元，同比增加2.05万亿元，增长40.3%(第二季度累计成交39876亿元，比上季增加8253亿元)。其中，同业拆借成交1.09万亿元，同比增加6083亿元，增长1.3倍；债券现券成交1.01万亿元，同比增加7615亿元，增长3倍；债券回购成交5.04万亿元，同比增加6824亿元，增长15.6%。,397.0
27,"从资金融出、融入情况看,国有商业银行是唯一的资金净融出部门，资金净融入方为其他商业银行（包括股份制商业银行及城市商业银行）和其他金融机构（包括证券及基金、保险公司、农村信用社联社、政策性银行、财务公司、信托投资公司）。",109.0
