,paragraph,length
0,2003年四季度货币政策执行报告内容摘要2003年是不寻常的一年。在党中央、国务院的正确领导下，我国国民经济克服“非典”疫情等多种困难，呈现出增长加快、效益提高、活力增强的良好发展态势。国内生产总值达到11.7万亿元，增长9.1%，人均超过1000美元。但在经济快速增长中也存在一些影响经济、金融持续健康发展的矛盾和问题，部分行业盲目重复建设、能源交通出现了多年少有的瓶颈制约，通货膨胀压力加大。,198.0
1,2003年，中国人民银行继续执行稳健的货币政策，密切监测经济、金融运行状况，并积极与有关宏观经济管理部门沟通和协调，从一季度起，就加强了对宏观经济的“预调”和“微调”，及时采取了必要的调控措施：一是针对外汇占款和基础货币增加较多的情况，从4月份开始发行中央银行票据，加大公开市场“对冲”力度；二是针对商业银行贷款特别是房地产贷款投放过快的情况，于6月份及时对房地产信贷进行风险提示，进一步规范房地产信贷市场发展，同时加强对商业银行贷款的窗口指导；三是经国务院批准，将金融机构存款准备金率由6%上调为7%，冻结商业银行约1500亿元的超额准备金；四是稳步推进利率市场化，进一步完善货币政策传导机制，在12月份进一步扩大了金融机构贷款利率浮动幅度，同时，下调了超额存款准备金利率。,338.0
2,总体看，2003年货币信贷调控取得了积极成效，信贷增长偏快的趋势得到有效控制，为国民经济持续快速协调健康发展提供了稳定的金融环境。2003年末，广义货币M2余额22.1万亿元，同比增长19.6%。金融机构贷款前三季度增加较多，第四季度得到有效控制。2003年末，全部金融机构本外币贷款余额17万亿元，比年初增加3万亿元；本外币存款余额22万亿元，比上年末增加3.7万亿元。基础货币余额5.23万亿元，同比增长16.7%。,210.0
3,金融机构超额准备金率为5.38%。利率总水平和货币市场利率基本稳定。2003年末，国家外汇储备4032.5亿美元，比年初增加1168.4亿美元，是我国外汇储备增加最多的一年。年末人民币汇率为1美元兑换8.2767元人民币。2004年是建国55周年，也是我国改革和发展十分关键的一年。,141.0
4,目前，我国经济发展正处在一个重要关口，加强和改善宏观调控是今年我国经济工作中的一项重大任务。中国人民银行将根据十六大、十六届三中全会和中央经济工作会议精神，牢固树立和认真落实全面、协调、可持续的发展观，依据统筹城乡发展，统筹区域发展，统筹经济社会发展，统筹人与自然和谐发展，统筹国内发展和对外开放，实现经济增长与人口、资源、环境相协调的原则，继续执行稳健的货币政策，做好对经济金融运行特别是物价走势、社会资金流动和重点行业贷款的监测，综合运用多种货币政策工具，适度控制货币信贷规模，实现经济平稳较快增长，防止大起大落，高度重视防止通货膨胀。考虑到2003年货币信贷增长过快的滞后效应，2004年货币供应量增幅和新增贷款规模应低于2003年的实际水平。预计M2和M1分别增长17%左右，人民币贷款增加2.6万亿元。,356.0
5,"2004年货币政策取向：一是进一步增强货币政策的前瞻性和科学性，保持货币信贷总量平稳增长；二是稳步推进利率市场化进程,进一步发挥利率调控作用；三是保持人民币汇率在合理、均衡水平上的基本稳定；四是着力调整信贷结构，促进产业结构调整；五是加快发展金融市场，扩大直接融资；六是加快推进国有商业银行股份制改造，做好农村信用社改革资金支持工作。",167.0
6,第一部分货币信贷概况2003年，我国国民经济克服了多种困难，保持了良好的发展势头。中国人民银行认真执行稳健的货币政策，主要依靠经济手段对货币信贷过快增长进行了调控，努力促进国民经济持续快速协调健康发展。总体看，上半年货币信贷增长偏快的势头在四季度得到有效控制，人民币汇率保持稳定，金融运行总体平稳。一、货币供应量快速增长2003年末，广义货币M2余额22.1万亿元，同比增长19.6%，增幅比上年末提高2.8个百分点。5??11月份，广义货币增长都在20%以上，年末略有回落。,238.0
7,流通中现金余额为1.97万亿元，同比增长14.3%；全年累计投放现金2468亿元，同比多投放879亿元。二、金融机构贷款前三季度增加较多，第四季度得到有效控制2003年末，全部金融机构（含外资，下同）本外币贷款余额17万亿元，比年初增加3万亿元，同比多增1.1万亿元。其中，人民币贷款比年初增加2.8万亿元，同比多增0.9万亿元；外汇贷款比年初增加276亿美元，同比多增185亿美元。上半年人民币贷款月均增加2965亿元，第三季度月均增加2300亿元，第四季度月均增加979亿元。2003年新增人民币贷款主要集中在四个方面：一是基建贷款增加6373亿元，同比多增3199亿元；二是个人消费贷款增加5091亿元，同比多增1397亿元。,316.0
8,其中：个人住房贷款增加3528亿元，同比多增857亿元；三是票据融资增加3403亿元，同比多增1171亿元；四是农业贷款增加1531亿元，同比多增354亿元。以上四项贷款合计增加1.64万亿元，占全年人民币贷款增加额的60%。不良贷款实现双下降，国有独资商业银行效益提高。按照一逾两呆口径，2003年末，银行业金融机构不良贷款余额2.4万亿元，比年初下降1574亿元；不良贷款率为15.19%，比年初减少4.69个百分点。根据各国有独资商业银行发布的报告，中国工商银行、中国农业银行、中国银行分别实现经营利润621亿元、197亿元、570亿元，中国建设银行实现拨备前利润512亿元。,291.0
9,三、人民币存款增长较快，外汇存款有所下降2003年末，金融机构本外币存款余额22万亿元，比上年末增加3.7万亿元，同比多增8351亿元。其中，人民币存款增加3.7万亿元，同比多增9399亿元；人民币存款中，企业存款增加1.3万亿元，同比多增0.3万亿元，储蓄存款增加1.7万亿元，同比多增0.3万亿元。外汇存款减少19.2亿美元，2002年为增加107.2亿美元。四、基础货币增速较高，金融机构流动性基本正常2003年末，中国人民银行基础货币余额为5.23万亿元，同比增长16.7%，增幅比上年末提高4.9个百分点。基础货币增速加快主要是因为外汇占款继续大量增加，全年外汇占款增加1.15万亿元，同比多增加6850亿元。,310.0
10,2003年末，金融机构超额准备金率为5.38%。其中，国有独资商业银行超额准备金率为4.12%，股份制商业银行和农村信用社超额准备金比率分别为8.33%和8.11%。总体看，金融机构流动性正常。专栏1：基础货币与货币供应量的关系基础货币与货币供应量的关系可以描述为：货币供应量（M2）=基础货币（B）*货币乘数（K）。其中，基础货币是流通中现金和银行的准备金之和。,182.0
