,paragraph,length
0,"2002年二季度货币政策执行报告第一部分货币政策执行情况2002年上半年，中国人民银行继续执行稳健的货币政策，依法加强对金融机构监管，在切实防范和化解金融风险的同时，加大了对经济发展的支持力度。总体看，今年上半年货币供应量平稳增长，金融机构贷款逐步增加，信贷结构继续改善，贷款效益有所提高，国际收支状况良好，金融运行稳定，货币信贷增长与经济增长总体相适应，达到了预期调控目标。一、上半年货币信贷运行情况（一）货币信贷平稳增长6月末，广义货币M2余额17万亿元，同比增长14.7%；狭义货币余额6.31万亿元，同比增长12.8%。1-6月份，广义货币增幅各月总体呈上升之势,狭义货币增幅各月间有一定波动,主要受股民保证金变动影响。6月末，流通中现金1.51万亿元，同比增长8.3%。",340.0
1,1-6月份累计，现金净回笼591亿元，同比少回笼117亿元。1-6月份，金融机构本外币贷款合计增加8701亿元，同比多增1862亿元。其中，人民币贷款增加8322亿元，同比多增1340亿元；外汇贷款扭转了1998-2001年连续三年持续下降的状况，上半年增加46亿美元，同比多增63亿美元(去年同期净下降17亿美元)。分机构看，1-6月份，国有独资商业银行本外币贷款增加4266亿元，同比多增814亿元；股份制商业银行本外币贷款增加2436亿元，同比多增856亿元。1-6月份，在全部金融机构新增贷款中，国有独资商业银行占49%，股份制商业银行占28%，分别比上年末下降0.7和上升4.5个百分点。,299.0
2,6月末，人民银行基础货币（主要包括商业银行缴存准备金和流通中现金）余额为4.03万亿元，同比增长17.1%，比广义货币增长速度高2.38个百分点。金融机构超额储备率平均为6.78%，金融机构流动性较好，支付能力较强。（二）企业存款增长平稳，居民储蓄存款大幅增加1-6月份，金融机构人民币各项存款比年初增加14491亿元，同比多增2801亿元。其中：企业存款增加3008亿元，同比少增601亿元。1-6月份，居民储蓄存款增加8034亿元，同比多增2711亿元。,229.0
3,"6月末，金融机构居民储蓄存款余额达8.17万亿元，同比增长17.35%，增幅比近两年同期平均增幅高8.85百分点。（三）贷款结构继续改善,贷款效益有所提高今年1-6月，工业流动资金贷款增加1597亿元,同比多增705亿元;贴现贷款增加813亿元,同比多增104亿元;农业贷款增加1145亿元,同比多增394亿元;国债项目配套贷款增加1306亿元,同比多增193亿元;个人住房贷款增加1042亿元,同比少增96亿元。以上五项贷款新增额占上半年新增贷款的77.3%。总体看，贷款投向比较合理。1-6月份，银行和信用社累计发放各项人民币贷款54020亿元,累计收回45377亿元。",287.0
4,金融机构贷款周转天数为295天，同比加快36天。（四）不良贷款及其所占比例继续下降各商业银行在积极增加贷款的同时，努力降低不良贷款，经营效益好转。截至6月末，各类金融机构不良贷款额比上年末减少393亿元，不良贷款率下降2.26个百分点。随着贷款效益、贷款质量的提高，金融机构经济效益有所提高。6月末，金融机构人民币结益43.5亿元，同比多增64.4亿元。,177.0
5,（五）外汇收支总体状况良好，外汇储备稳定增长，人民币汇率保持稳定今年上半年，我国外汇收支形势延续了去年下半年以来的良好势头。到6月末，国家外汇储备达到2427.6亿美元，比上年末增加306亿美元，比上年同期多增153亿美元；人民币汇率为8.2771，与上年末基本持平。二、如何看待中小企业贷款难目前，从宏观上看，货币信贷总量增长较快；但从微观看，资金结构性矛盾是客观存在的，中小企业反映贷款难，商业银行反映难贷款。产生这种现象的原因是多方面的：一是从全国范围看，许多产品供大于求，对银行贷款实际需求不足。年初，人民银行济南分行与山东省济宁市经贸委共同组成调查组，由济宁经贸委挑选了100户存在贷款难问题的企业作为样本。,309.0
6,从调查情况看，笔数满足率为77%，金额满足率为61%。其中民营企业和规范改制企业贷款满足程度较高，地方国有、集体和未改制企业贷款满足程度偏低。主要原因是后一部分企业市场销售情况不好、负债率高、信誉低，其中相当多处于停产半停产状态。,115.0
7,二是企业自身素质偏低，社会信用环境不佳。中小企业特别是小企业，存续期短，不少地方逃废债也很严重，也制约了对中小企业的贷款。,61.0
8,三是对中小企业服务、支持体系不健全。中小企业贷款担保体系不完善。有些政府部门对资产评估收费过高。,48.0
9,四是商业银行经营机制还有待改善。近几年，各国有独资商业银行大力改革内部体制，提高管理水平，改善经营机制，取得了显著成效。在此过程中，对贷款投向和地区进行了调整，更多地集中于中心城市和大型企业，这种变化是符合当前市场经济的实际情况的。但在调整过程中，也存在着一些值得注意的倾向。有些银行对分支行授权过严，用审批大企业贷款的办法审批中小企业贷款；有些分支行主动培养和选择客户做得不够，使一些应该发放的贷款没有发放。,205.0
