,paragraph,length
0,同时，国际金融危机对中国的不利影响开始显现，长期制约中国经济发展的体制性、结构性矛盾依然存在，维护金融稳定的任务更加艰巨。《中国金融稳定报告2009》力求全面反映在国际金融危机这一背景下，中国金融改革开放、发展创新的最新进展，客观评估金融稳定状况，充分提示金融风险。《中国金融稳定报告2009》在基本承袭上年文体结构的基础上，继续尝试增加量化分析的内容，在章节安排上进一步作了完善：在综合评估2008年中国金融稳定总体状况后，第一章分析宏观经济运行环境对金融稳定的影响，第二章至第四章分别对银行业、证券业和资本市场、保险业的改革发展状况及其对金融稳定影响进行评估，第五章重点讨论金融基础设施建设的进展情况，第六章对当前国际金融危机影响、危机暴露出的问题以及国内外应对措施进行深入分析，探讨如何进一步完善国际金融体系，为国际金融稳定奠定良好基础。各章共穿插了14个专栏，对关系中国金融稳定的重要问题进行分析和探讨。本期报告安排了两个专题，一是《2003年以来中国金融机构改革》，二是《中国理财产品的发展状况》。,454.0
1,前者对2003年以来我国金融机构改革进展和成效进行回顾和总结，对进一步深化金融机构改革提出政策思考；后者对我国理财产品发展状况进行了梳理，探讨了理财产品发展过程中需要关注的问题，并就如何促进理财产品继续健康发展提出相应的政策建议。,115.0
2,"由于理论水平有限，实践经验不足，本期报告肯定还存在许多不当之处,恳请各有关部门、专家学者、社会各界提出宝贵意见和建议。我们将不断改进金融稳定分析和评估方法，提高金融风险监测和评估水平。中国人民银行金融稳定分析小组二OO九年五月三十一日综述2008年，中国克服特大自然灾害和国际金融危机的冲击，国民经济继续保持平稳较快发展。金融改革和创新继续稳步推进，金融基础设施继续得到加强，金融体系总体稳定安全。同时，中国积极参与国际金融合作，共同维护金融稳定。",224.0
3,"一、金融体系总体稳定、健康、安全2008年，中国采取积极措施，有效应对国际金融危机的冲击。在良好的国内经济环境下，金融业整体实力和抗风险能力继续提高。（一）国民经济保持平稳较快发展，金融体系运行的宏观环境良好2008年，中国战胜重重困难，经济继续保持了平稳较快发展。全年国内生产总值30.07万亿元，比上年增长9.0%；居民消费价格基本稳定，全年CPI上涨5.9%,涨幅比上年提高1.1个百分点；粮食连续五年丰收，年产量创历史最高水平。面对国内外经济形势的急剧变化，中国政府果断实施积极的财政政策和适度宽松的货币政策。",259.0
4,综合运用多种工具，及时释放有利于促进经济增长和稳定市场信心的信号，先后5次下调存贷款基准利率、4次下调存款准备金率，加大金融支持经济发展的力度。宏观调控的预见性、针对性和实效性进一步增强，促进了国民经济平稳较快发展。（二）妥善应对国际金融危机冲击，积极维护金融稳定国际金融危机在2008年急剧恶化，特别是9月份以后，大量金融机构相继陷入困境，或被迫宣布破产、重组，国际金融市场剧烈动荡。危机不断向欧洲和新兴市场传导和蔓延，对全球经济金融体系产生了重大影响。中国政府高度重视国际金融危机应对，切实防范系统性金融风险，并把扩大国内有效需求作为促进经济增长的立足点，及时调整宏观政策取向，迅速出台扩大国内需求的十项措施，陆续制定并实施一系列政策，形成了促进经济平稳较快增长的一揽子计划。,340.0
5,有关部门加大信息沟通与政策协调力度，加强对潜在金融风险的监测，密切跟踪国际国内市场动态，深入研究金融与实体经济间的相互影响，制定对策、完善应急预案，稳妥处置金融风险事件，切实维护金融稳定。在立足于把自己的事情办好的同时，中国积极参与区域和国际金融合作，为缓解金融危机对世界经济的冲击、维护区域和国际金融稳定发挥了积极作用。（三）金融改革成效显著，金融开放继续推进，金融创新不断加强农业银行改革，推动其商业化转型和股份制改革，表明中国继续深化金融改革、维护金融稳定的决心与信心。至此，中国大型国有银行股份制改革基本顺利完成，资产质量和财务指标全面改善，治理结构日益完善，为应对国际金融危机奠定了坚实基础。中国进出口银行、中国农业发展银行、中国邮政储蓄银行、农村信用社等其他银行业金融机构继续深化改革，服务经济的功能进一步增强。,362.0
6,金融资产管理公司向市场化转型，较好地发挥了其处置不良资产的职能。资本市场各项改革措施的效应逐渐显现，基础性制度建设取得新进展。保险服务领域不断拓宽，发展不平衡态势有所缓解。金融领域“引进来”和“走出去”取得新进展。2008年，全国新设立中外合资银行、保险公司、基金管理公司等金融机构23家，金融领域实际使用外资159.17亿美元，同比增长68.4%。,175.0
7,"此外，金融机构积极参与国际竞争，大力推进产品、业务和服务创新，以适应全社会多元化金融服务的需要。（四）外汇储备继续保持增长，应对外部冲击能力不断增强2008年年底，国家外汇储备余额1.95万亿美元，同比增长27.3%（增幅比上年下降16个百分点），对外支付能力继续增强。年底外债余额3746.61亿美元，同比增加10.43亿美元（比上年上升0.28%）。其中，中长期外债余额1638.76亿美元，短期外债余额2107.85亿美元。外债偿债率为1.78%,债务率为23.69%,负债率为8.65%,短期外债与外汇储备的比率为10.83%,均在国际标准安全线或警戒线以内，外债风险较小。",291.0
8,"外汇储备经营管理改革有序推进，实现了国家外汇储备安全性、盈利性、流动性的总体目标和要求。（五）财政收入、企业利润和居民收入继续保持增长，实际支付能力进一步提高全年全国财政收入6.13万亿元，比上年增长19.5%；财政支出6.24万亿元，比上年增长25.4%o财政收支状况良好，政府偿债能力较强。企业利润继续保持增长，但增速有所回落。全年全国规模以上工业企业实现利润超过2.4万亿元，同比增长约5%。全年城镇居民人均可支配收入和农村居民人均纯收入分别为15781元和4761元，比上年分别增长8.4%和8.0%,居民收入稳步提高，民生不断改善，居民实际支付能力继续提高。",284.0
9,（六）金融业总体实力稳步提高，服务经济社会发展的能力显著增强2008年，金融机构总体实力稳步提高，抗风险能力不断增强。截至年底，银行业金融机构资产总额62.4万亿元，同比增长18.6%；本外币存款余额47.84万亿元，同比增长19.30%；本外币贷款余额32.01万亿元，同比增长17.9%。资本充足率达到8%监管标准的商业银行增至204家，达标银行资产占商业银行总资产的99.9%。证券期货机构经营稳健，资本市场稳定健康发展的基础性制度建设稳步推进。保险业资产实力有所增强，日益成为优化金融结构、提高金融市场资源配置效率的重要力量。,267.0
10,"金融机构贯彻落实金融促进经济发展的各项政策措施，加大对经济发展的支持力度，同时加强内部管理，防范金融风险，促进经济金融协调发展。（七）金融市场继续保持健康发展，总体运行平稳2008年，金融市场总体运行平稳。银行间市场继续保持健康发展势头,债券品种更加丰富，市场交易活跃，市场流动性充裕，货币市场利率总体下行且阶段性变化显著，机构投资者类型更加多元化。在股市融资困难和商业银行加强风险管理的情况下，债务直接融资工具对经济发展的支持作用显著增强。全年公司债（包括企业债、上市公司债、短期融资券、中期票据）融资规模达8723亿元，比上年增长68%。",271.0
11,"期货市场成交量和成交金额均创历史新高,保持了平稳快速发展的良好态势。外汇市场供求的基础性作用得到进一步发挥，人民币汇率在合理均衡水平上保持基本稳定。（八）金融安全网建设继续推进，金融基础设施不断完善2008年，中国强化基础性制度建设，加强风险控制，促进市场主体健康发展，有效应对了国际金融危机。同时，证券投资者保护基金有效运转，保险保障基金体制进一步完善，存款保险制度的研究论证基本完成。金融法律制度逐步完善，金融信息化水平不断提高，现代化支付系统建设取得新进展，征信管理制度不断完善，反洗钱体系逐步健全。",253.0
12,网络、灾备、信息安全等基础设施经受住了自然灾害、突发事件和奥运会等重大活动的考验。二、深入贯彻落实科学发展观，切实防范金融风险，维护金融稳定2009年，中国金融发展和改革开放面临新形势，维护金融稳定面临新挑战。中国金融行业将深入贯彻落实科学发展观，深刻认识并把握经济金融规律，加强国内外经济金融风险监测分析，继续密切关注国际金融危机的发展动向，认真分析总结此次国际金融危机的教训，妥善应对国际金融危机带来的一系列冲击，推动经济增长方式转变，切实防范系统性金融风险，维护金融体系稳定、健康、安全运行。（一）贯彻落实金融促进经济发展各项措施，创造有利于金融稳定的宏观经济环境保持经济平稳较快发展是深入贯彻科学发展观的客观要求，也是金融系统有效应对国际环境不利变化的根本出路。当前，外部经济环境的不确定因素增多，国内经济增速持续下滑，长期制约中国经济健康发展的体制性、结构性矛盾依然存在。,391.0
13,同时，我们也认识到，中国经济社会发展的长期趋势和优势没有改变。社会主义市场经济体制已基本建立，改革开放30年的持续快速发展为应对各种风险和挑战奠定了坚实的物质基础。工业化、城镇化快速推进蕴藏着巨大的需求和增长潜力。此外，全球经济调整也为中国经济发展带来了新的机遇。充分利用中国经济发展中的有利条件和积极因素，将有效促进经济平稳较快发展。,168.0
