,paragraph,length
0,"中国金融稳定报告2013中国人民银行金融稳定分析小组内容摘要2012年,全球经济复苏艰难曲折,主要发达经济体的财政风险和金融风险加大,新兴经济体增长放缓,国际金融市场波动加剧,全球资本流动频繁。我国经济社会呈现良好的发展态势,宏观经济缓中趋稳,金融业改革持续推进,金融机构实力不断增强,金融市场快速发展,金融基础设施建设成效显著,金融体系整体稳健。2013年是我国全面深入贯彻落实党的十八大精神的开局之年,是为全面建成小康社会奠定坚实基础的重要一年,我国处于重要战略机遇期的基本格局没有改变,经济社会平稳较快发展仍具备有利条件,但面临的国内外环境十分复杂,平稳运行与隐忧风险并存。宏观经济运行缓中趋稳。2012年,按照稳中求进的工作总基调,我国继续实施积极的财政政策和稳健的货币政策,不断加大改革力度,积极促进经济结构调整和发展方式转变。",369.0
1,"内需对经济增长的拉动作用增强,财政收入持续增加,物价水平总体回落,就业保持基本稳定,货币信贷平稳增长。当前,我国经济发展中不平衡、不协调、不可持续问题依然突出,要着力提高宏观调控的前瞻性、针对性和灵活性,处理好稳增长、调结构、控物价、防风险的关系。稳步推进利率市场化和人民币汇率形成机制改革,进一步优化信贷结构,全面提高金融服务实体经济的质量和水平。银行业整体稳健运行,资产负债规模持续增长,组织体系更加健全,资本充足水平稳步提高,拨备较为充足,盈利保持增长。机构改革继续深化,经营管理水平进一步提高,金融服务“三农冶和小微企业的能力不断提升,金融监管有效性继续增强。",284.0
2,"但部分行业、领域和地区的信用风险有所显现,商业银行流动性管理面临挑战,理财产品、表外业务风险不容忽视,具有融资功能的非金融机构和民间借贷风险需要持续关注。下一阶段,要继续深化改革,稳步推进金融创新,改善机构业务结构和盈利模式,提高定价能力和风险管理水平。完善监管制度,加强重点领域的风险防控,防范风险交叉传递,切实守住不发生系统性、区域性金融风险的底线。证券期货业机构经营总体稳健,行业创新力度不断加大,多层次资本市场建设取得进展,新股发行制度改革继续深化,上市公司治理和退市制度改革稳妥推进,监管力度不断加强,监管合作成效显著。但上市公司盈利水平下滑,部分证券公司业务快速扩张蕴含风险。",294.0
3,"下一阶段,要继续开拓创新,推进市场制度建设,进一步加强监管,提高上市公司的治理水平,提升证券期货经营机构的规范发展能力,不断增强服务实体经济的能力。保险业总体运行平稳,资产规模较快增长,保费收入增长放缓,偿付能力充足状况得到改善,机构改革稳步推进,制度建设不断加强,监管水平进一步提高。但保险业资金运用收益水平下降,寿险业利润下滑,流动性风险上升,产品结构失衡。下一阶段,要深化保险业改革创新,推动行业转方式和调结构,提高保险资金运用能力,切实防范风险隐患,更好地发挥保险业在经济社会发展中的“助推器冶和“稳定器冶作用。金融市场总体运行平稳,规模稳步扩大。",278.0
4,"货币市场交易活跃,调节机构流动性的作用突出。债券市场健康发展,发行量继续增加,创新力度不断加大,参与主体日趋多元化,已成为直接融资的主渠道,发挥了优化资源配置、支持实体经济发展的作用。股票市场震荡企稳,市场估值处于历史低位。期货交易规模快速扩大,票据市场稳步增长,黄金市场交易量下降,外汇市场交易活跃程度有所降低,房地产市场总体朝调控预期方向发展。下一阶段,要坚持市场化取向,大力发展直接融资,鼓励金融创新,着力防范风险,努力构建品种齐全、运行高效、功能完备、规模相当、适应经济社会发展需要的金融市场体系。",253.0
5,"政府、企业、住户的财务分析表明,政府部门财政收支增速放缓,债务水平较低,医疗、养老等社会保障问题值得关注。企业国内销售略有回暖,出口订单依然疲软,主营业务收入增速明显下降,利润总额增速继续回落,偿债能力有所弱化。住户部门存款增长势头有所回升,整体负债水平较低,居民对金融资产保值增值与多元化配置需求增大,理财产品增长迅速。金融基础设施建设稳步推进。支付、清算和结算体系运行稳定,非现金支付工具蓬勃发展,农村支付环境持续改善,监督管理进一步加强。",222.0
6,"金融法律法规体系继续完善,与金融业改革发展开放的适应性进一步增强。会计准则和标准持续完善,多项会计制度顺利实施。征信法制建设取得突破性进展,社会信用体系建设协调推进。洗钱风险防范和控制体系不断健全,我国成为第一个达到金融行动特别工作组(FATF)建议基本要求的发展中国家。下一阶段,将进一步提升金融市场基础设施和零售支付服务市场的安全和效率,推进我国金融领域法律制度和会计制度改革与发展,全面实施《征信业管理条例》,强化风险为本的反洗钱监管。",221.0
7,"宏观审慎管理进一步推进。国际社会继续加强宏观审慎政策框架的研究制定,强化对系统重要性金融机构和影子银行体系的监管,加强金融机构有效处置机制建设。主要国家和地区持续推动金融监管体制改革,提高审慎监管标准。我国不断强化宏观审慎管理,进一步完善差别准备金动态调整政策,探索逆周期资本工具,研究降低系统重要性金融机构风险的措施,加强对系统性风险的监测预警,深入开展金融机构稳健性现场评估和金融稳定压力测试,完善危机管理和系统性风险处置机制,扎实推进存款保险制度建设,有效维护金融体系稳健运行。第一章宏观经济2012年,全球经济继续处在深度转型调整期,增长放缓。",276.0
8,"中国按照稳中求进的总基调,加快调整经济结构,转变经济发展方式,继续实施积极的财政政策和稳健的货币政策,经济缓中趋稳。展望2013年,世界经济形势依然复杂多变,低速增长态势仍将延续。中国经济继续保持持续健康发展仍具备有利条件,但经济运行环境更加复杂,宏观调控面临一定困难和挑战。一、2012年全球经济金融形势2012年,全球经济增长继续放缓,全年经济增长率为3.2%,比上年下降0.8个百分点;发达经济体与新兴经济体分别增长1.2%和5.1%,比上年分别下降0.4个和1.3个百分点。国际金融市场波动加大,主要国际货币间汇率宽幅震荡,债券市场避险情绪上升,股票市场总体震荡上行,大宗商品价格反复波动。",299.0
9,"(一)主要经济体经济形势美国经济温和复苏,财政整顿滞后。2012年,美国房地产市场持续改善,金融部门去杠杆化继续进行,能源行业和高科技行业增长强劲,贸易赤字收窄,GDP增长2.2%,同比上升0.4个百分点。CPI同比上涨1.7%,通胀压力减小。12月失业率为7.8%,较年初下降0.5个百分点,为2009年2月以来最低水平。但经济运行仍面临政府支出削减谈判和债务上限上调等政策不确定性的影响,失业率仍居高位。",204.0
