,paragraph,length
0,中国人民银行金融稳定分析小组综述2020年以来，国际形势严峻复杂，国内改革发展稳定任务艰巨繁重，特别是新冠肺炎疫情带来前所未有的冲击，全球遭受了第二次世界大战以来最严重的经济衰退。面对重大考验和挑战，中国坚持高质量发展方向不动摇，统筹疫情防控和经济社会发展，“十三五”规划圆满收官，脱贫攻坚战取得全面胜利，全面建成小康社会。2020年中国国内生产总值（GDP）同比增长2.3%，经济总量突破100万亿元，在全球主要经济体中唯一实现经济正增长。按照党中央、国务院决策部署，在国务院金融稳定发展委员会统筹指挥下，金融系统坚持服务实体经济，全力支持稳企业保就业，进一步深化金融改革开放，坚决打好防范化解重大金融风险攻坚战，取得重要阶段性成果。,318.0
1,一是宏观杠杆率持续过快上升势头得到有效遏制。2017—2019年宏观杠杆率总体稳定在250%左右，为应对疫情加大逆周期调节赢得了空间。2020年疫情冲击下GDP名义增速放缓、宏观对冲力度加大，宏观杠杆率阶段性上升，预计将逐步回到基本稳定的轨道。,122.0
2,二是各类高风险机构得到有序处置。依法果断接管包商银行，在最大限度保护存款人和客户合法权益的同时，坚决打破刚性兑付，严肃了市场纪律。锦州银行财务重组、增资扩股工作完成，经营转向正轨。顺利接管“明天系”旗下9家金融机构，维持基本金融服务不中断，有序推进清产核资和改革重组工作。华信集团风险处置主要工作基本完成，安邦集团风险处置进入尾声。,166.0
3,三是影子银行风险持续收敛。统一资管业务监管标准，合理设定调整资管新规过渡期，金融脱实向虚、资金空转等情况明显改观。,57.0
4,四是重点领域信用风险得到稳妥化解。加强债券发行交易监测，综合施策有效化解企业债务风险。积极制定不良贷款上升应对预案，支持银行尤其是中小银行多渠道补充资本。,77.0
5,五是金融秩序得到全面清理整顿。在营P2P网贷机构全部停业，非法集资、跨境赌博及地下钱庄等违法违规金融活动得到有力遏制，私募基金、金融资产类交易场所等风险化解取得积极进展，大型金融科技公司监管得到加强。,100.0
6,六是防范化解金融风险制度建设有力推进。建立逆周期资本缓冲机制，出台系统重要性银行评估办法，发布金融控股公司监管办法，统筹金融基础设施监管。完善存款保险制度建设和机构设置，发挥存款保险早期纠正和风险处置平台作用。制定重点房地产企业资金监测和融资管理规则，推出房地产贷款集中度管理制度。总体看，经过治理，金融风险整体收敛、总体可控，金融业平稳健康发展，为有效应对新冠肺炎疫情冲击、全面建成小康社会创造了良好的金融环境。,207.0
7,当前，百年变局和世纪疫情交织叠加，世界进入动荡变革期，国内外不稳定性不确定性显著上升。国际方面，2020年以来的新冠肺炎疫情全球大流行使大变局加速演进，世界经济低迷，全球产业链、供应链因非经济因素而面临冲击，国际贸易和投资大幅萎缩，发达经济体宽松货币政策溢出效应持续显现，经济全球化遭遇逆流，保护主义、单边主义上升，国际经济、科技、文化、安全、政治等格局都在发生深刻调整。国内方面，我国防控疫情输入压力依然较大，经济恢复不均衡、基础不牢固。同时，金融风险仍然点多面广，区域性金融风险隐患仍然存在，部分企业债务违约风险加大，个别中小银行风险较为突出，这些都对维护金融稳定提出了更高要求。展望未来，我国经济长期向好、市场空间广阔、发展韧性强大的基本特征没有改变，以国内大循环为主体、国内国际双循环相互促进的新发展格局正在形成。,361.0
8,2021年是“十四五”开局之年，也是中国共产党成立100周年，做好经济社会发展工作、迈好“十四五”时期我国发展第一步，至关重要。为此，要辩证认识和把握国内外大势，统筹中华民族伟大复兴战略全局和世界百年未有之大变局，深刻认识我国社会主要矛盾发展变化带来的新特征新要求，深刻认识错综复杂的国际环境带来的新矛盾新挑战，增强机遇意识和风险意识。在继续统筹推进常态化疫情防控和经济社会发展的同时，保持宏观金融政策的连续性、稳定性和可持续性，稳健的货币政策灵活精准、合理适度，增强微观主体活力，大力支持普惠小微、乡村振兴、制造业、科技创新和绿色转型发展，加强对实体经济的金融服务，促进经济平稳健康运行。处理好金融发展、金融稳定和金融安全的关系，健全金融风险预防、预警、处置、问责制度体系，推动中小金融机构改革化险，着力降低信用风险，维护股市、债市、汇市平稳运行，严密防范外部风险冲击。继续深化改革开放，进一步推动利率汇率市场化改革，稳步推进资本市场改革，推动债券市场高质量发展。,433.0
9,深化金融机构改革，促其回归本源、专注主业。在有效防范风险的前提下，继续扩大高水平金融开放。2021第一部分宏观经济运行情况第一部分宏观经济运行情况2020年，面对突如其来的新冠肺炎疫情、世界经济深度衰退等多重严重冲击，中国坚持高质量发展方向不动摇，统筹疫情防控和经济社会发展，在全球主要经济体中唯一实现经济正增长，较好地完成了全年发展主要目标。但同时，新冠肺炎疫情仍在全球蔓延，国际形势中不稳定不确定因素增多，世界经济形势复杂严峻，国内经济恢复基础尚不牢固，潜在风险挑战仍然存在。下一步，金融系统将继续坚持稳中求进工作总基调，立足新发展阶段，贯彻新发展理念，更好地统筹发展和安全，继续做好“六稳”“六保”工作，为构建新发展格局和经济高质量发展提供有力有效的支持。,331.0
10,一、国际经济金融形势2020年，新冠肺炎疫情对全球经济结构、贸易投资、宏观调控框架产生了深远影响。全球经济经历了第二次世界大战以来最严重的衰退，主要经济体上半年经济萎缩，下半年有限反弹，全球经济复苏仍面临较大不确定性。（一）主要经济体经济形势全球经济缓慢复苏。2020年，主要发达经济体国内生产总值（GDP）在第二季度大幅下降后，下半年有所回升，但增长动能减弱。从环比数据看，2020年第二季度，美国、欧元区、日本GDP环比折年率增速分别降至-31.4%、-38.8%和-29.3%，第三季度大幅反弹，第四季度回落至4.3%、-2.7%和11.7%。,275.0
11,从全年看，美国、欧元区、日本GDP同比分别下降3.5%、6.6%、4.8%。失业压力仍在高位。2020年，美国失业率在4月达到14.8%的高位后逐步下降，但降幅持续收窄，12月与11月持平为6.7%。2020年4—12月，欧元区失业率从7.2%升至8.1%，日本失业率从2.6%升至3.0%。通胀总体下行但有所分化。,158.0
12,2020年5月，美国居民消费价格指数（CPI）同比降至近年低点0.1%，12月回升至1.4%。欧元区和日本的物价指数全年保持低位，12月分别降至-0.3%和-1.2%。部分新兴市场经济体面临结构性通胀压力，受食品价格上涨影响，2020年12月，印度、巴西CPI同比分别为4.6%和4.5%。国际贸易和投资萎缩。世界贸易组织（WTO）数据显示，2020年全球货物贸易同比萎缩5.3%，预计2021年将反弹至8%。,205.0
13,联合国贸易和发展会议数据显示，2020年全球直接投资大幅下降42%，其中，发达经济体接受的外商直接投资下降69%，发展中经济体下降12%。（二）金融市场恢复快于实体经济美元指数走低，其他主要货币相应升值。2020年12月，美元指数跌至90，创2018年以来新低。2020年，欧元、英镑、日元对美元汇率分别升值8.5%、4.1%、5.3%。2020年下半年以来，新兴市场经济体货币对美元汇率也自低位反弹，但多数仍未恢复至疫情前的水平。,216.0
14,主要发达经济体国债收益率大幅震荡后下行。疫情暴发后全球金融市场产生恐慌，国债作为传统意义上的安全资产亦遭抛售，收益率飙升。随着主要发达经济体实施超宽松货币政策，国债收益率震荡下行。截至2020年末，美国、德国、英国的10年期国债收益率较2019年末分别下降了99、38、62个基点。值得注意的是，2020年8月后，受经济前景预期改善以及投资者资产配置调整的影响，美国长期国债收益率逐步上升。,195.0
15,全球股市暴跌后持续上涨，但波动放大。新冠肺炎疫情暴发导致全球股市大幅下跌。2020年3月下旬至12月末，美国主要股指快速反弹，恢复至疫情前水平之后再创新高。日本和多数亚洲新兴市场经济体主要股指也已恢复至疫情前水平，但英国和一些欧洲国家股市尚未完全恢复。股市快速上涨也伴随着波动性的增大，2020年9月和10月美国股市出现两次幅度在8%左右的回调，引发全球股市调整。,182.0
16,大宗商品价格下跌后有所回升。新冠肺炎疫情冲击下，2020年3—5月，大宗商品价格普遍大幅下跌，下半年企稳并有所回升。伦敦布伦特原油期货和纽约轻质原油期货价格在4月下旬跌至低点后逐步回升，年末分别收于48美元/桶和52美元/桶，较上年末分别下跌20.9%和21.7%。伦敦金现货价格收于1897美元/盎司，较上年末上涨9.8%。伦敦金属交易所（LME）铜、铝期货价格分别较上年末上涨25.7%和9.8%。,201.0
17,（三）风险与挑战2021年4月，国际货币基金组织（IMF）预测2021年和2022年全球经济增速分别为6.0%和4.4%。其中，发达经济体增速预计分别为5.1%和3.6%，新兴市场和发展中经济体增速预计分别为6.7%和5.0%。展望未来，全球经济可能面临以下风险。金融风险隐患有所增加。资产价格快速上涨，全球股市快速恢复，多国房价再创新高，对金融稳定构成潜在威胁。,182.0
18,企业部门债务负担加重，非银行金融机构杠杆水平不断上升，风险逐渐暴露。发达经济体超宽松政策的溢出效应明显，跨境资本流动波动加大，一旦主要发达经济体释放货币政策转向信号，可能导致风险资产的重新定价以及全球融资条件重新收紧，引发金融市场大幅调整，影响市场信心和金融稳定。新兴市场经济体面临严峻挑战。,146.0
19,一是新兴市场经济体2021年融资需求依旧较高，公共债务水平将不断上升。IMF预测2021年新兴市场经济体（中国除外）的公共债务水平将升至GDP的61%，融资需求约为GDP的13%。同时，由于疫情背景下投资者普遍存在风险厌恶情绪，许多新兴市场经济体更多地发行短期浮动利率债券，未来可能面临较大展期风险。,150.0
20,二是疫情暴发以来，新兴市场经济体的国内银行一直是政府债券的主要购买者，这可能加剧主权债务风险上升和银行资产质量下降之间的恶性循环，同时挤占私人部门贷款增长空间。,80.0
