,paragraph,length
0,中国金融稳定报告2016中国人民银行金融稳定分析小组综述2015年，全球经济总体缓慢复苏，主要经济体增长态势和货币政策进一步分化，国际金融市场和大宗商品价格波动加剧。我国宏观经济运行总体平稳，金融业改革全面深化，金融机构实力进一步提高，金融市场规范创新发展，金融基础设施建设扎实推进，金融体系总体稳健，服务实体经济的能力继续增强。金融业规范发展。银行业资产负债规模保持增长，服务“三农”和小微企业的水平继续提升，配置到经济社会重点领域和薄弱环节的信贷资源不断增加，开发性、政策性金融机构改革取得重要进展，银行业整体资本充足率稳中有升，信用风险总体可控。证券期货业经营稳健，市场主体平稳发展，产品创新有序开展，各项市场基础性制度建设进一步完善，资本市场双向开放继续推进。,334.0
1,保险业资产规模不断扩大，保费收入快速增加，资金运用收益大幅增长，经营效益稳步提升，服务社会民生能力增强。金融市场稳健运行。产品种类不断丰富，参与主体趋向多元化，基础设施进一步完善，对外开放取得积极进展。货币市场利率总体下行，交易量显著增加。债券市场发行规模增长显著，交易活跃度持续提高，参与主体进一步丰富，企业融资成本降低。,162.0
2,股票指数总体上涨，期间出现大幅波动，股票融资规模大幅增长。期货成交量快速增长，商品期货价格持续下跌，股指期货价格大幅波动。人民币利率衍生品市场交易活跃度继续上升，产品创新发展迅速。金融基础设施建设扎实推进。支付、清算和结算体系日益完善，人民币跨境支付系统上线运行。,132.0
3,金融法律法规不断健全，行政审批事项继续精简。会计标准体系建设进一步完善，企业会计准则持续优化，政府综合财务报告制度建设全面推进。征信业发展和社会信用体系建设有序推进，征信市场和信用评级市场监督管理进一步加强。反洗钱工作稳步推进，执法检查和国际合作持续开展。金融消费权益保护工作机制不断完善，相关监督评估工作顺利推进。,158.0
4,宏观审慎管理进一步加强。金融监管协调部际联席会议工作制度不断完善，金融领域重大问题相关研究进一步深入，宏观调控与金融监管的协调配合继续加强。金融机构宏观审慎评估体系建立，将差别准备金动态调整机制“升级”为宏观审慎评估。外汇流动性和跨境资金流动纳入宏观审慎管理范畴，进一步完善了宏观审慎政策框架。系统性风险监测评估和系统重要性金融机构监管不断加强。,173.0
5,当前，我国经济正处于结构调整和转型升级的关键时期，金融发展两难多难问题增多，金融体系不稳定因素增加，金融稳定面临诸多挑战。国际方面，全球经济仍处于深度调整和再平衡阶段，发达经济体复苏基础仍不稳固，新兴市场经济体总体表现疲弱。国际金融市场波动有所加大，地缘政治风险增多，未来国际经济金融形势存在较大不确定性。国内方面，经济增速换挡、结构调整阵痛、新旧动能转换相互交织，经济增长内生动力不足，结构性问题和矛盾仍然突出，部分地区和领域的潜在风险逐步显现。结构性产能过剩比较严重，企业杠杆率仍然高企，商业银行不良贷款持续反弹，非法集资风险有所抬头，一些跨行业、跨市场风险及风险传染的隐患值得关注。,294.0
6,2016年，面对更加复杂的经济金融形势，要全面贯彻党的十八大和十八届三中、四中、五中全会和中央经济工作会议精神，适应经济发展新常态，坚持稳中求进工作总基调，继续实施积极的财政政策和稳健的货币政策，着力加强供给侧结构性改革，去产能、去库存、去杠杆、降成本、补短板，提高供给体系质量和效率，促进经济金融更高质量、更有效率、更加公平、更可持续发展。,171.0
7,大力推动金融改革开放，持续释放改革红利，深化重点领域改革，加强金融监管，完善宏观审慎政策框架。完善金融风险监测、评估、预警和处置体系建设，全面排查风险隐患，强化对跨行业、跨市场风险及风险传染的分析研判。完善金融监管协调机制，防止监管空白和监管套利。持续做好存款保险制度实施各项工作，完善金融安全网。强化底线思维，及时采取有效措施，牢牢守住不发生系统性区域性金融风险的底线。,186.0
8,第一章国际经济金融环境2015年，全球经济形势更加复杂，主要经济体增长态势和货币政策进一步分化，国际金融市场和大宗商品价格波动加剧，地缘政治等非经济扰动因素更趋恶化。展望2016年，世界经济复苏过程中不稳定性、不确定性因素较多，各经济体需采取措施积极应对不利冲击，推进结构性改革，加强宏观政策协调，促进经济平稳增长。一、主要经济体经济形势2015年，全球经济缓慢复苏。发达经济体继续温和复苏，美国经济复苏势头相对平稳，欧元区经济复苏缓慢，日本经济波动较大且仍存通胀下行压力。新兴市场经济体增长仍快于发达经济体，但已连续五年放缓，部分经济体脆弱性上升。,275.0
9,美国经济复苏态势逐步稳固。2015年美国GDP同比增长2.5%。第一季度受年初不利天气等因素影响，实际GDP环比折年率为0.6%。从第二季度开始，在制造业和服务业均保持扩张势头、消费增速回升、房地产市场持续回暖等因素的共同驱动下，经济出现反弹，但第四季度制造业和服务业扩张势头有所减缓，后三季度GDP环比折年率分别为3.9%、2.0%和1.4%。全年劳动力市场持续改善，12月失业率5.0%，降至2008年以来最低值。,209.0
