,paragraph,length
0,国内生产总值（GDP）超过126万亿元，同比增长5.2%，就业形势总体稳定，国际收支保持基本平衡，人民币汇率在合理均衡水平上保持稳定，金融体系总体稳健运行。金融系统坚持和加强党中央对金融工作的集中统一领导，全面贯彻中央经济工作会议和中央金融工作会议精神，认真贯彻落实党中央、国务院决策部署，坚持稳中求进工作总基调，坚持把金融服务实体经济作为根本宗旨，坚持把防控风险作为金融工作的永恒主题，稳妥化解重点领域突出风险，健全金融稳定保障体系，切实维护金融稳定大局。,229.0
1,一是有力支持实体经济持续恢复向好。全年两次下调金融机构存款准备金率累计0.5个百分点，释放中长期资金超过1万亿元。两次下调政策利率，带动市场利率持续下行。发挥结构性货币政策工具作用，普惠小微贷款、制造业中长期贷款、高新技术企业贷款余额同比增速均高于各项贷款增速。,131.0
2,二是全力支持房地产市场平稳运行。在供给端，延长“金融16条”①等政策期限，满足不同所有制房地产企业合理融资需求。新增5000亿元抵押补充贷款额度，支持保障性住房建设、城中村改造、“平急两用”公共基础设施建设。在需求端，下调个人住房贷款首付比例和利率政策下限，配合有关部门优化住房套数认定标准，降低存量首套住房贷款利率。,159.0
3,三是统筹协调做好金融支持融资平台债务风险化解工作。推动建立化债工作机制，落实防范化解融资平台债务风险的政策措施。按照市场化、法治化①“金融16条”是中国人民银行和中国银保监会于2022年11月23日发布的《关于做好当前金融支持房地产市场平稳健康发展工作的通知》内容。原则，引导金融机构依法合规支持化解存量债务风险、严控增量债务。,164.0
4,四是推进化解中小金融机构风险。持续做好银行业不良资产认定和处置，全年处置不良资产约3万亿元。推动重点地区和重点机构加快改革化险，制定和完善风险化解方案，构建分级分段的银行风险监测预警和硬约束早期纠正工作框架。稳妥有序处置高风险金融机构。,118.0
5,五是有效应对外部冲击风险。完善跨境资金流动监测预警和响应机制，防范风险跨市场、跨境传递共振。上调跨境融资宏观审慎调节参数，下调外汇存款准备金率，平衡外汇供求，防范汇率超调风险，国际收支保持基本平衡。,99.0
6,六是推进金融稳定保障体系建设。加快推动金融稳定法立法进程。强化风险处置资源保障。发挥存款保险功能，促进投保机构审慎经营，有力支持重点地区和重点机构风险处置。总体来看，防控金融风险工作在精准拆弹、改革化险、抓前端治未病、建机制补短板等方面持续取得积极成效，金融体系运行总体稳健，金融风险整体收敛可控。,149.0
7,在看到发展成就的同时，也要清醒地认识到当前面临的困难和挑战。国际方面，外部环境的复杂性、严峻性、不确定性上升，全球经济复苏分化及地缘政治风险上升，主要发达经济体货币政策前景存在较大的不确定性。国内方面，有效需求不足、社会预期偏弱，经济持续回升向好的基础还不稳固。展望未来，我国经济基础稳、优势多、韧性强、潜能大，长期向好的支撑条件和基本趋势没有改变。金融系统将坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大和二十届二中、三中全会精神，认真落实中央经济工作会议和中央金融工作会议决策部署，坚持稳中求进工作总基调，完整准确全面贯彻新发展理念，更好统筹发展和安全，实施更加积极有为的宏观政策。,304.0
8,实施好适度宽松的货币政策，综合运用多种货币政策工具，保持流动性充裕，使社会融资规模、货币供应量增长同经济增长、价格总水平预期目标相匹配。增强外汇市场韧性，稳定市场预期，保持人民币汇率在合理水平上的基本稳定。更好支持高质量发展重点领域和薄弱环节，做好科技金融、绿色金融、普惠金融、养老金融、数字金融五篇大文章。健全金融稳定保障体系，强化风险源头防控和监测预警，实现风险早识别、早预警、早暴露、早处置。健全权责一致、激励约束相容的风险处置责任机制，建立科学合理的金融风险处置成本分担机制。,242.0
9,扩大存款保险基金及其他行业保障基金、金融稳定保障基金资金积累，发挥行业保障基金市场化、法治化处置平台作用，强化存款保险专业化风险处置职能。稳妥有效防范化解重点领域金融风险，继续做好金融支持融资平台债务风险化解工作，持续完善房地产金融宏观审慎管理，稳妥处置地方中小金融机构风险，牢牢守住不发生系统性金融风险的底线。面对复杂严峻的国际环境和艰巨繁重的国内改革发展稳定任务，我国有效统筹国内国际两个大局、统筹发展和安全，加大宏观调控力度，着力扩大内需、优化结构、提振信心、防范化解风险，国民经济恢复向好，高质量发展扎实推进，经济社会发展主要目标圆满实现。下一步，金融系统将坚持稳中求进工作总基调，完整准确全面贯彻新发展理念，全面深化改革开放，按照党中央关于经济工作的决策部署，落实好宏观政策，积极扩大国内需求，因地制宜发展新质生产力，加快培育外贸新动能。一、国际经济金融形势2023年，受全球经济复苏势头放缓、地缘政治冲突不断、部分发达经济体维持高利率等因素影响，国际金融市场波动较大，全球债务总额不断攀升，贸易投资增速放缓，外部环境的不稳定性、不确定性上升。,477.0
