,paragraph,length
0,"《中国金融稳定报告（2007）》力求全面反映这一时期金融改革开放、发展创新的最新进展，客观评估金融稳定状况。《中国金融稳定报告（2007）》的结构安排如下：在综合评估了2006年中国金融稳定情况之后，第一章分析宏观经济环境对金融稳定的影响，第二章至第四章分别对银行业、证券业和资本市场、保险业的改革发展状况及其对金融稳定的影响进行评估，第五章重点讨论金融创新的发展现状与推进工作，第六章分析金融安全网和金融基础设施建设的进展情况。各章共穿插了16个专栏,对一些有关金融稳定的重要问题进行深入分析和讨论。本期报告新增加了《资产价格与金融稳定》和《农业保险的国际经验及其启示》两个专题。此外，本期报告还首次引入“金融部门评估规划（FSAP）”分析框架，尝试对银行业、证券业和资本市场、保险业的稳健性进行定量分析。",354.0
1,如果没有特别说明，本报告中引用的数据和描述的情况均截止到2006年年底。由于理论水平有限，实践经验不足，本期报告还存在许多不当之处，恳请有关部门、专家学者、社会各界提出宝贵意见和建议，我们将不断改进金融稳定分析和评估方法，提高金融风险监测和评估水平。中国人民银行金融稳定分析小组二OO七年五月三十日综述2006年，中国经济平稳快速增长，经济效益稳步提高，改革开放继续深化，国民经济和社会发展取得重大成就，“十一五”规划实现良好开局。金融改革和创新迈出重大步伐，金融调控和服务功能更加完善，金融监管和法制建设不断加强，金融体系的稳定性进一步增强。一、金融体系的稳定性进一步增强中国金融稳定的宏观经济环境继续保持良好，微观基础更为坚实，金融业整体实力和抗风险能力持续提高。,334.0
2,"发达国家经济保持较快增长，增长率达到3.1%,比上年提高0.6个百分点。新兴市场国家和发展中国家经济继续保持强劲增长，增长率达到7.9%,比上年提高0.4个百分点。国际金融市场上美元总体走弱，主要货币短期利率上升，主要国家国债收益率曲线呈现扁平化或倒挂趋势，主要股票指数保持上升趋势。针对经济运行中存在的突出问题，政府及时釆取以经济和法律手段为主的综合措施，加强宏观调控，促进国民经济又好又快发展。汇率形成机制改革配套措施继续推出，有管理的浮动汇率制度进一步完善，2006年年底人民币对美元汇率中间价为7.8087元/美元，比年初升值3.35%。",273.0
3,"币值总体稳定，促进了金融稳定。年底外债余额3229.88亿美元,其中,短期外债余额1836.28亿美元，占比为56.85%。外债偿债率为2.09%,负债率为12.3%,债务率为30.42%,短期外债与外汇储备之比为17.22%。这些债务指标均在国际标准安全线以内，对外债务风险较小。（五）财政收入増长较快，企业效益继续提高，居民收入稳步増长，政府、企业和居民的债务偿付能力不断増强2006年全国财政收入3.93万亿元，比上年增长24.3%,财政收支状况良好，财政赤字占GDP的比重为0.4%,远低于国际通行标准，政府偿债能力强。",264.0
4,"全国规模以上工业企业资产负债率57.77%，比上年降低0.48个百分点；实现利润1.88万亿元，比上年增长31%；净资产收益率15.55%，比上年提高1.26个百分点。企业总体债务水平略有下降，盈利能力不断提高，债务偿付能力和应对经济波动风险的财务实力增强。全年城镇居民和农村居民可支配收入均有较大幅度提高，居民总体债务水平有所下降，抗风险能力增强。（六）金融机构改革和重组取得突破性进展，竞争力和盈利能力显著增强，金融稳定的微观基础不断夯实银行业金融机构继续推进改革和重组，总体实力和盈利能力明显提高。中国工商银行（以下简称工商银行）和中国银行实现境内外上市，中国农业银行（以下简称农业银行）股份制改革稳步推进，广东发展银行完成财务重组,中国光大银行（以下简称光大银行）重组改革步伐加快。",345.0
5,2006年年底，银行业金融机构资产总额为43.95万亿元，比上年增长17.3%；资本充足率达标银行达到100家，比年初增加47家，达标银行资产占商业银行总资产的比重为77.4%；商业银行不良贷款率为7.1%，比上年下降1.5个百分点；全年中资银行业金融机构实现税前利润3321.52亿元，比上年增长33.07%。,156.0
6,"证券公司综合治理初显成效，基础性制度建设不断加强。天同证券、西南证券和新疆证券完成重组，12家高风险证券公司平稳实现市场退出，客户交易结算资金第三方存管制度全面推行。2006年年底，全国共有104家证券公司，总资产6203亿元，比上年增长102.05%,全年实现净利润255亿元。保险公司改革稳步推进，保险业整体实力继续增强。国有保险公司体制改革进一步深化，中国再保险集团股份制改革启动，保险公司综合经营试点稳步实施。",209.0
7,"保险服务领域扩大，保险资金运用渠道进一步拓宽。2006年年底，保险公司总资产1.97万亿元，比上年增长29%；全年实现保费收入5641亿元,比上年增长14.4%；保险资金运用收益率为5.8%,比上年提高2.2个百分点。股票指数大幅上涨，股票市场交易活跃。货币市场、债券市场、外汇市场、期货市场、黄金市场继续保持平稳运行的良好态势。金融监管部门继续改进和加强监管制度、监管方式和监管手段，金融机构风险处置进展顺利，存款保险制度设计工作全面启动。",221.0
8,支付系统平稳运行，征信系统建设取得重大进展。新会计、审计准则颁布，提高了财务信息质量和透明度。《企业破产法》的颁布，奠定了金融机构风险处置和市场退出的法律基础；《反洗钱法》的颁布，完善了反洗钱法律体系和监督管理体制；《刑法修正案（六）》的颁布，进一步增强了打击金融犯罪的力度。同时，修订后的《公司法》和《证券法》2006年年初开始实施，加强金融监管、防范和化解金融风险的法律制度更加完善。在推进金融开放过程中，确保国家对重点金融机构绝对控股权和绝对控制力，维护了金融安全。,236.0
9,二、全面落实科学发展观，促进金融业持续健康安全发展当前，经济金融全球化深入发展，国际国内金融市场联系更加密切，外部金融动荡对中国金融业冲击的可能性加大；中国工业化、城镇化、市场化、国际化进程加快，经济结构调整和经济社会发展对金融的需求日益增加，市场竞争更为激烈。,131.0
10,中国金融改革发展正面临新的形势，金融稳定面临新的挑战。必须全面落实科学发展观，切实做好新形势下的金融稳定工作，促进金融业持续健康安全发展。当前，应重点关注美国房地产市场的变化、全球金融市场的波动、金融资源配置的全球化以及全球经济失衡无序调整的风险。需要探索更为有效的路径，提高金融风险监测、防范和化解能力，增强经济金融体系抵御冲击的弹性，防范全球金融风险对中国金融稳定的影响。需要继续执行稳健的财政政策和货币政策，密切关注CPI和其他物价指数，切实提高对经济金融运行趋势判断的预见性，根据经济运行的新情况适时调整政策措施，维护价格稳定。,268.0
11,间接融资依然占绝对比重且有上升趋势，直接融资比例过低，尤其是企业（公司）债券市场发展相对滞后。需要进一步转变理念，建立市场化管理体制，加强信息披露、信用评级等基础性制度建设，丰富金融产品种类，大力发展多层次资本市场特别是债券市场，提高直接融资比例，增强融资体系的弹性和抵御系统性风险的能力。要充分认识改革的紧迫性、长期性和艰巨性，进一步深化改革，继续完善公司治理，加快建设资本充足、内控严密、运营安全、服务优质、效益良好的现代化金融企业，进一步夯实金融稳定的微观基础。当前，银行、证券和保险公司业务品种单一，金融产品同质化现象比较普遍，缺乏有特色、高质量的金融服务，金融创新能力和竞争力不强，可持续盈利能力较低。要正确处理金融创新和金融监管的关系，改善市场基础设施，加大投资者教育，为金融创新营造良好的外部环境；充分发挥金融机构在金融创新中的主体作用，提高产品设计和风险定价能力，以市场为导向，以需求为基础，改善服务，转变金融企业的经营机制和盈利增长模式，增强市场竞争力。,436.0
12,要加快构建分工合理、投资多元、功能完善、服务高效、商业可持续的农村金融组织体系，充分发挥农业银行、农业发展银行在农村金融中的骨干和支柱作用，确保农村信用社的决策和运营贴近“三农”，增强中国邮政储蓄银行为“三农”服务的功能；适当调整和放宽农村地区银行业金融机构准入政策，探索发展适合农村特点的新型金融组织，鼓励各类资本进入农村金融机构。,167.0
13,同时，要健全农村金融基础服务体系，大力推进农村金融产品和服务创新；积极发展农业保险，完善多种形式的农业保险体系。要继续扩大对外开放，注重引进国外先进管理经验、技术和人才，加快创新步伐，提高中国金融体系运行效率和竞争力；要高度重视金融风险防范，抓紧制定金融业对外开放总体规划，完善外资金融机构市场准入和监管的法律法规，把握好金融业进一步开放的时机、节奏和力度，切实维护金融稳定和金融安全。（八）金融运行和金融风险日益复杂，需要加强金融监管，加快建立存款保险制度，建立健全金融安全网当前，金融业务综合化、金融活动国际化、金融交易电子化和金融产品多样化的发展趋势日益明显，跨行业、跨市场、跨国界金融风险日益复杂。要切实加强和改进金融监管，建立健全协调机制；增强金融企业和存款人的风险意识，加快建立存款保险制度，设立功能完善、权责统一、运作有效的存款保险机构，完善金融安全网；建立健全各层次金融应急机制和应急预案，提高金融风险应对能力。第一章宏观经济环境2006年，全球经济增长较快，国际金融市场运行平稳；中国经济继续保持平稳快速增长，经济效益稳步提高，价格水平总体稳定。,482.0
14,"金融稳定的国际国内经济环境良好。一、经济金融环境2006年，全球经济金融运行呈现以下特点：一是经济增长较快。全球经济增长5.4%,美国、欧元区和日本等主要经济体保持较快增长，增长率分别为3.3%、2.6%和2.2%,新兴市场国家和发展中国家增速达到7.9%,全球经济增长过分依赖美国经济的局面有所改善。",151.0
15,二是生产能力和产出的提高缓解了通货膨胀压力。近几年的低利率和流动性过多等因素增加了通货膨胀压力，但新兴市场国家逐渐融入全球经济金融体系带来的生产能力和产出的提高，在一定程度上缓解了通货膨胀压力。,97.0
16,三是金融市场分散和化解风险的能力增强。经济金融全球化和金融创新便于经济主体通过金融市场融资，大型机构投资者的不断涌现和信用风险转移工具的快速发展有利于风险分散。,80.0
17,四是全球资金充裕，长期利率较低。石油美元、亚洲国家高储蓄率、日本低利率和日元利差交易等因素使全球资金供给充裕，长期利率和资金成本相对较低，为经济增长提供了充足的资金保障。中国宏观经济运行表现出如下特点：一是经济平稳快速增长。全年实现国内生产总值（GDP）20.94万亿元，比上年增长10.7%。城镇居民人均可支配收入11759元，农民人均纯收入3587元，剔除价格因素，分别比上年实际增长10.4%和7.4%；进岀口总额1.76万亿美元，比上年增长23.8%；贸易顺差1775亿美元，比上年增加755亿美元。,254.0
18,"二是经济效益稳步提高。全国财政收入3.93万亿元，比上年增加7694亿元；规模以上工业企业工业增加值增长16.6%,利润增长31%。",66.0
19,"三是价格水平总体稳定。居民消费价格指数同比上涨1.5%,工业品出厂价格上涨3.0%,原材料、燃料、动力购进价格上涨6.0%,GDP平减指数为3.2%。此外，重点领域和关键环节改革取得新进展,社会事业加快发展。宏观经济的稳定发展和整体经济效益的提高，为我国金融稳定奠定了坚实基础。专栏1：中国经济发展对全球经济增长和金融稳定的贡献改革开放30年来，中国经济持续快速发展。2002年以来，中国年均经济增长速度为10%左右。据世界银行估计，中国经济增长（用购买力平价来衡量）对全球经济增长的平均贡献率是25%,对世界贸易增长的贡献率是21%。中国经济的发展使中国国力日益增强，竞争力不断提升，人民生活水平稳步提高。同时，作为最大的发展中国家，中国经济持续快速发展还有助于全球经济发展和金融稳定，主要体现在：一是中国生产力的提高为各国进口商和零售商带来较多利润，给消费者带来普遍实惠，也缓解了全球通货膨胀压力，有助于全球金融稳定。",411.0
20,二是中国储蓄率高于投资率，为资金需求国低成本融入资金创造了条件。贸易顺差和外汇储备持续增加，部分投资于国外债券的外汇储备为有关国家的经济发展提供了低成本资金。,79.0
21,"三是中国进口和对外直接投资的迅速増长促进了其他国家和地区的经济发展。据世界银行统计，过去10年中，中国进口额上升了477%,而且79%的进口品来自发展中国家，中国逐渐成为其他发展中国家的出口目的地。同时，中国对外直接投资增加，促进了当地经济发展和就业。二、经济金融环境对金融稳定的影响与应对措施国际国内经济运行总体平稳，为中国金融稳定创造了良好的环境。但全球经济金融风险仍然存在，国内经济中也存在可能影响金融稳定的因素，需予以关注。",216.0
22,（一）全球经济金融风险不容忽视全球经济失衡无序调整的风险。2006年，美国贸易赤字依然庞大，债务增长迅速，一些石油出口国和亚洲国家相对于美国继续保持贸易盈余，全球经济失衡导致无序调整的风险依然存在。主要货币汇率波动、利率高企、国际资本流动变化以及投资者信心变化等，可能引发全球金融市场出现波动，进而波及中国金融市场。石油等资源品价格过度波动。资金流动、投机性需求、供给冲击等因素引致石油等资源品价格过度波动，不利于各国控制通货膨胀和维护金融稳定。,223.0
23,"从长远看，国际石油价格上涨会传递到生产和消费环节，从而对国内通货膨胀产生一定压力。石油等资源品的市场供需波动，会导致相关行业产出的波动，影响经济持续健康发展。全球流动性过多和资产价格过度波动。近年来，全球流动性过多是导致全球资产价格上涨的原因之一，而流动性变化又可能带来资产价格过度波动风险，各国为紧缩流动性而采取的政策措施也可能给资产价格带来影响。因此,需要关注全球流动性过多对中国的溢出效应。",198.0
24,"全球经济增长趋缓。随着美国短期利率的上升和可调利率抵押贷款需求的相应减少，美国房价已开始走低，住房投资呈萎缩之势，消费增长率有所下降。同时，其他主要经济体为应对本地区通货膨胀压力而釆取的紧缩性政策,可能进一步加剧经济增长率下降趋势。如果全球经济增长趋缓，将给包括中国在内的各国出口和经济增长带来一定程度的不确定性。全球金融市场的周期性逆转风险。",172.0
25,近年来，有迹象表明，投资者的乐观情绪较浓，全球金融市场上的风险溢价较低，大量资金投资于金融市场，寻求较高的收益。然而，金融市场的周期性风险已开始显现，特别是源于利率上升和信贷资产质量恶化的风险，如最近美国出现的次优按揭贷款(SubprimeLoans)的风险积聚。随着中国金融业日益融入全球经济金融体系，全球金融市场周期性逆转风险对中国的影响增大。专栏2：美国次优按揭贷款导致的风险次优贷款是美国银行或贷款机构提供给那些不具备资格享受优惠利率贷款(PrimeRateLoan)的客户的一种贷款。美国按揭贷款的“次优”与“优惠”概念是以借款人的信用层次为分界线的。,281.0
26,银行或贷款机构根据客户的信用评分来决定其是否有资格申请优惠利率贷款。不具备资格享受优惠利率贷款的人通常是指信用等级较低的人，或尚无信用记录的新移民。由于次优借款者的信用等级较低，银行或贷款机构面临的贷款无法收回的风险相对也较大，因此，次优借款人一般都会被收取较正常贷款高得多的利息。在次优按揭贷款市场上，有的次优按揭贷款机构是独立的，有的则是提供正常优惠贷款的金融机构的内部或附属业务部门。一些大金融公司也为次优贷款机构提供贷款支持。,217.0
