,paragraph,length
0,中国金融稳定报告2014中国人民银行金融稳定分析小组内容摘要2013年，世界经济低速增长，全球金融体系继续调整，国际金融市场波动较大，经济复苏和金融稳定仍面临一系列挑战。我国宏观经济呈现稳中向好的发展态势，金融业改革不断深化，金融机构实力进一步增强，金融市场稳步发展，金融基础设施建设继续推进，金融体系整体稳健。2014年我国发展面临的形势依然错综复杂，有利条件和不利因素并存。要全面贯彻党的十八大和十八届二中、三中全会精神，坚持稳中求进工作总基调，把改革创新贯穿于经济社会发展各个领域各个环节，保持宏观经济政策连续性和稳定性，充分发挥市场在资源配置中的决定性作用，促进经济金融持续健康发展。世界经济呈缓慢复苏态势。,308.0
1,美国经济增长动能增强，欧债危机进入相对平静期，日本经济受政策刺激强劲反弹后增速回落，新兴经济体增长总体放缓。全球金融市场波动较大，部分新兴经济体汇率大幅贬值。当前，世界经济下行风险仍然存在，美国量化宽松政策退出过程存在不确定性，欧元区长期性、结构性问题仍未得到解决，日本经济内在增长动力不足，新兴经济体面临国际金融环境变动和自身脆弱性的双重挑战。中国宏观经济运行稳中向好。继续实施积极的财政政策和稳健的货币政策，国内需求平稳增长，物价水平基本稳定，财政收入持续增加，政府债务水平总体可控，居民收入不断提高，货币金融环境基本稳定。,264.0
2,当前，经济下行压力加大，多重矛盾交织，结构调整和转变发展方式的任务艰巨，要继续保持宏观经济政策连续性和稳定性，增强宏观调控的前瞻性、针对性和协同性，着力激发市场活力，加快转方式、调结构、促升级，切实提高经济发展质量和效益。,111.0
3,银行业运行平稳，存贷款平稳增长，资本质量较好，拨备整体较为充足，盈利增速放缓。各项改革稳步推进，薄弱领域信贷投入继续加大，服务实体经济发展取得积极成效，金融监管有效性不断增强。但部分行业、领域和地区的风险有所积累，流动性风险管理难度加大，同业、表外、理财等业务潜在风险应予关注，具有融资功能的非金融机构风险隐患不容忽视。下一阶段，要进一步深化改革，鼓励金融创新，提高风险管理水平，防范和化解重点领域风险，加强和改进银行业监管，切实提高服务实体经济的效率和水平。证券期货业发展总体稳健，业务创新取得积极进展，监管改革稳步推进，基础性制度建设继续完善，对外开放不断深化。,283.0
4,但部分上市公司业绩下滑，一些证券公司负债增长较快。下一阶段，要继续推动市场化改革，推进监管转型，稳步开展产品和业务创新，切实保护投资者合法权益，实现持续健康发展。保险业保持稳中有进的发展态势，资产规模继续增长，保费增速逐步回升，经营效益大幅提高，偿付能力充足，市场化改革积极推进，保险监管继续改进，消费者权益保护加强。但财产险业承保利润下滑，人身险业流动性压力较大，消费者投诉有所增加。下一阶段，要深入推进市场化改革，优化业务结构和渠道结构，提高监管的有效性，促进行业健康可持续发展。,242.0
5,金融市场运行基本平稳，市场规模不断扩大，改革创新稳步推进。货币市场交易活跃，利率波动加大。债券市场发行量继续增加，收益率水平上升。股票市场震荡走低，融资规模有所下降。外汇市场成交量快速增长，人民币对美元汇率小幅升值。,108.0
6,票据融资交易活跃，黄金市场价格震荡下跌。下一阶段，要进一步建设统一开放、竞争有序的市场体系，鼓励金融创新，丰富金融市场层次和产品，发挥市场在资源配置中的决定性作用。金融基础设施建设继续推进。支付、清算和结算体系运行稳定，第二代支付系统成功上线，非现金支付工具蓬勃发展，农村地区支付环境显著改善。金融法律法规体系不断健全，与金融业改革发展开放的适应性进一步增强。,180.0
7,会计标准持续完善，多项会计制度顺利实施。《征信业管理条例》和《征信机构管理办法》正式实施，征信制度建设迈上新台阶。洗钱防控体系不断完善，有效性稳步提升。下一阶段，要不断提升金融基础设施的安全和效率，健全金融法律法规和会计制度，完善征信管理和服务，提高反洗钱监管水平。宏观审慎管理进一步推进。,145.0
8,国际社会继续加强宏观审慎政策的研究制定，推动执行巴塞尔协议Ⅲ，强化对系统重要性金融机构和影子银行体系的监管，加强金融机构有效处置机制建设，推进场外衍生品改革。主要国家继续深化金融监管体制改革，加强宏观审慎管理，美国“沃尔克”规则最终条款出台，欧洲银行业联盟取得实质性进展，英国新的金融监管体系正式运行。我国不断强化宏观审慎管理，建立由人民银行牵头的金融监管协调部际联席会议制度，金融监管协调工作走向制度化和规范化。继续实施并完善逆周期宏观调控，加强系统性风险监测评估和处置机制建设，建立存款保险制度，有效维护金融体系稳健运行。第一章国际经济金融环境2013年，世界经济低速增长，全球金融体系继续调整，国际金融市场波动较大，金融监管改革继续推进。,322.0
9,发达经济体和新兴市场经济体各自面临若干政策风险，经济增长和金融稳定仍面临严峻挑战，需采取措施积极应对，加强国际政策协调，防范经济下行和无序调整的风险。一、主要经济体经济形势2013年，世界经济继续呈缓慢复苏态势。美国经济增长动能持续增强，但面临若干政策风险。欧元区经济走出衰退，但复苏态势不稳。日本经济受政策刺激强劲反弹后增速放缓，长期挑战仍存。,173.0
