,paragraph,length
0,中国金融稳定报告ChinaFinancialStabilityReport2005中国人民银行金融稳定分析小组行长致辞金融是现代经济的核心，维护金融稳定是国民经济健康稳定发展和社会长治久安的保障。据世界银行统计，自20世纪70年代末到21世纪初，全球有93个国家先后爆发了112次系统性银行危机。危机不但使一国多年的经济发展成果毁于一旦，而且扩大了贫富差距，加剧了社会矛盾。1997年爆发的亚洲金融危机及其对世界经济产生的强烈冲击，把金融稳定的重要性推到了史无前例的高度，并促使人们拓宽对金融稳定内涵和外延的认识。各国中央银行承担着维护金融稳定的天然职能。,278.0
1,"近几十年来，这一职能不断得到强化，中央银行承担最后贷款人的职能，并对保持金融体系的流动性和保证支付结算体系的平稳运行发挥着重要作用。中央银行维护金融稳定的职能与制定和执行货币政策的职能是相互促进的。从有关国家和地区的实践来看，中央银行在金融稳定方面的实际角色与责任远远超过了理论上的定位。国际金融组织非常重视金融稳定工作。国际货币基金组织和世界银行于1999年5月联合推出了""金融部门评估规划（FSAP）”，以此加强对成员国和地区金融脆弱性的评估与监测，减少金融危机发生的可能性。",240.0
2,目前，有80多个经济体完成了FSAP。国际货币基金组织还加强了对全球金融稳定性的评估，定期出版《全球金融稳定报告》。另外，国际上也出现了多种形式的金融稳定论坛，旨在推动各国在金融稳定方面的交流与合作。随着中国经济金融实力的稳步提高，中国的金融稳定不仅对中国，而且对亚洲乃至全球金融稳定都具有重大意义。1997年亚洲金融危机后，党中央、国务院居安思危，高度重视金融稳定工作，采取了一系列措施整顿金融秩序，有效地处置了金融风险。,212.0
3,这些措施包括：强化对国有重点金融企业的财务监督和业绩考核；发行2700亿元特别国债，补充国有商业银行资本金；成立金融资产管理公司，处置四家国有商业银行不良贷款；关闭一批严重违法经营、资不抵债的金融机构，防止支付风险蔓延；加强金融监管，实行审慎会计原则、贷款质量五级分类制度和银行信息披露办法；等等。,149.0
4,《中共中央关于完善社会主义市场经济体制若干问题的决定》（简称《决定》）是新时期中国维护金融稳定的指导性文件。2003年以来，根据《决定〉的精神，中国政府进一步釆取措施，深化金融改革，维护金融稳定。在金融管理体制方面，建立了银行、证券、保险分业监管的金融监管体制；修改了《中国人民银行法》，明确和加强了中国人民银行防范和化解金融风险、维护金融稳定的职能。按照《中国人民银行法〉的要求，中国人民银行正在积极探索确立金融稳定的目标和任务、明确维护金融稳定的方式。在金融机构改革方面，国有独资商业银行股份制改革成效显著，中国银行、中国建设银行、中国工商银行在股份制改革过程中，现代公司治理结构开始发挥作用，资本充足率、资产质量、风险拨备和盈利水平等财务指标大幅度提高，抵御金融风险的能力大大增强。,344.0
5,"深化农村信用社改革取得重大进展，试点地区农村信用社经营状况开始好转，资金实力明显增强。交通银行、中国人民财产保险股份有限公司、中国人寿保险股份有限公司和中国平安保险（集团）股份有限公司在境外成功上市，提升了公司治理水平，增强了国际竞争力。在金融市场建设方面，中国政府注重建立健全货币市场、资本市场、保险市场有机结合并协调发展的机制，维护金融市场平稳运行，防范系统风险。近年来，货币市场和保险市场日益完善，参与主体日渐多元化，产品逐步多样化,跨市场的金融创新产品不断出现。2004年初颁布的《国务院关于推进资本市场改革幵放和稳定发展的若干意见》对资本市场发展和证券业改革进行了整体部署，将大力发展资本市场提升到国民经济发展全局的战略高度，资本市场的深层次问题有望得到稳妥解决。",337.0
6,未来几年，中国人民银行将会同有关部门，继续探索维护金融稳定的新方法、新途径和新手段；建立健全中央银行、财政部门同银行、证券、保险监管机构之间的协调机制，提高金融监管水平；建立和完善存款保险制度、证券投资者保护制度和保险保障制度，建立灵活有效的金融风险应急机制。,130.0
7,总的来讲，通过深化改革，中国实现了金融稳定。同时，由于中国在经济转轨过程中积累的金融风险和历史包袱较重，在建设社会主义市场经济体制进程中还会出现许多新的金融风险。目前，中国直接融资与间接融资比例失调，银行贷款占GDP的比例过高，金融风险集中于银行业；币值稳定仍然面临很大的潜在压力，汇率形成机制仍待进一步完善；金融机构的风险控制和公司治理水平离现代企业制度的要求还有一定差距，金融创新能力不足；在金融机构风险处置中，防范道德风险的任务依然艰巨；金融生态环境有待进一步改善。伴随着中国经济增长方式的转变、产业结构的调整以及国际经济金融形势的变化，日益开放的中国金融体系必然面临更多的内外部冲击和压力，维护金融稳定的任务艰巨，需要各个部门的共同努力和全社会的关注与支持。对中国金融体系的稳定性进行全面评估，是正确判断金融形势、及时化解金融风险、有效维护金融稳定的重要基础性工作之一。,389.0
8,国务院明确要求中国人民银行要加强对系统性金融风险的监测和防范，做好金融稳定评估工作。中国人民银行决定从2005年起，定期出版《中国金融稳定报告》。该报告的出版对中国人民银行开展和促进金融稳定工作具有重要的现实意义。期望该报告能够起到及时介绍中国金融改革、开放与发展的方针政策，透明地展示中国金融稳定工作的进展，増强社会公众、市场主体和国际社会对中国金融稳定的理解及对金融体系信心的作用，成为中国人民银行与国内外各方在金融稳定方面交流与合作的重要平台。20世纪90年代以来，墨西哥、泰遞国、印度尼西亚、韩国、俄罗斯、巴西和阿根廷等国家相继出现金融动荡，造成巨大经济损失，有的甚至引发政治和社会危机。,298.0
9,各国政府和国际金融组织日益重视金融风险的评估和金融体系的稳健性建设，着力提高防范金融风险、抵御金融危机的能力。近20多年来，中国改革开放和社会主义市场经济建设取得了令人瞩目的成就，实现了政治、经济和社会稳定，为金融稳定营造了良好的宏观环境c中国政府高度重视金融稳定问题，2003年，中国政府対金融管理体制作出了重大调整，成立中国银行业监督管理委员会，由其负责对银行业金融机构监管；同时，修改『《中国人民银行法》，明确和加强r中国人民银行防范和化解金融风险、维护金融稳定的职能。国务院还明确要求中国人民银行加强对系统性金融风险的监测和防范，做好金融稳定评估工作。中国人民银行和右关政府部门认真贯彻党中央、国务院的方针和政策，密切配合、共同努力，积极防范和化解金融风险，大力推动金融体制改革，维护金融稳定。中国经济和金融体制转型过程中面临的一些金融风险，正通过完善社会主义市场经济体制、深化金融改革得到妥善处理°中国金融总体稳定，前景光明。,418.0
