,paragraph,length
0,面对复杂局面，金融系统坚持稳中求进工作总基调，坚持新发展理念，紧紧围绕服务实体经济、防控金融风险、深化金融改革三项任务，坚持实施稳健的货币政策，坚决打好防范化解重大金融风险攻坚战，持续深化金融供给侧结构性改革，不断改善金融管理和服务，为促进经济高质量发展创造了良好的货币金融环境。,140.0
1,2019年，中国国内生产总值（GDP）同比增长6.1%，位居全球主要经济体前列，比同期全球经济增速高出3.2个百分点；就业形势保持稳定，国际收支基本平衡，外汇储备规模略有增加。在2019年全球经济增长动能偏弱的背景下，中国经济取得这样的发展成果难能可贵。2020年，突如其来的新冠肺炎疫情对中国乃至全球经济带来前所未有的冲击。世界经济严重衰退，产业链供应链循环受阻，国际贸易投资萎缩，大宗商品市场动荡。国内第一季度经济收缩6.8%，消费、投资、出口下滑，就业压力显著加大，企业特别是中小微企业困难凸显，金融等领域风险有所积聚。,263.0
2,习近平总书记高度重视统筹推进疫情防控和经济社会发展工作，多次发表重要讲话，亲自指挥部署。金融管理部门坚决落实党中央、国务院部署，及时采取保持流动性合理充裕、引导市场利率下行、增加再贷款再贴现额度、出台小微企业信用贷款支持计划、实施中小微企业贷款阶段性延期还本付息政策等多种应对举措，全力对冲疫情影响。在一系列政策措施的作用下，统筹推进疫情防控和经济社会发展取得积极成效，前三季度经济增速实现正增长，国民经济延续稳定恢复态势，充分展现出我国经济的强大韧性和巨大回旋余地。在肯定成绩的同时，我们也清醒地看到面临的困难和问题。国际方面，当前世界经济仍处在国际金融危机后的深度调整期，长期矛盾和短期问题相互交织，结构性因素和周期性因素相互作用，经济问题和政治问题相互关联，加之境外疫情形势依然严峻、部分国家保护主义和单边主义盛行等不利因素影响，中国不得不在一个更加不稳定不确定的世界中谋求发展。,393.0
3,国内方面，我国正处在转变发展方式、优化经济结构、转换增长动力的攻关期，结构性、体制性、周期性问题相互交织，实现高质量发展还有一些短板弱项，加之受到疫情的冲击，部分企业债务违约风险加大，可能传导至金融体系，金融领域面临的困难和风险增多。,117.0
4,按照党中央、国务院决策部署和国务院金融稳定发展委员会具体要求，人民银行会同相关部门坚决打好防范化解重大金融风险攻坚战，取得重要成果。,66.0
5,一是宏观杠杆率过快上升势头得到遏制。宏观上管好货币总闸门，结构性去杠杆持续推进。前期对宏观杠杆率过快增长的有效控制，为应对新冠肺炎疫情中加大逆周期调节力度赢得了操作空间。,85.0
6,二是高风险金融机构风险得到有序处置。对包商银行、恒丰银行、锦州银行等分类施策，有序化解了重大风险，强化市场纪律。,56.0
7,三是企业债务违约风险得到妥善应对。推动银行业金融机构持续加大不良贷款处置力度，不断完善债券违约处置机制。,52.0
8,四是互联网金融和非法集资等风险得到全面治理。全国存续的P2P网络借贷机构数量和规模大幅压降，非法集资等活动受到严厉打击，各类交易场所清理整顿稳妥有序推进。,77.0
9,五是防范化解金融风险制度建设有力推进。出台资管新规相关配套细则并推动平稳实施，影子银行无序发展得到有效治理。初步建立系统重要性金融机构、金融控股公司、金融基础设施等统筹监管框架，扎实推进金融业综合统计。全面深化资本市场改革，新《证券法》开始实施。总体看，经过治理，中国金融体系重点领域的增量风险得到有效控制，存量风险得到逐步化解，金融风险总体可控，守住了不发生系统性金融风险的底线。,191.0
10,面对国内外经济金融运行的复杂局面，中国经济潜力足、韧性强、回旋空间大、政策工具多的基本特点没有变，坚定不移深化改革、扩大开放的决心没有变。我们将坚持用全面、辩证、长远的眼光看待当前的困难、风险、挑战，发挥好改革的突破和先导作用，推动金融体系更好地服务经济社会发展大局。坚持稳中求进工作总基调，支持形成以国内大循环为主体、国内国际双循环相互促进的新发展格局。扎实做好“六稳”工作，全面落实“六保”任务，完善宏观调控跨周期设计和调节，加大金融政策支持实体经济特别是中小微企业力度，推动金融机构向企业合理让利，促进经济和金融良性循环健康发展。继续有效防范化解重大金融风险，精准处置重点领域风险，补齐监管制度短板，进一步压实各方责任，牢牢守住不发生系统性金融风险的底线，实现稳增长与防风险的长期均衡，为胜利完成“十三五”规划主要目标任务、决胜脱贫攻坚、全面建成小康社会营造有利的金融环境。,390.0
