,paragraph,length
0,中国金融稳定报告2017中国人民银行金融稳定分析小组综述2016年，世界经济缓慢复苏，发达经济体面临一系列政治、经济挑战，新兴市场经济体有所企稳，但仍面临调整与转型压力。我国坚持稳中求进的工作总基调，国民经济运行缓中趋稳、稳中向好，金融业改革不断深化，金融市场平稳运行，金融机构整体稳健，金融基础设施建设取得新的进展，宏观审慎政策框架不断完善，实现了“十三五”良好开局。金融业稳步发展。银行业资产负债规模保持增长，对经济转型升级的支持力度不断加大，对薄弱领域的金融服务水平日趋提升，开发性金融机构、政策性银行、大型商业银行改革持续推进，银行业资产质量下行压力趋缓，信用风险总体可控。证券期货业市场主体稳健发展，监管力度不断加强，基础性制度建设进一步完善。,327.0
1,保险业总体呈现较快发展态势，资产规模不断扩大，保费收入快速增长，改革深入推进，服务社会能力增强。金融市场稳健运行。市场规模继续扩大，参与主体进一步丰富，市场制度建设扎实推进，对外开放取得显著进展。货币市场交易规模再创历史新高，利率弹性有所增大，与经济基本面及市场变化相匹配，利率中枢有所上升。外汇市场成交持续活跃，人民币对外币挂牌币种增加。,170.0
2,债券市场现券成交量同比大幅增长，收益率整体上行。股票市场在年初大幅波动后企稳，成交活跃度明显降低。期货成交量快速增长，商品期货价格大幅上涨，金融期货价格走势较为平稳。金融基础设施建设取得新的进展。支付、清算和结算体系不断完善，一系列重要规范性文件发布。,126.0
3,金融法律法规不断健全，强化国家及公共安全，进一步推进简政放权。会计标准建设继续推进，规划会计改革与发展、加强政府会计准则体系建设。征信市场发展和社会信用体系建设持续推进，征信系统覆盖面不断扩大。反洗钱工作水平持续提升，金融行动特别工作组（FATF）第四轮反洗钱互评估工作稳步推进。金融消费权益保护工作成效显著，金融服务水平全面提高。,166.0
4,宏观审慎政策框架继续完善。金融监管协调部际联席会议继续深入推进金融监管政策、措施、行动的统筹协调，不断增强金融监管合力和有效性。系统性风险监测评估不断加强，全球系统重要性金融机构处置机制继续完善。宏观审慎评估体系（MPA）有效运行，外汇流动和跨境资金流动宏观审慎政策框架不断完善。房地产市场的逆周期调节进一步强化，因城施策的差别化住房信贷政策效果初步显现。,178.0
5,当前我国经济社会保持平稳健康发展，经济形势缓中趋稳、稳中向好，经济运行保持在合理区间，质量和效益提高，经济结构继续优化，改革开放取得新突破。但国际国内经济金融形势依然复杂严峻，存在不少突出矛盾和问题。从国际看，世界经济仍处于缓慢复苏进程中，全球保护主义、逆全球化、民粹主义抬头，复杂性、不稳定性、不确定性进一步凸显，可能出现更多“黑天鹅”事件。从国内看，经济金融稳定运行的基础还不牢固，经济下行压力依然较大，区域和行业走势持续分化，挑战和风险不容低估。非金融企业杠杆率高企，商业银行不良贷款余额和不良率“双升”，一些地方政府变相举债存在隐患，热点城市高房价和部分三、四线城市高库存并存，金融产品创新无序发展等风险值得关注。,311.0
6,我国经济运行面临的突出矛盾和问题，虽然有周期性、总量性因素，但根源是重大结构性失衡，导致经济循环不畅，必须从供给侧结构性改革上想办法，努力实现供求关系新的动态均衡。2017年是实施“十三五”规划的重要一年，是供给侧结构性改革的深化之年。要全面贯彻党的十八大和十八届三中、四中、五中、六中全会精神，统筹推进“五位一体”总体布局和协调推进“四个全面”战略布局，坚持稳中求进工作总基调，牢固树立和贯彻落实新发展理念，适应把握引领经济发展新常态，坚持以提高发展质量和效益为中心，坚持宏观政策要稳、产业政策要准、微观政策要活、改革政策要实、社会政策要托底的政策思路，坚持以推进供给侧结构性改革为主线，适度扩大总需求，加强预期引导，深化创新驱动，全面做好稳增长、促改革、调结构、惠民生、防风险各项工作，促进经济平稳健康发展和社会和谐稳定。要实施好稳健中性的货币政策，保持流动性合理适度、基本稳定，为实体经济发展营造良好的货币金融环境。继续深化金融改革，完善金融机构公司治理，强化审慎合规经营理念，推动金融机构切实承担起风险管理责任。,460.0
7,建立多层次资本市场体系，完善市场运行规则，健全市场化、法治化违约处置机制。提高和改进监管能力，强化金融监管协调，统筹监管系统重要性金融机构，统筹监管金融控股公司和重要金融基础设施，统筹负责金融业综合统计，推动建立更为规范的资产管理产品标准规制，形成金融发展和监管强大合力，补齐监管短板，避免监管空白。要把防控金融风险放到更加重要的位置，加强系统性风险监测与评估，下决心处置一批风险点，完善存款保险制度功能，探索金融机构风险市场化处置机制，确保不发生系统性金融风险。第一章国际经济金融环境2016年，世界经济仍缓慢复苏，主要经济体增长态势和货币政策持续分化，经济政治社会领域“黑天鹅”事件频现，民粹主义、逆全球化、贸易及投资保护主义抬头，地缘政治不确定性上升。展望2017年，世界经济复苏可能仍受诸多不稳定因素和黑天鹅事件影响，各经济体需积极制定预案应对不利冲击，实现经济平稳增长。,390.0
8,一、主要经济体经济形势2016年，世界经济仍处于缓慢复苏进程中，增长动能不足。美国经济持续复苏，欧元区经济出现好转迹象，日本经济复苏仍较缓慢且缺少政策空间，新兴市场经济体有所企稳但仍面临调整与转型压力。美国经济继续复苏。2016年美国经济上半年表现欠佳，第三季度逐渐企稳恢复，但受上半年拖累全年GDP增速为1.6%，较2015年2.5%的增速有所下滑。通胀水平略有上行，2016年9月以来通胀率持续保持在1.5%以上。,209.0
9,劳动力市场状况继续改善，11月失业率降至4.6%，为2007年8月以来最低，但新增非农就业等部分短期数据仍有一定波动。欧元区经济略有改善。受内需和出口疲软影响，2016年欧元区经济增长1.7%，增速较2015年有所下滑，但复苏势头较2015年下半年有所好转。通缩压力持续缓解，12月综合消费者物价指数（HICP）同比增长1.1%，创2013年9月以来新高。劳动力市场出现改善，12月失业率降至9.6%，为2009年5月以来最低。,214.0
