,paragraph,length
0,国内生产总值（GDP）同比增长3.0%，就业形势总体稳定，国际收支保持平衡，人民币汇率在合理均衡水平上保持基本稳定，金融体系总体稳健运行。金融系统认真贯彻落实党中央、国务院决策部署，按照“疫情要防住、经济要稳住、发展要安全”的要求，主动作为、靠前发力，坚决支持稳住经济大盘，有效防控金融风险，持续深化金融改革开放，切实改进金融服务。,166.0
1,一是全力以赴支持稳住宏观经济大盘。保持流动性合理充裕，2022年两次实施全面降准累计0.5个百分点。发挥结构性货币政策工具精准导向作用，加大对重点领域和薄弱环节支持力度。巩固实际贷款利率下降成果。,98.0
2,二是稳妥有序推进风险处置。持续推进高风险中小金融机构处置工作。推进不良资产认定和处置，2022年银行业金融机构处置不良资产3.1万亿元。有序处置高风险企业集团，“明天系”、海航集团等重点集团金融风险处置工作已进入收尾阶段。,111.0
3,三是持续清理整顿金融秩序。巩固影子银行风险治理成果，推动资管业务转型和个案资产有序整改。稳妥处置金交所、“伪金交所”风险，整治第三方财富管理公司乱象和跨境互联网券商、虚拟货币交易炒作等非法金融活动。继续做好存量P2P网贷风险处置工作。第三方互联网平台存款业务整改取得积极成效。,138.0
4,四是全力维护房地产市场稳健运行。做好金融支持保交楼工作。出台金融支持房地产平稳健康发展16条措施，引导金融机构支持房地产企业合理融资需求，建立新发放首套房贷利率政策动态调整机制，推动个人住房贷款利率下行，更好满足刚性和改善性住房需求。,117.0
5,五是有效应对外部冲击风险。人民币汇率在合理均衡水平上保持基本稳定，跨境资金流动和外汇市场供求基本平衡，外汇储备规模稳定在3万亿美元以上。,68.0
6,六是金融稳定保障体系建设取得积极进展。《中华人民共和国金融稳定法（草案）》经全国人大常委会审议并公开征求意见。设立金融稳定保障基金，基础框架初步建立，已有一定资金积累。总体来看，金融稳定工作在精准拆弹、改革化险、抓前端治未病、建机制补短板等方面取得积极成效，金融风险整体收敛、总体可控，金融体系经受住了复杂冲击考验。在看到发展成就的同时，也要清醒认识到，我国经济金融发展面临新的困难和挑战，发展不平衡不充分问题仍然突出。,210.0
7,国际方面，外部环境复杂严峻，地缘政治冲突仍在持续，粮食和能源安全问题突出，世界经济和贸易增长动能减弱，全球通胀仍处于高位，发达经济体加息外溢效应继续显现，国际金融市场震荡加剧。国内方面，疫情防控平稳转段后，经济恢复是一个波浪式发展、曲折式前进的过程。国内需求相对不足，部分领域存在风险隐患。展望未来，我国经济具有巨大的发展韧性和潜力，长期向好的基本面没有改变。下一步，金融系统要继续以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神、中央经济工作会议和中央金融工作会议精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，加大宏观政策调控力度，着力扩大内需、提振信心、防范风险，不断推动经济运行持续好转、内生动力持续增强、社会预期持续改善、风险隐患持续化解，推动经济实现质的有效提升和量的合理增长。,381.0
8,要全面践行金融工作的政治性、人民性，加强党中央对金融工作的集中统一领导，以“时时放心不下”的责任感，进一步做好金融工作。着力营造良好的货币金融环境，始终保持货币政策的稳健性，更加注重做好跨周期和逆周期调节，保持人民币汇率在合理均衡水平上的基本稳定。进一步优化金融支持实体经济的体制机制，满足实体经济有效融资需求，完善薄弱环节金融服务。全面加强金融监管，切实提高金融监管有效性，依法将所有金融活动全部纳入监管，全面强化机构监管、行为监管、功能监管、穿透式监管、持续监管，严厉打击非法金融活动，及时处置中小金融机构风险。健全具有硬约束的金融风险早期纠正机制，对风险早识别、早预警、早暴露、早处置。,296.0
9,建立防范化解地方债务风险长效机制。建立同高质量发展相适应的政府债务管理机制，优化中央和地方政府债务结构。完善房地产金融宏观审慎管理，一视同仁满足不同所有制房地产企业合理融资需求，因城施策用好政策工具箱，构建房地产发展新模式。坚持市场化、法治化原则，压实金融机构及股东、实际控制人，金融管理部门和地方政府等各方责任，健全地方党政主要领导负责的重大风险处置机制。发挥好存款保险的风险处置职能，稳步推进金融稳定保障基金筹集积累和规则制定工作，推动金融稳定法早日出台实施，健全维护金融稳定的长效机制。,246.0
10,对跨行业、跨区域和跨境风险，加强监管协同和上下联动，牢牢守住不发生系统性金融风险的底线。面对新冠疫情等国内外多重超预期因素冲击，中国高效统筹疫情防控和经济社会发展，出台实施稳经济一揽子政策和接续措施，在复杂多变的环境中基本完成全年发展主要目标任务。下一步，金融系统将坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，着力推动高质量发展，全面深化改革开放，大力提振市场信心，把实施扩大内需战略同深化供给侧结构性改革有机结合起来，有效防范化解重大风险，推动经济持续回升向好，实现质的有效提升和量的合理增长。一、国际经济金融形势2022年，受新冠疫情跌宕反复、地缘政治冲突升级、部分主要经济体通胀居高不下等因素影响，一些主要发达经济体短期内持续大幅加息，全球经济增长放缓，国际金融市场波动加大，外部环境更趋复杂严峻和不确定。（一）主要经济体经济形势经济增长放缓。,391.0
11,2022年，主要经济体增长动能减弱。受出口疲软、投资下滑等因素影响，美国国内生产总值（GDP）全年增长2.1%，不及2021年GDP增速5.9%的一半，11月和12月制造业采购经理人指数分别为49和48.4，持续处于收缩区间。欧元区全年GDP增长3.5%，也显著低于2021年5.3%的增速，其中第三、第四季度GDP环比折年率分别为1.5%和-0.2%，较第二季度的3.7%明显放缓。日本全年GDP增长1.1%，增速低于2021年的2.1%，总产出仍未恢复至疫情前水平（见图1-1）。图1-1主要经济体经济增长率（数据来源：Wind数据）失业率处于低位。,277.0
12,2022年12月，美国和欧元区失业率分别为3.5%和6.7%，均处历史低位，日本失业率为2.3%，基本回落至疫情前水平（见图1-2）。美欧劳动力供给不足问题依然严峻。2022年美国劳动参与率在62.1%~62.4%波动，始终未能恢复至疫情前水平，12月职位空缺数环比增长6.7%至1101万，创2021年7月以来最大增幅。欧元区第四季度职位空缺率为3.1%，环比持平，仍处于历史高位。日本劳动参与率保持稳定。,204.0
13,行业广泛传导。,7.0
14,三是主要发达经济体劳动力市场持续失衡，工资增速较快。（二）国际金融市场波动加大图1-2主要经济体失业率（数据来源：Wind数据）通胀出现见顶迹象但仍处历史高位。2022年12月，美国消费者物价指数（CPI）同比上涨6.5%，较6月峰值的9.1%明显回落，但仍处于历史高位。欧元区调和消费者物价指数（HICP）同比上涨9.2%，增幅连续两个月下降。日本CPI同比上涨4%，创1991年以来新高（见图1-3）。本轮全球高通胀成因复杂，具有较强黏性。,222.0
15,一是疫情以来主要经济体实施强刺激政策，全球流动性大幅扩张，在需求侧为本轮通胀埋下伏笔。,43.0
16,二是新冠疫情冲击下的全球供给瓶颈问题，因俄乌冲突升级进一步加剧，能源、农产品、金属等大宗商品供给短缺，价格普遍上涨，经全球供应链向中下游外汇市场大幅波动。2022年，美元指数先升后降，一度突破114高位，12月回落至103~106区间，全年上升7.84%。欧元、日元兑美元汇率均创20年来新低。欧元兑美元汇率一度跌破1，最低跌至0.96，年底回升至1.07，全年下跌5.89%。美元兑日元汇率一度跌破150，年末升至130附近，日本于9月22日开展24年来首次支持日元汇率的外汇干预，并于12月20日将10年期日本国债收益率目标浮动区间从±0.25%上调至±0.5%。,284.0
17,英镑兑美元汇率一度跌至1.03，创1971年以来最低水平，年末回升至1.21，但较2022年初仍下跌约10%（见图1-4）。图1-4主要货币汇率走势（数据来源：Wind数据）主要发达经济体国债收益率震荡上行。图1-3主要经济体物价指数（数据来源：Wind数据）因高通胀和货币政策加快收紧，主要发达经济体国债收益率震荡上行。截至2022年末，美国、德国、英国和日本10年期国债收益率分别收于3.88%、2.51%、3.80%和0.45%，较2021年末分别上升2.36个、2.72个、2.79个和0.37个百分点（见图1-5）。图1-5主要发达经济体国债收益率走势（数据来源：Wind数据）主要发达经济体股市震荡下行。,308.0
18,受投资者对经济前景和市场流动性担忧加剧、避险情绪上升影响，主要发达经济体股票等风险资产一度遭到抛售。9月末，美国道琼斯工业指数和欧洲斯托克50指数均较年初高点下跌超20%。第四季度，随着通胀出现触顶迹象，市场悲观情绪有所缓解，上述两大股指有所反弹，较9月末分别上涨15.4%和14.3%，全年分别累计下跌8.8%和11.7%。日经225指数全年累计下跌9.37%。英国富时100指数年末收于7452点，与年初基本持平（见图1-6）。,216.0
19,图1-6主要股指走势（数据来源：Wind数据）大宗商品价格大幅波动。2022年，受地缘政治冲突、通胀持续高企和主要经济体央行快速加息等因素影响，大宗商品市场波动剧烈。俄乌冲突爆发后，能源、金属、农产品价格飙升。国际油价3月达到高点后价格有所回落，但总体仍高于2021年。截至2022年末，伦敦布伦特原油期货和纽约轻质原油期货价格较上年末分别上涨10.5%和6.7%，玉米和小麦价格较上年末分别上涨2.8%和14.4%，黄金走势平缓，现货黄金较上年末小幅收跌0.3%（见图1-7）。,240.0
20,图1-7国际黄金、原油期货价格走势（数据来源：Wind数据）（三）风险与挑战在通胀高企、利率上升、地缘政治局势紧张的背景下，全球经济增长前景不确定性上升。2023年10月，国际货币基金组织预测2023年全球经济增速为3.0%，较7月预测值持平；预测2024年全球经济增速为2.9%，较7月预测值下调0.1个百分点。其中，2023年和2024年发达经济体增速预计分别为1.5%和1.4%，新兴市场和发展中经济体增速预计分别为4.0%和4.0%。展望未来，全球经济可能面临以下风险与挑战。地缘政治局势依然紧张。,253.0
21,地缘政治紧张可能通过贸易、投资、金融市场等多种渠道传导至经济金融领域。同时，全球范围内经济金融发展考量让位于政治、安全考量的现象日益显著，全球经贸秩序和供应链安全受到一定程度干扰。欧美银行业风险事件推升金融稳定风险。2023年3月以来，主要发达经济体大幅收紧货币政策的滞后效应开始显现，欧美银行业相继出险，全球金融市场动荡加剧。硅谷银行、瑞士信贷等破产或被收购的直接原因是经营不善，但同时也暴露出一些深层次问题。,206.0
