,paragraph,length
0,《中国金融稳定报告(2006)》力求全面、客观地反映这一时期中国金融改革、发展与稳定的最新成果，不断完善中国人民银行的金融稳定评估和金融风险监测工作。《中国金融稳定报告(2006)》的结构安排如下：第一章综述中国金融稳定情况，第二章分析宏观经济运行对金融稳定的影响，第三章至第五章分别论述银行业、证券业、保险业改革与发展状况及其对金融稳定的影响，第六章重点讨论金融业综合经营的发展现状与试点工作，第七章讨论金融市场发展与金融稳定的关系，第八章探讨中国存款保险制度建设的紧迫性和关注点，第九章分析支付体系的运行状况、风险管理以及发展与完善。报告中穿插了18个专栏，对一些关系金融稳定的重要问题进行深入分析和讨论。中国金融出版社为报告的出版做了大量的框架设计和文字编辑工作。我们希望通过该报告及时介绍中国金融改革、开放与金融稳定的最新情况，同时对某些热点问题进行重点论述，尽可能动态地体现2005年中国金融业改革、发展、稳定的全貌。,414.0
1,但由于理论知识水平有限，金融稳定评估的实践经验不足，《中国金融稳定报告(2006)》难免存在许多不当之处，恩请各有关部门、专家学者、社会各界提出宝贵意见和建议，以利于我们不断改进金融稳定分析和评估方法，使《中国金融稳定报告》曰渐成熟和完善。,120.0
2,中国人民银行金融稳定分析小组二OO六年十月八日中国金融稳定报告ChinaFinancialStabilityReport第一章综述2005年，中国经济保持持续健康发展，金融改革和风险处置取得突破性进展，金融业发展迈出重大步伐。,113.0
3,人民币汇率形成机制改革顺利实施，国有商业银行股份制改革成效显著，农村信用社改革逬展顺利，证券公司重组全面展开，股权分置改革稳步推进，保险业综合经营试点取得新进展，银行业和证券业暴露出来的风险基本得到妥善处置，规范化的金融风险处置长效机制逐步建立，金融业对外开放水平不断提高，金融体系的稳定性明显增强。,150.0
4,一、金融改革取得突破性进展，金融风险得到妥善处置，中国金融总体稳定2005年，党中央、国务院要求以科学发展观统领全局，正确处理好改革、发展和稳定的关系，坚持以经济建设为中心，转变发展观念、创新发展模式、提高发展质量，用发展和改革的办法解决前进中的问题，保持经济的可持续发展。,137.0
5,这些方针政策为金融稳定营造了良好的政治、经济和社会环境。中国金融改革和风险处置取得突破性进展，金融基础设施建设得到加强，金融生态环境进一步改善，金融业对外开放水平不断提高，中国金融总体稳定。（一）国民经济平稳较快发展，为维护金融稳定奠定了良好的基础国民经济呈现增长较快、效益较好、价格平稳、活力增强的良好发展态势，经济总量问题得到重视，结构性矛盾开始缓解，经济运行的稳定性明显增强，经济发展的协调性右所提高。一些重点领域和关键环节的改革取得新突破，宏观调控能力显著增强。宏观经济的健康平稳运行为金融稳定奠定了良好的基础。,260.0
6,（二）金融改革取得突破性进展，金融业竞争力有所增强完善人民币汇率形成机制改革顺利实施，以市场供求为基础、参考一篮子货币进行调节、有管理的浮动汇率制度基本建立。按照主动性、可控性、渐进性的原则，发挥市场供求在汇率形成中的作用，汇率弹性有所增强，人民币汇率在合理、均衡水平上保持基本稳定。国有商业银行改革进展顺利。中国银行、中国建设银行（简称建设银行）和中国工商银行（简称工商银行）稳步推进股份制改革。中国银行、建设银行在完成财务重组和设股份公司之后，继续完善公司治理、强化内部控制和风险管理、稳步推进战略引资和上市。,257.0
7,"建设银行于2005年10月在香港成功上市。工商银行股份制改革于2005年4月正式启动，并于当年10月整体改制为股份有限公司,目前正按上市银行的要求不断完善公司治理，抓紧做好上市准备工作。中国农业银行（简称农业银行）的改革正在结合社会主义新农村建设和农村金融体制改革总体规划加紧论证。经过改革，改制银行的资本充足率、资产质量显著提高，盈利能力和财务可持续能力明显增强，改革成效显著著。农村信用社改革试点范围扩大到29个省（自治区、直辖市），改革试点工作取得重要进展。",232.0
8,一是各项扶持政策逐步落实，在化解历史包袱方面取得积极进展。截至2005年底，中国人民银行共对2263个县（市）安排发行8期专项票据，额度为1599亿元，用于置换农村信用社的不良贷款和历年挂账。,96.0
9,二是产权制度改革稳步推进，在转换经营机制上迈出积极步伐。截至2005年底，共组建农村银行类机构72家，以县（市）为单位的统一法人机构519家。,71.0
