,paragraph,length
0,"中国金融稳定报告2011内容摘要2010年是国内外经济金融形势复杂多变的一年,全球经济持续复苏,但各经济体表现不均衡。中国经济继续朝宏观调控的预期方向发展,金融业改革成效显著,整体抗风险能力进一步增强,金融市场平稳健康发展,政府、企业和住户部门财务状况总体较好,金融基础设施建设稳步推进,金融体系稳健运行。同时,全球经济不稳定、不确定因素仍然较多,欧元区主权债务危机持续产生负面影响,国际金融市场持续震荡,大宗商品价格高位运行,国内通货膨胀压力明显加大,金融体系潜在风险仍然存在,维护金融稳定面临新的挑战。宏观经济总体良好。2010年,我国继续实施积极的财政政策和适度宽松的货币政策,经济实现平稳较快增长,经济结构进一步优化。",313.0
1,"国内需求增长动力强劲,外部需求逐步改善。财政收入增速较快,用于民生和“三农冶的财政支出大幅增加。物价上涨较快,通货膨胀预期增强。房地产市场调控力度加大,房价涨势趋缓。货币信贷逐步向常态回归,汇率形成机制改革进一步推进。",109.0
2,"当前,我国经济运行中一些长期问题和短期问题交织,体制性矛盾和结构性矛盾并存,宏观调控难度加大。下一阶段,要实施积极的财政政策和稳健的货币政策,注重从社会融资总量的角度衡量金融对经济的支持力度,加快构建逆周期的金融宏观审慎管理制度框架,加快转变经济发展方式,提升经济增长内生动力。银行业认真贯彻宏观调控政策,继续优化信贷结构,整体运行稳健。金融机构资产负债规模持续扩大,资产质量不断提高,拨备覆盖率高位提升,资本充足水平保持稳定,中间业务收入绝对量大幅增加,存贷比与上年基本持平,流动性较为充足。金融机构改革成效显著,综合经营和金融创新取得新进展。",273.0
3,"银行业信贷总量和结构日趋合理,涉农贷款和小企业贷款占比有所提高。稳健性标准和监管水平进一步提升,风险管理和危机应对能力显著增强。但存款活期化和贷款长期化趋势明显,期限错配风险有所加大,贷款集中度较高的问题仍然存在,风险管控仍需进一步加强。下一阶段,要落实好稳健的货币政策,继续深化改革,加强宏观审慎管理,强化杠杆率监管,完善资本补充和约束机制,着力防范和化解重点领域潜在风险,全面提升银行业综合实力和整体抗风险能力。证券期货业健康发展,证券经营机构稳健运营,股票市场规模稳步扩大,融资功能显著增强。",249.0
4,"股指期货顺利推出,融资融券业务试点启动,新股发行体制改革继续深化,期货市场功能不断完善。合规监管得到强化,市场主体规范发展,防范和打击内幕交易初见成效。但随着新业务、新产品的推出和发展,应关注创业板高估值、证券公司盈利模式相对单一及私募基金的潜在风险等问题。下一阶段,要继续推进市场机制建设,进一步加强监管,强化投资者保护,扩大直接融资规模,稳步推进资本市场创新,促进资本市场更好地服务经济社会发展全局。保险业继续保持良好的发展势头,资产规模继续扩大,保费收入大幅增长,经营体系更加健全,保险覆盖面不断扩大,监管进一步加强,基础性制度建设取得新进展。",275.0
5,"保险公司偿付能力整体充足,保险市场结构进一步优化。但保险业资金运用收益率下降,保险公司资本补充渠道仍较狭窄,产品结构不均衡有所加剧,银保渠道有待继续改善。下一阶段,要抓住保险业快速发展机遇期,推动业务结构调整和产品创新,加快建立巨灾保险体系,建立多渠道资本补充机制,强化偿付能力监管,提高资金运用水平,防范投资风险,规范市场秩序,更好地发挥经济补偿和社会风险管理功能。金融市场保持平稳健康发展,充分发挥了改善融资结构和完善资源配置的基础性作用。货币市场保持活跃,市场利率明显上升。",240.0
6,"债券市场规模进一步扩大,债券成交量大幅增加,债券价格呈总体上行趋势。票据市场快速增长,外汇市场波动较大,黄金市场量价大幅攀升。融资结构多元化发展,政府融资市场化程度提高。市场基础性制度建设取得积极进展,银行间实时收益率曲线正式发布,国际开发机构人民币债券发行管理得到加强,信用缓释工具试点顺利推出,银行间贷款转让市场和黄金市场进一步规范。政府、企业、住户财务状况表明,政府债务水平总体良好,财政赤字和国债占GDP的比重较低。",212.0
7,"企业部门生产经营状况持续好转,盈利能力大幅提高,偿债能力稳步提升,流动性状况有所改善。住户部门金融资产和负债规模增长较快,负债占GDP的比重有所增加。但政府部门隐性负债问题和部分企业面临的融资压力值得关注,国民收入分配结构仍需改善,住户部门收入在国民收入中的比重有待提高。金融基础设施建设稳步推进。支付体系不断完善,非现金支付工具创新发展,非金融机构支付服务管理不断加强,农村支付环境取得新进展;金融业法律法规不断建立健全,金融运行的法律基础进一步强化;新会计准则全面实施,会计标准国际趋同取得重要进展;信用环境不断改善,征信系统作用日益显著,中小企业和农村信用体系建设取得积极成效;国家洗钱风险评估首次开展,反洗钱监管进一步加强,国际合作推向深入。",325.0
8,"下一阶段,应进一步建立健全支付结算制度,完善金融法律体系,加快会计标准建设,优化社会信用环境,提高反洗钱力度和成效。探索建立金融宏观审慎管理制度框架。建立逆周期资本缓冲和强化系统重要性金融机构(SIFIs)监管等内容在危机后取得积极进展。我国“十二五冶规划明确提出,要构建逆周期的金融宏观审慎管理制度框架,需要处理好促进金融体系稳定与影响金融体系效率、宏观审慎管理与微观审慎监管及货币政策、宏观审慎管理与会计标准之间的关系,建立逆周期的宏观调控机制,降低系统性金融机构风险,加强金融统计和系统性风险监测预警体系建设,建立健全危机管理和系统性风险处置框架。构建我国宏观审慎管理制度框架,对于熨平经济周期性波动,防范系统性风险,维护金融稳定,提升金融支持经济增长的可持续性具有重要的现实意义。",344.0
9,"第一章宏观经济2010年是国内外经济金融形势复杂多变的一年。全球经济持续复苏,但各经济体复苏不均衡,主要发达经济体复苏动力不强,失业率仍处高位,新兴市场经济体增长强劲,但面临的资本流入及通货膨胀压力上升。中国经济继续朝宏观调控的预期方向发展,运行态势总体良好,但通货膨胀压力明显增大,结构性矛盾仍未根本解决。2011年,世界经济有望继续增长,新兴经济体仍将引领全球经济复苏,国内经济保持平稳较快增长存在较多有利条件,但不稳定、不确定因素仍然较多。发达经济体高失业和低增长状况短期内难以得到明显改观。",249.0
