,paragraph,length
0,同时，经济金融运行中长期积累的一些突出问题和深层次矛盾依然存在，国际国内经济金融运行环境更加复杂，不确定因素增加。《中国金融稳定报告（2008）》力求全面反映这一时期金融改革开放、发展创新的最新进展，客观评估金融稳定状况，充分提示金融风险。《中国金融稳定报告（2008）》在基本承袭上年文体结构的基础上，继续尝试增加量化分析的内容。在综合评估了2007年中国金融稳定总体状况后，第一章分析宏观经济运行环境对金融稳定的影响，第二章至第四章分别对银行业、证券业和资本市场、保险业的改革发展状况及其对金融稳定的影响进行评估，第五章重点讨论金融基础设施建设的进展情况，第六章探讨系统性金融风险的产生途径、管理框架和中国管理金融风险的成功经验。各章共穿插了13个专栏，对一些关系中国金融稳定的重要问题进行深入分析和探讨。,355.0
1,本期报告安排了一个专题，即《保险公司资金运用与保险业发展》。本专题试图从保险资金运用的国际实践入手，探讨保险资金运用对保险业发展的重要性及中国保险资金运用所面临的挑战，并提出相应的政策建议。由于理论水平有限，实践经验不足，本期报告肯定还存在许多不足之处，恳请各有关部门、专家学者、社会各界提出宝贵意见和建议。我们将继续改进金融稳定分析和评估方法，提高金融风险监测和评估水平。中国人民银行金融稳定分析小组二OO八年五月二十日中国金融稳定报吿综述2007年，中国经济持续平稳快速发展，金融改革、金融调控、金融监管和金融对外开放稳步推进，金融体系继续保持稳定。,277.0
2,"同时，经济金融运行中长期积累的一些突出矛盾和问题依然存在，国际国内经济金融领域又出现了一些新情况、新问题，进一步做好新形势下的金融稳定工作面临新的挑战。一、金融体系继续保持稳定中国金融稳定的宏观经济环境总体良好，微观基础更为坚实，金融体系的抗风险能力持续提高。（一）国民经济平稳快速增长，宏观调控进一步加强和改善2007年国内生产总值（GDP）24.95万亿元,比上年增长11.9%。针对经济运行中的突出问题，政府适时调整政策，注重宏观调控的预见性、及时性和有效性，10次上调人民币存款准备金率，6次上调存贷款基准利率，取消或降低高耗能、高排放和资源性产品的出口退税，不断加强和改善宏观调控，促进国民经济又好又快发展。（二）人民币汇率形成机制改革稳步实施，汇率弹性逐步增强有管理的浮动汇率制度进一步完善，银行间即期外汇市场人民币兑美元交易价浮动幅度由千分之三扩大到千分之五。",387.0
3,"2007年年底人民币对美元汇率中间价为7.3046元/美元，比年初升值6.90%o汇率弹性逐步增强，人民币汇率在均衡、合理水平上保持基本稳定。（三）外汇储备继续快速增长，应对外部冲击的能力不断增强2007年年底外汇储备余额1.53万亿美元，比上年年底增长43.3%,对外支付能力增强。年底外债余额3736.18亿美元，比上年年底增加506.30亿美元，上升15.68%,其中中长期外债余额1535.34亿美元，短期外债余额2200.84亿美元。外债偿债率为1.98%,债务率为27.84%,负债率为11.52%,短期外债与外汇储备的比率为14.40%,均在国际标准安全线之内，外债风险较小。（四）财政收入、企业利润和居民收入大幅提高，财政、企业、居民的偿债能力不断增强2007年，全国财政收入5.13万亿元，比上年增长30.5%,财政支出4.96万亿元，比上年增长23.3%。",388.0
4,"财政收支状况良好，政府偿债能力较强。企业总体盈利水平进一步提高，111月全国规模以上工业企业累计实现利润近2.3万亿元，同比增长36.7%,企业债务偿付能力和应对经济波动的财务实力进一步增强。全年城镇居民人均可支配收入和农村居民人均纯收入分别为1.38万元和4140元，比上年实际增长12.2%和9.5%,民生不断改善，居民应对风险的能力进一步增强。（五）金融机构竞争力和盈利能力显著增强，金融稳定的微观基础不断夯实2007年，银行、证券、保险业金融机构总体实力和盈利能力明显提高。银行业金融机构资产规模继续扩大，年底总额达52.6万亿元，增长19.7%。",278.0
5,"资本充足率达标银行数量进一步增加，主要商业银行不良贷款率比上年下降近1个百分点。证券公司基础性制度建设不断加强，综合治理实现既定目标，风险处置基本结束，客户交易结算资金第三方存管制度全面实施，证券公司的资产和利润大幅增加。基金业发展迅速，基金规模和净值均比上年增长近3倍,市场影响力显著提高。保险业整体实力进一步增强，保险服务领域进一步拓宽，政策性农业保险取得突破。保险公司资产规模和保费收入均大幅提高。",202.0
6,"保险资金运用收益率比上年提高5.1个百分点。（六）金融市场发展迅速，运行总体平稳资本市场改革进一步深化，市场规模明显扩大，基础性制度建设不断加强，资源配置功能明显增强。2007年年底，境内上市公司数量达到1550家，比上年增加116家；沪、深两市总市值达到32.71万亿元，与GDP的比率上升到132.65%；流通总市值9.31万亿元，占总市值的28.5%。货币市场、债券市场、外汇市场、期货市场、黄金市场继续保持平稳运行的良好态势。（七）金融安全网建设继续推进，金融基础设施不断健全金融监管在制度建设、监管方式和监管手段等方面继续得到加强和改进,金融机构风险处置进展顺利，存款保险制度设计工作全面启动。",302.0
7,"大额实时支付系统和小额批量支付系统运行良好，支付系统功能进一步提升。根据现代动产担保登记制度设计建设的应收账款质押登记公示系统也正式上线，信用环境显著改善。中国成功加入国际反洗钱组织金融行动特别工作组（FATF）,反洗钱工作取得突破性进展。法律体系建设取得重大进展，包括《物权法》和《企业破产法》在内的一批重要法律先后颁布或实施。证券、期货、保险、基金等相关行业于2007年全面执行新《企业会计准则》。",201.0
8,（八）“走出去”战略稳步推进，金融对外开放继续扩大2007年，中国金融业稳步推进“走出去”战略。中国投资公司成立并启动对外投资。国家开发银行、中国工商银行（简称工商银行）等机构先后参股或收购国外银行，招商银行设立纽约分行，其他机构也在“走出去”方面进行了积极尝试。合格境内机构投资者（QDII）业务试点稳步推进。与此同时，国内金融市场的对外开放进一步扩大。,178.0
9,更多的外资金融机构在中国设立机构，扩展业务。根据有关协议，恢复合资证券公司审批，逐步扩大合资证券公司的业务范围。合格境外机构投资者（QFII）投资规模不断扩大。二、采取综合措施维护金融稳定当前，中国金融改革发展正面临新的形势，同时，也存在一些影响金融稳定的风险因素。必须以党的“十七大”精神为指导，深入贯彻落实科学发展观，认真执行党中央、国务院关于金融工作的方针政策和各项部署，不断加强和改进金融宏观调控，积极推进金融改革、开放和发展，大力推动金融市场创新和制度建设，努力提高金融服务水平，进一步完善公司治理和内部控制，着力提升风险管理能力，切实维护金融体系稳定。,282.0
10,（一）密切关注国际经济金融形势变化，防范国际金融市场动荡引发的传染性风险2007年，国际经济金融形势日趋复杂，美国次级抵押贷款危机（简称次贷危机）溢出效应不断放大，美元持续贬值，国际石油和粮食价格持续走高，全球经济失衡和贸易保护主义加剧，经济增长放缓，局部政治动荡与冲突时有发生，经济金融环境变化的不确定因素增多，潜在风险增大。,164.0
11,"随着经济金融全球化的深入发展，国内外经济金融的联系和互动越来越密切。要密切关注国际经济金融发展的最新形势，加强研究新形势下金融稳定面临的挑战，建立健全金融稳定监测和评估体系，完善各种突发事件应急预案,充分做好应对国际环境变化的各种准备，提高防范风险的能力。（二）继续完善宏观调控，防止经济结构不合理产生的风险中国经济运行中长期形成的结构性矛盾和增长方式粗放的问题尚未得到根本解决。投资与消费关系不协调，投资率持续偏高，经济增长的资源环境代价过高，部分行业产能过剩，农业基础薄弱等问题仍然突出。经济结构不合理不利于经济持续健康发展，容易导致流动性过多，加大通货膨胀压力，影响银行信贷资金安全。",295.0
12,要继续完善宏观调控，实施稳健的财政政策和从紧的货币政策。保持财政政策的连续性和稳定性，充分发挥财政政策在促进经济结构调整和协调发展等方面的重要作用，增加对薄弱环节、改善民生等方面的支出。调整财政支出结构，加大对社会保障、医疗卫生、教育、文化、节能减排等方面的投入。加强金融宏观调控，综合运用货币政策工具，加大流动性对冲力度，着力优化信贷结构，防止货币供应量和信贷投放过快增长。（三）改善国际收支状况，建立健全跨境资本流动监测预警机制中国国际收支呈现经常项目和资本项目“双顺差”，导致外汇储备持续攀升，这一特征近年来呈加剧趋势。,263.0
13,国际收支顺差过大、外汇储备增长过快，导致中央银行基础货币被动投放增加、货币政策主动性减弱，国内外汇市场外汇供给持续大于需求、人民币升值压力加大，跨境资本流动增加、国际资本冲击国内市场的风险增大，将对经济金融平稳运行产生不利影响。,114.0
14,国际收支持续顺差，反映了国内储蓄持续大于投资的结构性矛盾，同时也与外向型经济发展较快、跨境资本流动规模扩大等因素有关。要釆取综合措施，努力改善国际收支状况。加强国际收支监测分析，建立健全跨境资本流动监测预警体系，加大对短期异常资金流入的检查力度，严厉打击非法外汇交易，采取有效措施控制投机资金流入。（四）采取有力措施，防止价格总水平过快上涨2007年，居民消费价格总水平上涨幅度较大，全年居民消费价格指数上涨4.8%。在生产要素价格不断上涨、国际市场价格上涨传导日益明显等多种因素共同作用下，2008年物价水平仍将面临较大的上涨压力，价格存在由结构性上涨转变为全面通货膨胀的风险。,290.0
15,一旦全社会通货膨胀预期形成，物价总水平将会持续攀高，势必影响经济社会的正常运行，对金融机构的稳健经营和资产市场的健康发展也会产生不利影响。要釆取有力措施，增加有效供给，抑制不合理需求，防止价格总水平过快上涨。加强粮食等基本生活必需品生产，增加紧缺重要消费品的进口，严格控制工业用粮和粮食出口；加快健全商品储备体系，改进和完善商品储备调节和进出口调节方式；健全大宗农产品、初级产品供求和价格监测预警机制，完善市场供应和价格波动应急预案；加强市场监管和价格检查，防止不合理涨价行为。（五）改进资产市场运行机制，防范资产价格波动风险近年来，中国房地产市场、股票市场快速发展，居民收入水平提高对增加财产性收入提出新要求。与此同时，房地产供应结构不合理，部分城市住房价格过高、涨幅过快问题突出。,342.0
16,股票市场也面临一些不确定因素，股票价格出现了较大波动。当前需要采取多种措施，完善资产市场运行的基础性制度，进一步加强和改善调控，防止资产价格大幅波动。调整住房供应结构，增加有效供给，促进房地产市场健康发展。改进和完善股票市场运行制度，加强上市公司法人治理和信息披露，加大产品创新力度，进一步发展壮大机构投资者队伍，依法打击内幕交易和市场操纵等违法违规行为，建立和维护公开、公平、公正的市场秩序。（六）大力发展债券市场，切实改善融资结构近年来，股票、债券等形式的直接融资有了很大发展，但企业融资高度依赖银行贷款的状况还未从根本上得到改观，直接融资比例仍然偏低。,279.0
17,"2007年国内非金融部门通过银行贷款融资的比例仍高达78.9%,直接融资占比只有21.1%。优化资本市场结构、多渠道提高直接融资比例仍是今后相当一段时期金融业改革发展的一个重要任务。发展直接融资、改善融资结构，可以扩大企业融资渠道，避免企业融资高度依赖银行体系，防止金融风险过度集中。应改进和完善市场运行制度，优化资本市场结构，促进股票市场稳定健康发展。加快发展债券市场，进一步发展企业债券、公司债券、企业短期融资券和中期票据等债券型融资工具，为企业提供更多便捷的直接融资渠道。",239.0
18,（七）加快推进金融改革和创新，增强金融机构风险管理能力和竞争力金融改革和创新是提升金融机构竞争实力、夯实金融稳定微观基础的关键。在经济金融全球化背景下，金融机构通过改革和创新，改善公司治理结构和经营机制，提供多元化的产品和服务，转变业务增长方式，更好地满足社会融资需求，增强自身的市场竞争能力。推进金融改革和创新也是加强宏观管理的需要。通过金融机构改革和创新，可将过多的流动性引导到目标行业、领域和地域，改变企业、居民投资渠道狭窄的局面，有利于改善宏观调控和风险管理。要继续深化金融机构改革，重点推进中国农业银行（简称农业银行）股份制改革和国家开发银行改革，培育具有创新能力和风险管理能力的微观市场主体；减少不必要的管制，营造有利于金融创新的监管环境；尽快完善会计和公司治理等基础性标准和税收等方面的政策，创造有利于金融改革和创新的外部条件。,371.0
19,同时，加强金融监管协调，防范创新可能引发的系统性风险。（八）加强投资风险教育，增强投资者自我保护能力随着中国经济持续快速发展和人民生活水平全面提高，居民个人的金融资产显著增加。近年来，房地产市场和股票市场快速发展，居民的投资意愿十分强烈。由于投资者保护制度尚待完善，一些投资者风险意识不足，加强投资风险教育的任务十分紧迫。加强投资风险教育是一项系统工程和长期任务，需要各级政府、各部门、金融机构和社会各界共同努力，采取多种形式，普及金融知识，揭示金融风险，提高公众的金融素质，引导投资者树立正确的投资理念和风险意识，增强自我保护能力。,267.0
20,（九）加强金融监管协调，建立健全金融安全网随着金融业务综合化、金融活动国际化、金融交易电子化和金融产品多样化的快速发展，交叉性金融业务和跨行业、跨市场、跨国界金融风险日益复杂。部分金融机构的风险防范意识和内控机制尚待健全，监管机构对复杂金融业务的监管尚待完善，防范跨行业、跨市场、跨国界金融风险的能力有待加强。要在总结分业经营、分业监管经验的基础上，积极探索有效的金融监管协调机制；加快建立存款保险制度，设立功能完善、权责统一、运作有效的存款保险机构；进一步完善金融稳定评估和金融风险早期预警机制，建立健全各层次金融应急机制和应急预案，提高金融风险应对能力。第一章宏观经济2007年，全球经济整体平稳增长，但年中美国爆发次贷危机，其溢出效应还在不断放大。中国经济继续平稳快速发展，总需求增长强劲，财政收入、企业利润和居民收入大幅提高，但物价上涨压力加大。,377.0
21,"金融稳定的国际国内环境总体良好，但不确定性因素仍然存在。一、经济金融环境2007年，全球经济金融运行呈现以下特点：一是全球经济整体平稳增长。全球经济增长4.95%。受美国次贷危机影响，美国经济增长明显放缓，增长率为2.2%,比上年下降1.1个百分点。欧元区和日本经济增长率分别为2.6%和2.1%。",149.0
22,新兴市场国家和发展中国家经济增长强劲，达到7.9%。,26.0
23,二是美国次贷危机影响不断加深。在美国，次贷危机扩大到次级贷款以外的其他贷款，金融机构的资产质量恶化，信贷成本上升，房地产价格不断下降，企业和居民消费疲软。次贷危机引发国际金融市场动荡，股市、汇市大幅波动，货币市场趋紧。,109.0
