,paragraph,length
0,"中国金融稳定报告2012内容摘要2011年,全球经济增长放缓,主要发达经济体的财政风险和金融风险加大,国际金融市场剧烈震荡,各类不确定性明显增多。中国经济继续朝着宏观调控预期方向发展,金融业改革持续深化,整体抗风险能力进一步提升,金融市场运行平稳,政府、企业和住户部门财务状况良好,金融基础设施建设稳步推进,金融体系总体稳健。2012年,世界经济形势仍将十分严峻复杂,经济复苏的不稳定性、不确定性上升,欧洲主权债务危机短期内难以有效解决,主要发达经济体的经济复苏进程依然缓慢,新兴经济体宏观调控难度加大。我国经济发展中不平衡、不协调、不可持续的矛盾和问题仍将突出,经济增长下行压力加大,物价走势仍需关注,金融领域潜在风险仍然存在,维护金融稳定面临新的挑战。宏观经济运行良好。",337.0
1,"2011年,我国实施积极的财政政策和稳健的货币政策,经济保持平稳较快发展,结构调整有序推进。国内需求平稳增长,外部需求相对稳定。财政收入增长迅速,用于民生和“三农”的财政支出力度加大。物价指数前升后降,通货膨胀压力有所缓解。房地产调控继续加强,房地产价格逐步回落。",132.0
2,"货币信贷增速回归常态,人民币汇率稳中有升。下一阶段,要继续实施积极的财政政策和稳健的货币政策,增强政策的前瞻性、针对性、有效性,保持合理的社会融资规模,加大金融对实体经济的支持力度。同时,进一步深化利率市场化和汇率形成机制等重点领域改革和完善逆周期的金融宏观审慎管理制度框架,为保持经济长期平稳较快增长创造良好的金融环境。银行业认真贯彻宏观调控政策,保持合理的信贷投放,整体运行稳健。各项改革稳步推进,资产负债规模持续扩大,对“三农”和小微企业的金融支持力度进一步加强,资产质量不断提高,稳健性标准和监管水平进一步提升。",260.0
3,"但受经营环境和结构调整等因素影响,不良贷款反弹和资本补充压力加大,重点领域风险管控仍需加强,部分机构流动性管理有待加强。下一阶段,要落实好稳健的货币政策,坚持金融服务实体经济的本质要求,继续深化改革,稳步推进金融创新,完善银行业监管框架,着力防范和化解重点领域潜在风险,密切关注具有金融功能的非金融机构风险,全面提升银行业综合实力和抗风险能力。证券期货业继续保持健康发展,机构数量和资产规模持续增加。业务创新积极推进,证券公司融资融券交易量稳步增长,期货公司投资咨询业务顺利推出。证券期货业合规监管不断强化,抗风险能力有所增强。",264.0
4,"但证券公司业务结构单一、期货公司综合实力较弱及私募股权基金的潜在风险问题值得关注。下一阶段,要着力培育证券期货经营机构的核心竞争力,加大业务创新,加强行业诚信建设,稳步推进对外开放,提高服务实体经济的水平。保险业总体保持平稳发展态势,资产规模持续扩大,机构体系不断完善,保费收入增长,服务领域拓宽,改革创新继续推进,监管体系不断完善,对外开放水平进一步提高。但保险业资金运用收益率降低,偿付能力总体下降,部分公司资本补充压力加大。下一阶段,要加快转变行业发展方式,优化业务结构,加大创新力度,完善保险监管,加强消费者权益保护,同时,要积极创造良好的外部环境,推动行业平稳较快发展,更好地服务于社会和实体经济。",304.0
5,"金融市场在改革创新中稳步发展,继续保持了健康平稳的运行态势,发挥了优化资源配置、支持实体经济发展的积极作用。货币市场交易活跃,利率波动幅度较大。债券市场交易量稳定,债券指数总体上行,投资主体不断扩大。股票市场估值处于历史较低水平。商品期货市场交易量大幅下滑,金融期货市场稳步增长。",140.0
6,"票据市场总体平稳,外汇市场交易活跃,黄金市场交易规模显著增加。下一阶段,要积极推动债券市场健康发展,继续深化新股发行体制改革,稳步推进退市制度改革,完善资源配置的市场机制,更好地服务实体经济,促进经济结构调整和经济发展方式转变。政府、企业、住户的财务分析表明,政府部门财务状况良好,债务水平安全可控,一些地方政府性债务风险隐患仍需关注。企业部门利润继续增长,偿债能力稳中略降,流动性趋紧,企业原材料成本压力减弱,国内外订单需求呈下降趋势。住户部门的金融资产继续增长,但多元化程度有待提高,整体债务水平较低,偿债能力较强。",260.0
7,"金融基础设施建设稳步推进。支付、清算和结算体系运行安全稳定,监管体制逐步完善,非现金支付工具广泛应用,中央债券结算和集中清算业务快速增长。金融业法律法规和部门规章不断推出,金融法律基础进一步夯实。会计准则的制定和实施工作不断推进,会计准则体系进一步完善。社会信用体系建设稳步推进,征信系统作用日益显著,信用环境持续改善。",160.0
8,"反洗钱工作深入推进,监管水平不断提高,调查有效性进一步提升,国际合作继续深化。下一阶段,应进一步加强支付、清算和结算体系的监管,完善金融法律法规,推进会计准则的国际趋同与等效,改善社会信用环境,优化反洗钱监管。宏观审慎管理进一步强化。国际组织继续加强宏观审慎国际标准和准则的研究制定,主要国家的金融监管改革持续推进,进一步强化了宏观审慎职能。2011年,我国在加强宏观审慎管理方面进行了有益探索,不断加强和改进金融统计和风险监测评估,完善以差别准备金动态调整为着力点的逆周期宏观调控机制,研究加强系统重要性金融机构监管,积极构建危机管理和风险处置框架。",276.0
9,"下一阶段,应在借鉴国际金融危机教训和国际有效做法的基础上,结合国情,进一步健全宏观审慎政策框架,建立宏观审慎管理和微观审慎监管协调配合、互为补充的体制机制,提高系统性风险防范能力,提升金融支持经济发展的可持续性。",106.0
